rm_oficinacontable	descripcion	monto_USD$
165	XELAJU	28.95
166	TECULUTAN	14.48
168	LA TORRE	14.48
169	EL PROGRESO	14.48
170	C.D.R.O	14.48
173	19 CALLE	14.48
174	PURULHA	14.48
175	ORGANISMO JUDICIAL	14.48
177	LA DEMOCRACIA ESCUINTLA	14.48
178	AEROPUERTO	43.43
179	PALIN	14.48
180	SANARATE	14.48
181	CHICAMAN	14.48
183	PRISA	14.48
184	TERMINAL JUTIAPA	28.95
185	IGSS CENTRAL	14.48
187	SAN ANTONIO SUCHITEPEQUEZ	14.48
188	IGSS ZONA 5	14.48
189	19 AVENIDA ZONA 6	14.48
190	IGSS ZONA 11	14.48
192	IGSS MONTE REAL	14.48
193	IGSS RETALHULEU	14.48
194	IGSS PAMPLONA	14.48
195	TIQUISATE	14.48
196	SAN MIGUEL POCHUTA	14.48
197	TACTIC	14.48
198	SIMON BOLIVAR MORALES	14.48
199	MERCADO QUETZALTENANGO	14.48
200	CHAJUL	14.48
201	SALCAJA	28.95
202	MERCADO SANTO TOMAS DE CASTILLA	14.48
203	PATULUL	14.48
204	CHICACAO	14.48
205	IGSS ZONA 9	14.48
206	MEGA PRIMMA	28.95
207	CHIQUIMULA CENTRO	14.48
209	EL NARANJO	28.95
210	MERCADO TERMINAL ZONA 4	14.48
211	MERCADO LA FLORIDA	14.48
213	MERCADO LA PARROQUIA	14.48
216	MUNICIPALIDAD DE VILLA NUEVA	14.48
219	LOS OLIVOS	14.48
220	MONJAS	14.48
221	SANTA LUCIA COTZ	14.48
222	SAN ANDRES SAJCABAJA	14.48
225	MERCADO EL GUARDA	14.48
227	SANTO TOMAS DE CASTILLA	14.48
228	SAT ZONA 9	28.95
231	SAN PABLO SAN MARCOS	14.48
232	SAN JUAN SACATEPEQUEZ	14.48
233	ALMOLONGA	14.48
235	CENTRO COMERCIAL MONSERRAT	14.48
237	BOCA DEL MONTE	14.48
238	ZACUALPA	14.48
240	SANTA ANA HUISTA	14.48
241	RIO HONDO	14.48
242	SAT MAZATENANGO	14.48
244	HOSPITAL ROOSEVELT	14.48
249	AUTOBANCO - QUETZALTENANGO	14.48
251	LIVINGSTON	14.48
256	USAC	14.48
257	AUTOBANCO - PETAPA	14.48
260	MERCADO SAN JOSE MERCANTIL	14.48
263	MERCADO LA PRESIDENTA	14.48
265	SAN FELIPE RETALHULEU	14.48
266	CONCEPCION LAS MINAS	14.48
272	SANSARE	14.48
273	ESCUINTLA CENTRO	14.48
275	MAZATENANGO PLAZA AMERICA	14.48
276	MERCADO COLON	14.48
278	MERCADO LA REFORMITA	14.48
279	MERCADO BETHANIA	14.48
280	SAN ANDRES ITZAPA	14.48
283	AUTOBANCO ZACAPA TAMARINDAL	14.48
284	ESTANZUELA	14.48
285	CHIANTLA	14.48
286	SAN IDELFONSO IXTAHUACAN	14.48
288	ORATORIO	14.48
292	NAHUALA	14.48
293	SANTA LUCIA UTATLAN	14.48
294	MORAZAN	14.48
295	TACANA	14.48
296	SAN JUAN OSTUNCALCO	14.48
297	PARRAMOS	14.48
298	EL FRUTAL	14.48
300	INFOM	14.48
301	ORGANISMO JUDICIAL QUETZALTENANGO	28.95
302	QUEZADA	14.48
303	SIBILIA	14.48
304	CANILLA	14.48
306	LA GOMERA	14.48
308	DOLORES	14.48
309	IPM	14.48
312	ORGANISMO JUDICIAL HUEHUETENANGO	14.48
313	IGLESIA BETHANIA QUETZALTENANGO	14.48
314	PRADERA XELA	14.48
315	DECAM	14.48
316	SAN JOSE POAQUIL	14.48
319	PLAZA JADE	14.48
321	CIUDAD VIEJA	14.48
324	JOCOTAN	14.48
325	SAN JOSE	14.48
326	AUTOBANCO TERMINAL RETALHULEU	28.95
329	AUTOBANCO COATEPEQUE	28.95
330	CASILLAS	14.48
332	AYARZA	14.48
333	SEGUROS UNIVERSALES	14.48
334	CENTRO COMERCIAL ZONA 4	14.48
335	USUMATLAN	14.48
336	CABANAS	14.48
337	SAN DIEGO	14.48
338	SAN ANTONIO ILOTENANGO	14.48
339	CONTRALORIA GENERAL DE CUENTAS	28.95
340	2 CALLE ZONA 9	28.95
341	MERCADO CANDELARIA	14.48
342	MERCADO JUSTO RUFINO BARRIOS	14.48
343	SAN MATEO IXTATAN	14.48
344	SAN CRISTOBAL ACASAGUASTLAN	14.48
345	MINISTERIO PUBLICO FISCALIAS	14.48
348	MERCADO BARILLAS	14.48
349	SAN MARCOS HUISTA	14.48
352	MINISTERIO DE RELACIONES EXTERIORES	14.48
353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	14.48
354	CHAHAL	14.48
356	SAN AGUSTIN ACASAGUASTLAN	28.95
357	DESPENSA LOMAS DEL NORTE	14.48
358	MERCADO QUICHE ZONA 5	14.48
361	CUBULCO CENTRO	14.48
362	AVENIDA BOLIVAR	14.48
363	SAN JUAN COTZAL	14.48
364	MIRAFLORES	14.48
365	INTECAP	14.48
366	MEGA TERMINAL ZONA 4	14.48
367	AUTOBANCO JOYABAJ	14.48
369	CATARINA	14.48
370	GUAZACAPAN	14.48
376	CENTRO COMERCIAL PACIFIC CENTER	14.48
378	AUTOBANCO JALAPA	14.48
379	SANTA MARIA VISITACION	14.48
381	AUTOBANCO PUERTO BARRIOS	14.48
382	SAYAXCHE PARQUE CENTRAL	14.48
383	LAS ESCOBAS	14.48
384	CENTRO COMERCIAL MONTUFAR	14.48
386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	14.48
389	SAN RAFAEL PIE DE LA CUESTA	14.48
390	PALESTINA DE LOS ALTOS	14.48
391	MERCADO GUASTATOYA	14.48
394	TERMINAL BAZARES	14.48
395	SANTA CATARINA IXTAHUACAN	14.48
396	CERINAL	14.48
397	ZARAGOZA CHIMALTENANGO	14.48
398	CONCEPCION TUTUAPA	14.48
400	SAN JUAN CHAMELCO	14.48
401	FRAIJANES	14.48
402	VISTA HERMOSA 2	14.48
403	BOSQUES DE SAN NICOLAS	14.48
404	AVENIDA PETAPA	14.48
405	NOVICENTRO	14.48
406	VILLA DE GUADALUPE	14.48
407	EL MUÑECON	14.48
408	CALZADA AGUILAR BATRES	14.48
409	LOS PROCERES	14.48
410	GEMINIS 10 NO. 2	14.48
411	METAMERCADO SAN JUAN	14.48
412	METATERMINAL DEL NORTE	14.48
413	SAN JOSE PINULA	14.48
414	ROOSEVELT 2	14.48
415	15 AVENIDA ZONA 6	14.48
417	SANTA FE	14.48
420	CENMA 2	14.48
422	ALPASA	14.48
424	VILLA NUEVA 2	14.48
425	MALACATAN 5A AVENIDA	14.48
426	HUEHUETENANGO TORRE	14.48
427	ASUNCION MITA BARRIO EL CENTRO	14.48
428	SALAMA 5A AVENIDA	14.48
430	SANTA ELENA 4A CALLE	14.48
431	POPTUN 7A AVENIDA	14.48
432	MAZATENANGO 7A CALLE ZONA 2	28.95
433	BARILLAS 2A AVENIDA	14.48
434	LA MESILLA CARRETERA INTERAMERICANA	14.48
436	TECUN UMAN 3A AVENIDA	28.95
437	CHIQUIMULA 8A. AVENIDA	14.48
438	SOLOMA ZONA 1	14.48
440	ESCUINTLA 3A CALLE	14.48
441	COLOMBA	14.48
443	SAN RAFAEL	14.48
444	JACALTENANGO 2	14.48
446	FLORES COSTA CUCA	14.48
447	LLANO LARGO	14.48
448	EL QUETZAL	14.48
449	SAN JOSE EL RODEO	14.48
452	MERCADO SANTO TOMAS DE CASTILLA	14.48
453	C.C. PRADERA ZONA10	14.48
455	MALACATANCITO HUEHUETENANGO	14.48
456	ORGANISMO JUDICIAL MIXCO	14.48
457	SIQUINALA	14.48
458	AUTOBANCO TECULUTAN	28.95
460	MONTERRICO	14.48
461	TAXISCO	14.48
464	AUTOBANCO SAN JUAN SACATEPEQUEZ	14.48
465	CHANMAGUA	14.48
466	SALTAN	14.48
467	SAN FRANCISCO PETEN	14.48
469	ORGANISMO JUDICIAL ESCUINTLA	14.48
470	NIMASAC	14.48
471	POLOGUA	14.48
474	CENTRO COMERCIAL TIKAL	14.48
475	LOS AMATES CENTRO	14.48
476	AUTOBANCO ALDEA MARISCOS	14.48
477	AUTOBANCO LA RUIDOSA	14.48
478	MERCADO LOS AMATES	14.48
481	CENTRO COMERCIAL MINUTO	14.48
482	GRACIAS A DIOS	14.48
483	SAN JUAN IXCOY	14.48
484	SAN JOSE CHACAYA	14.48
485	SAN JORGE ZACAPA	14.48
487	CONCEPCION CHIQUIRICHAPA	14.48
488	CHUARRANCHO	14.48
490	EL MILAGRO	14.48
493	MERCADO VILLA NUEVA	14.48
494	COMISARIATO MORALES	14.48
496	CENTRAL DE MAYOREO ALMOLONGA	14.48
497	AUTOBANCO LAS CHAMPAS	14.48
498	PARQUE JUTIAPA	14.48
500	WAY ASUNCION MITA	14.48
503	EL AMATILLO	14.48
504	AUTOBANCO GASO JUTIAPA	14.48
505	IGSS MONTUFAR	14.48
506	HORCONES 	14.48
507	SAN RAFAEL LAS FLORES	14.48
509	CC SANTA AMELIA	14.48
510	SAN JOSE LA ARADA	14.48
512	UNION CANTINIL	14.48
514	SUPERMERCADO LA CASITA	14.48
515	UNIVERSITARIA JUTIAPA	14.48
517	CHINIQUE	14.48
518	MONTUFAR	14.48
520	SAN JUAN ATITAN	14.48
521	SANTIAGO CHIMALTENANGO	14.48
523	GRAMEEN PANAJACHEL	14.48
525	SAN MIGUEL CHICAJ	14.48
527	AUTOBANCO CRUCE SAN LUIS 	14.48
528	LA CONCHA	14.48
530	AUTOBANCO CHIMALTENANGO	14.48
531	MULTIMAYOREO	14.48
532	PRADERA LINDA VISTA	14.48
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	14.48
535	TIERRA BLANCA	14.48
536	TRAPICHE	14.48
537	GRAN KARMEL	14.48
540	CC LA DOCE	14.48
542	OJ ANTIGUA GUATEMALA	14.48
543	MERCADO ANTIGUA GUATEMALA	14.48
545	PRADERA CHIQUIMULA	14.48
546	WAY ZONA 6 PARROQUIA 	14.48
551	CENTRO COMERCIAL EL JAULON	14.48
554	HUITAN QUETZALTENANGO	14.48
555	SAN ANTONIO AGUAS CALIENTES	14.48
557	MERCADO SANTA LUISA	14.48
558	SAN MARTIN SACATEPEQUEZ	14.48
560	SANTA APOLONIA	14.48
562	AUTOBANCO ESCUINTLA	14.48
568	AUTOBANCO CC METRO PLAZA RETALHULEU	14.48
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	14.48
571	DIMACO PAJAPITA SAN MARCOS	14.48
572	RENAP SANTA CATARINA PINULA	28.95
574	SANTA MARIA DE JESUS	14.48
575	COLOTENANGO	14.48
576	TANQUE LA UNION ANTIGUA	14.48
577	DGAC MUNDO MAYA PETEN	14.48
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	14.48
580	AUTOBANCO JAGUAR SAN BENITO	14.48
581	EL ADELANTO	14.48
582	AUTOBANCO El TEJAR	28.95
583	AUTOBANCO JAGUAR POPTUN	14.48
589	ALDEA LA ERMITA	14.48
590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	14.48
591	LA MAQUINA 2	14.48
592	ZUNILITO	14.48
593	SAN FRANCISCO ZAPOTITLAN 	14.48
594	CABALLO BLANCO	14.48
595	CHINAUTLA	14.48
596	MEGAMEDICA ZACAPA	14.48
601	AUTOBANCO ENTRE RIOS	14.48
613	COLONIA MAYA	14.48
614	SANTA ELENA BARILLAS	14.48
622	UNIVERSIDAD PANAMERICANA	14.48
623	SANTA ANA PETEN	14.48
624	C.C. PASEO LAS PALMAS RETALHULEU	14.48
629	MERCADO NUEVA CONCEPCION	14.48
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	14.48
634	SUPERDICASA LA DEMOCRACIA	14.48
635	SAN SEBASTIAN COATAN	14.48
637	SAN JUAN ERMITA CHIQUIMULA	14.48
638	SAN JACINTO	14.48
639	GRAMEEN SACAPULAS	14.48
643	MEGAPACA PASEO SAN NICOLAS	14.48
646	MEGAPACA VILLA NUEVA	14.48
649	ACATENANGO	14.48
652	SAT CUILAPA	14.48
654	SAN VICENTE PACAYA	28.95
656	GRAMEEN SANTA CLARA LA LAGUNA	14.48
657	SAN PEDRO YEPOCAPA	14.48
659	C.C. ESKALA ROOSEVELT	14.48
660	CC ALTAVISTA	14.48
661	PLAZA FINACIERA CENTRA SUR	14.48
662	PORTUARIA QUETZAL (PTO)	14.48
663	DEL MAESTRO ZONA 1	14.48
664	SANTA CRUZ NARANJO	14.48
667	GUINEALES	14.48
669	PASEO DE LAS AMERICAS XELA	14.48
671	MUNICIPALIDAD FRAIJANES	14.48
675	SAN JOSE ACATEMPA	14.48
677	CALZADA MOPAN DOLORES PETEN	14.48
679	SAN PEDRO SACATEPEQUEZ CENTRO	14.48
681	SAN JOSE OJETENAM	14.48
683	SAN ANTONIO SACATEPEQUEZ	14.48
684	AUTOBANCO CHIQUIMULILLA	14.48
687	LLANO GRANDE SALAMA	14.48
690	MEGAPACA EL PUNTO	14.48
691	SAN RAFAEL LA INDEPENDENCIA	14.48
692	SAN GASPAR IXCHIL	14.48
693	CC PLAZA MANANTIAL	14.48
695	MINI MUNI CUBIL	14.48
696	MINI MUNI CAMPO DE AVIACION COBAN	14.48
697	SANYUYO	14.48
698	GRAMEEN USPANTAN	14.48
699	MAGDALENA MILPAS ALTAS	14.48
700	AUTOBANCO MULTIPLAZA EL SAUCE	14.48
703	GRAMEEN HUEHUETENANGO	14.48
704	MIXCO PARQUE	14.48
705	MIX SAN CRISTOBAL	28.95
706	CUYOTENANGO	14.48
707	AUTOBANCO MEGAFERRO	14.48
714	AUTOBANCO VILLAS DEL SUR	28.95
716	SAN JUAN TECUACO	14.48
718	 SAN FRANCISCO DE ASIS	14.48
719	SANTA LUCIA CENTRO	14.48
720	QUICHE ZONA 3	14.48
721	TERMINAL QUICHE	14.48
723	CC LOS PROCERES	14.48
724	MERCADO SANTA ELENA	14.48
725	SAN VICENTE BUENABAJ	14.48
726	GALERIAS DEL SUR	14.48
727	MUNICIPALIDAD SAN RAYMUNDO	14.48
728	CHINACA	14.48
730	GRAMEEN SAN PABLO	14.48
731	CENTRA NORTE	14.48
732	SAN BARTOLO AGUAS CALIENTES	14.48
733	CC PRADERA CONCEPCION	14.48
734	LA BLANCA SAN MARCOS	14.48
735	NUEVO PROGRESO	14.48
737	GRAMEEN NEBAJ	14.48
739	PLAZA MEDICA DEL NORTE	28.95
740	MUNICIPALIDAD DE CHIMALTENANGO	14.48
741	MEGAPACA VILLA LINDA	14.48
743	OCRET	14.48
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	14.48
745	COLONIA LOS ANGELES	14.48
747	PACHALUM CALLE DE LAS FLORES	14.48
749	MEGAPACA VIP CHIQUIMULA	28.95
750	CENTRO COMERCIAL MAJADAS	14.48
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	14.48
752	UNISUPER NIMAJUYU	14.48
753	LAS CABEZAS ORATORIO	14.48
754	CALLE MARTI 12 AVENIDA	14.48
755	UNISUPER LA BRIGADA	14.48
756	UNISUPER LO DE FUENTES	14.48
757	CENTRO COMERCIAL PLAZA METROFERIA	14.48
758	GASO MOYUTA	14.48
761	PARQUE CENTRAL SAN ANTONIO HUISTA	14.48
762	MEGAPACA XELA	14.48
763	GUATELINDA SAN DIEGO	14.48
765	MUNICIPALIDAD DE SANTA CATARINA BARAHONA	14.48
766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	14.48
767	MINISTERIO DE SALUD PUBLICA ZONA 9	14.48
769	CIUDAD QUETZAL	14.48
770	MUNICIPALIDAD DE SAN JOSE POAQUIL	14.48
771	SAN SEBASTIAN RETALHULEU	14.48
772	CASAS VIEJAS	14.48
773	CENTRO COMERCIAL MAYA MALL	14.48
774	EL JICARO	14.48
776	JOCOTENANGO	14.48
777	AUTOBANCO SAN MARCOS	14.48
779	KILOMETRO 11 SAN JUAN DOLORES	14.48
780	LOS ESCUDOS CHIMALTENANGO	14.48
781	CENTRO COMERCIAL SAN FRANCISCO ZONA 6 MIXCO	14.48
782	MUNICIPALIDAD DE MASAGUA	14.48
783	REGISTRO GENERAL DE LA PROPIEDAD	14.48
785	CENTRO COMERCIAL LAS FLORES AMATITLAN	14.48
786	CEALSA	14.48
787	CENTRO COMERCIAL SAN FRANCISCO	14.48
788	SAN JOSE DE LA COMUNIDAD	14.48
789	MERCADO COBAN	14.48
791	AUTOBANCO MEGAPLAZA	28.95
792	COMERCIAL PLAZA LA LIBERTAD PETEN	14.48
793	MERCADO PRIMERO DE JULIO	14.48
795	LICEO ROCA DE AYUDA	14.48
799	MUNICIPALIDAD DE QUETZALTENANGO	14.48
801	MUNICIPALIDAD RETALHULEU	14.48
802	JUMAYTEPEQUE	14.48
803	AUTOBANCO BARBERENA	14.48
804	COLIS	14.48
805	ESQUIPULAS 6A. AVENIDA	14.48
806	TZOLOJYA	14.48
808	AUTOBANCO SAMAYAC	14.48
809	EVENTOS CATOLICOS	14.48
811	LO DE REYES SAN PEDRO AYAMPUC	14.48
812	CALLE REAL SAN JOSE DEL GOLFO	28.95
813	CONGUACO	14.48
814	RENAP KOREA CENTER	14.48
815	SUPER DEL BARRIO CIUDAD REAL	14.48
819	PANORAMA EXPRESS	14.48
822	COMAPA	14.48
823	GENOVA COSTA CUCA	14.48
824	SANTA MARIA CHIQUIMULA	14.48
825	CUNOC QUETZALTENANGO	14.48
827	CORPORATIVA QUETZALTENANGO	14.48
828	RABINAL CENTRO	14.48
829	CIUDAD SATELITE	14.48
830	LAS BRISAS	14.48
831	C.C. MOLINO DE LAS FLORES	14.48
832	CENTRO COMERCIAL LA TRINIDAD COATEPEQUE	28.95
833	LAS PALMAS COATEPEQUE	14.48
834	SAN SEBASTIAN HUEHUETENANGO	14.48
836	MEGAPACA CENTRAL	14.48
837	PARQUE CENTRAL RETALHULEU (VIP)	14.48
838	LAS POZAS RIO HONDO	14.48
839	SAN ANTONIO LA PAZ	14.48
840	TAJUMUCO	14.48
841	MULTIMAYOREO ESCUINTLA	14.48
842	COLEGIO DE PROFESIONALES	14.48
843	SAN MIGUEL TOTONICAPAN	14.48
844	AUTOBANCO PALENCIA	14.48
845	CENTRO COMERCIAL REAL AMERICA	14.48
847	CUNOROC	14.48
848	RIO SAN JUAN AGUACATAN	14.48
849	CENTRO COMERCIAL LA ISLA	14.48
850	AUTOBANCO SAN RAFAEL LAS FLORES	14.48
852	MUNICIPALIDAD SAN PABLO JOCOPILAS	14.48
853	MUNICIPALIDAD DE SAN GABRIEL	14.48
854	MUNICIPALIDAD DE SAN MIGUEL PANAN SUCHITEPEQ	14.48
855	LA REYNITA SAYAXCHE	14.48
856	CONTEPEQUE ATESCATEMPA JUTIAPA	14.48
858	TECTITAN	14.48
859	LA TERMINAL USPANTAN	14.48
860	AUTOBANCO SAN MARTIN JILOTEPEQUE	14.48
861	SAN PEDRO JOCOPILAS	14.48
863	PATZITE	14.48
864	EL INJERTO LA LIBERTAD	14.48
865	AUTOBANCO CALZADA ASTURIAS	14.48
869	PANORAMA XELA	14.48
870	MORALES CENTRO	14.48
871	LA BARRANCA GRANDE	14.48
872	BUENOS AIRES	14.48
875	AUTOBANCO AMBERES	14.48
876	SIPACAPA SAN MARCOS	14.48
877	AUTOBANCO MAYUELAS	14.48
878	AUTOBANCO PLAYITAS	14.48
879	MUNICIPALIDAD SAN PEDRO AYAMPUC	14.48
881	SAN MIGUEL SIGUILA	14.48
882	OLINTEPEQUE	14.48
883	ARGUETA	14.48
884	MINISTERIO DE GOBERNACION	14.48
885	MERCADO LA DEMOCRACIA XELA	14.48
886	LA ESPERANZA	14.48
887	AUTOBANCO CONDADO SAN CRISTOBAL TOTONICAPAN	14.48
888	MUXBAL	28.95
889	MUNICIPALIDAD DE JALAPA	14.48
890	PUERTO DE IZTAPA	14.48
891	GUANAGAZAPA	14.48
892	PASACO	14.48
893	PALESTINA LAS CRUCES	14.48
895	ALDEA EL OBRAJUELO AGUA BLANCA	14.48
896	TIUCAL ASUNCION MITA JUTIAPA	14.48
906	 	14.48
1000	Mercado Sipacate	14.48
1001	AUTOBANCO CIUDAD QUETZAL	14.48
1003	AUTOBANCO EL PORVENIR / EL CARMEN	14.48
1004	2do. REGISTRO DE LA PROPIEDAD	14.48
1005	AUTOBANCO PLAZA MINERVA CHIQUIMULA	14.48
1006	AUTOBANCO PLAZA LOS PINOS QUETZALTEPEQUE	14.48
1007	MERCADO SANTA CATARINA	14.48
1008	MANZANOTES	14.48
1009	PLAZA CENTRA SUR	14.48
1010	Autobanco La Democracia Escuintla	14.48
1013	CIUDAD PERONIA	14.48
1014	AUTOBANCO FALLABON	14.48
1015	EL CALVARIO	14.48
1017	MERCADO SAN BENITO	14.48
1019	PLAZA SAN FRANCISCO	14.48
1020	CENTRO COMERCIAL PORTALES ZONA 17	14.48
1021	COLEGIO DE INGENIEROS DE GUATEMALA	14.48
1022	Atlantis	14.48
1023	Naranjo Mall	28.95
1024	RENAP TOTONICAPAN	14.48
1025	ESMERALDA	14.48
1026	SEGUNDO REGISTRO DE LA PROPIEDAD	14.48
1029	CENTRO COMERCIAL TIKAL FUTURA	14.48
2083	MAXIDESPENSA VILLA NUEVA	14.48
2084	MAXI DESPENSA ROOSEVELT	14.48
2085	MAXI BODEGA AGENCIA ANEXO NO. 221	14.48
2087	MAXIDESPENSA ATLANTIDA	14.48
2088	MAXIDESPENSA TRIGALES	14.48
2089	MAXIDESPENSA HUEHUETENANGO	14.48
2090	MAXIDESPENSA CHIMALTENANGO	14.48
9369	 	14.48
