Enlace	Oficina_Contable	Remoto	Descripcion	Proveedor	ID	AnchoBanda	Costo_Dolares
144	66	66	SAN MARTIN JILOTEPEQUE	TELERED	8900326	512	174.00
906	68	68	JALPATAGUA	TELERED	8900584	512	174.00
243	69	69	GUALAN	TELERED	8900404	512	174.00
754	70	70	SAN PEDRO NECTA	TELERED	8900522	512	174.00
332	71	71	AGENCIA  18 CALLE ZONA 1	TELERED	8900314	512	174.00
450	72	72	RIO DULCE	TELERED	8900487	512	174.00
548	73	73	AGUACATAN	TELERED	8900477	512	174.00
152	74	74	BANRURAL - SAT	TELERED	8900501	512	174.00
289	75	75	SAN CARLOS SIJA	TELERED	8900912	512	174.00
337	78	78	CENTRAL DE MAYOREO (CENMA)	TELERED	8900360	512	174.00
1429	79	790001	RENAP MOMOSTENANGO	TELERED	8900797	512	174.00
701	79	79	MOMOSTENANGO	TELERED	8900505	512	174.00
1273	80	80	ANEXO NUEVA SANTA ROSA 	TELERED	8900708	512	174.00
1842	81	810001	MUNICIPALIDAD DE ATESCATEMPA	TELERED	8901906	512	174.00
1064	82	82	CAMOTAN	TELERED	8900631	512	174.00
1992	86	2086	ANEXO SANTA CATARINA MITA	TELERED	8902009	512	174.00
1275	87	87	OLOPA	TELERED	8900710	512	174.00
1129	88	88	LA UNION	TELERED	8900661	512	174.00
335	89	89	JACALTENANGO	TELERED	8900356	256	174.00
1058	90	90	PACHALUM	TELERED	8900609	512	174.00
1242	92	920001	RENAP SAN MARCOS	TELERED	8900701	512	174.00
277	92	92	SAN MARCOS	TELERED	8900304	512	174.00
1987	93	930001	ANEXO 93 LA LAGUNA	TELERED	8902001	512	174.00
445	93	93	SAN PEDRO LA LAGUNA	TELERED	8900351	512	174.00
1241	95	950001	RENAP SAN FRANCISCO EL ALTO	TELERED	8900700	512	174.00
1419	95	95	SAN FRANCISCO EL ALTO	TELERED	8900788	512	174.00
1704	98	98	CHACTE	TELERED	8901203	512	174.00
1838	99	990001	ANEXO CONGRESO	TELERED	8901870	512	174.00
343	100	100	Aduana Valle Nuevo	TELERED	8900341	512	174.00
766	101	1010001	ADUANA SAN CRISTOBAL 2	TELERED	8900523	512	174.00
765	103	103	ADUANA EL CARMEN	TELERED	8900524	512	174.00
1725	104	104	ADUANA PUERTO BARRIOS	TELERED	8901878	512	174.00
283	106	106	ADUANA AGUA CALIENTE	TELERED	8900319	512	174.00
1810	109	1090001	MAYCOM C.C. ESKALA ROOSEVELT	TELERED	8901872	512	174.00
10	109	109	ROOSEVELTH	TELERED	8900259	512	174.00
1488	109	1090002	J.I. COHEN	TELERED	8900834	512	174.00
1727	111	111	CUILAPA	TELERED	8901316	512	174.00
764	113	113	ADUANA MELCHOR DE MENCOS	TELERED	8900525	512	174.00
560	114	114	PUERTO QUETZAL	TELERED	8900391	512	174.00
1211	116	116	TODOS SANTOS HUEHUETENANGO	TELERED	8900684	512	174.00
1055	117	117	NENTON	TELERED	8900615	512	174.00
21	118	118	BOULEVAR LIBERACION	TELERED	8900444	512	174.00
1747	119	119	SANTA MARIA IXHUATAN	TELERED	8901327	512	174.00
1161	119	1190001	SANTA MARIA IXHUATAN	TELERED	8900672	512	174.00
538	120	120	AUTOBANCO ASUNCION MITA	TELERED	8900449	512	174.00
1302	121	1210001	RENAP CHICHICASTENANGO	TELERED	8900746	512	174.00
1195	121	121	CHICHICASTENANGO	TELERED	8900673	512	174.00
297	124	124	COBAN IMPERIAL	TELERED	8900303	512	174.00
1650	124	1240001	RENAP COBAN	TELERED	8900695	512	174.00
1212	125	125	CHISEC	TELERED	8900685	512	174.00
759	126	126	SAN MANUEL CHAPARRON	TELERED	8900526	512	174.00
2041	127	127	AUTOBANCO TELEMAN	TELERED	8900686	512	174.00
1693	128	128	CONCEPCION HUISTA	TELERED	8901205	512	174.00
1705	129	129	EL CHOL	TELERED	8901206	512	174.00
1666	130	130	GRANADOS	TELERED	8901936	512	174.00
1706	131	131	REFORMA SAN MARCOS	TELERED	8901208	512	174.00
34	132	132	AGENCIA ZONA 6 (MARTI)	TELERED	8900272	512	174.00
1192	133	133	C.C. PLAZA MAGDALENA	TELERED	8900299	512	174.00
36	134	134	AGENCIA ZONA 7	TELERED	8900241	512	174.00
37	135	135	AGENCIA ZONA 5	TELERED	8900239	512	174.00
38	136	136	AGENCIA ZONA 18	TELERED	8900258	512	174.00
1972	137	1370001	MAXIDESPENSA VILLA NUEVA	TELERED		512	174.00
39	137	137	AGENCIA VILLA NUEVA	TELERED	8900311	512	174.00
40	138	138	AGENCIA MIXCO	TELERED	8900240	512	174.00
41	139	139	AGENCIA ZONA 19	TELERED	8900236	512	174.00
246	140	140	FLORES	TELERED	8900275	512	174.00
1431	140	1400001	RENAP FLORES PETEN	TELERED	8900801	512	174.00
45	141	141	TERMINAL HUEHUETENANGO	TELERED	8900301	512	174.00
427	142	142	PLAZA PALMERAS	TELERED	8900295	512	174.00
557	145	145	DISTRIBUIDORA LOS ENCUENTROS	TELERED	8900383	512	174.00
573	146	146	INGUAT	TELERED	8900493	512	174.00
405	147	147	AGENCIA SAT ZACAPA	TELERED	8900292	512	174.00
1276	149	149	SANTA EULALIA	TELERED	8900711	512	174.00
510	150	150	SAT - CHIMALTENANGO	TELERED	8900305	512	174.00
1027	151	151	SALAMA CENTRO	TELERED	8900639	512	174.00
229	153	153	SAN CRISTOBAL	TELERED	8900244	512	174.00
499	154	154	AGUA BLANCA	TELERED	8900366	256	174.00
509	155	155	AUTOBANCO LAS MINAS ESQUIPULAS	TELERED	8900421	512	174.00
60	156	156	PANAJACHEL	TELERED	8900490	512	174.00
260	157	157	SAT - JALAPA	TELERED	8900281	512	174.00
756	158	158	SAMAYAC	TELERED	8900527	512	174.00
1051	159	159	SAN ANDRES SEMETABAJ	TELERED	8900633	512	174.00
523	160	160	AUTOBANCO TEXACO CHIQUIMULA	TELERED	8900422	1024	370.00
753	163	163	CUNEN	TELERED	8900528	512	174.00
1749	164	3164	MUNICIPALIDAD DE AMATITLAN	TELERED	8901775	512	174.00
242	164	164	AMATITLAN	TELERED	8900344	512	174.00
291	165	165	XELAJU	TELERED	8900312	512	174.00
1807	165	1650001	MAYCOM XELAJU	TELERED	8901839	512	174.00
266	166	166	TECULUTAN	TELERED	8900397	512	174.00
984	167	1670001	RENAP GALERIAS DEL SUR	TELERED	8900595	512	174.00
71	168	168	LA TORRE	TELERED	8900502	512	174.00
451	169	169	EL PROGRESO	TELERED	8900409	512	174.00
248	170	170	C.D.R.O	TELERED	8900274	512	174.00
556	172	172	HUITE	TELERED	8900423	512	174.00
254	173	173	19 CALLE	TELERED	8900263	512	174.00
758	174	174	PURULHA	TELERED	8900529	512	174.00
78	175	175	ORGANISMO JUDICIAL	TELERED	8900269	512	174.00
1199	177	177	LA DEMOCRACIA ESCUINTLA	TELERED	8900674	512	174.00
250	178	178	AEROPUERTO	TELERED	8900235	512	174.00
1029	178	2178	ARPTO. LA AURORA 3 NIV. ANEXO AERONAUTICA	TELERED	8900745	512	174.00
1030	178	1780001	DIRECCION GENERAL DE AERONAUTICA CIVIL	TELERED	290900002	256	165.00
1936	179	1790001	MINI MUNI PALIN	TELERED	8901980	512	174.00
310	180	180	SANARATE	TELERED	8900402	512	174.00
1300	181	181	CHICAMAN	TELERED	8900741	512	174.00
236	183	183	PRISA	TELERED	8900261	512	174.00
428	184	184	TERMINAL JUTIAPA	TELERED	8900296	512	174.00
204	185	185	IGSS CENTRAL	TELERED	8900251	512	174.00
1036	186	2186	WAY CENTENARIO MAZATENANGO	TELERED	8900625	512	174.00
251	187	187	SAN ANTONIO SUCHITEPEQUEZ	TELERED	8900400	512	174.00
213	188	188	IGSS ZONA 5	TELERED	8900252	512	174.00
234	190	190	IGSS ZONA 11	TELERED	8900254	512	174.00
199	192	192	IGSS MONTE REAL	TELERED	8900253	512	174.00
454	193	193	IGSS RETALHULEU	TELERED	8900316	512	174.00
261	194	194	IGSS PAMPLONA	TELERED	8900283	512	174.00
811	195	195	TIQUISATE	TELERED	8900576	512	174.00
1667	196	196	SAN MIGUEL POCHUTA	TELERED	8901209	512	174.00
426	197	197	TACTIC	TELERED	8900364	512	174.00
300	198	198	SIMON BOLIVAR MORALES	TELERED	8900405	512	174.00
210	199	199	MERCADO QUETZALTENANGO	TELERED	8900309	512	174.00
491	200	200	CHAJUL	TELERED	8900371	512	174.00
1839	201	2010001	ANEXO MUNICIPALIDAD DE SALCAJA	TELERED	8901926	512	174.00
258	201	201	SALCAJA	TELERED	8900280	1024	370.00
558	202	202	MERCADO SANTO TOMAS DE CASTILLA	TELERED	8900413	512	174.00
446	203	203	PATULUL	TELERED	8900446	512	174.00
1093	204	204	CHICACAO	TELERED	8900647	512	174.00
216	206	206	MEGA PRIMMA	TELERED	8900492	512	174.00
380	207	207	CHIQUIMULA CENTRO	TELERED	8900291	512	174.00
1708	209	209	EL NARANJO	TELERED	8901222	512	174.00
1097	210	210	MERCADO TERMINAL ZONA 4	TELERED	8900646	512	174.00
401	211	211	MERCADO LA FLORIDA	TELERED	8900246	512	174.00
402	213	213	MERCADO LA PARROQUIA	TELERED	8900245	512	174.00
1203	216	216	SAT - VILLA NUEVA	TELERED	8900657	512	174.00
1719	218	2180001	ANEXO MAXI DESPENSA ROOSEVELT	TELERED	8901319	512	174.00
2022	219	219	LOS OLIVOS	TELERED	8902013	512	174.00
265	220	220	MONJAS	TELERED	8900332	512	174.00
1779	221	2210001	MAXI BODEGA AGENCIA ANEXO NO. 221	TELERED	8901782	512	174.00
2046	221	221	SANTA LUCIA COTZ	TELERED	8902021	2048	650.00
641	221	2210002	CLARO SANTA LUCIA COTZUMALGUAPA	TELERED	8900282	512	174.00
1414	222	222	SAN ANDRES SAJCABAJA	TELERED	8900812	512	174.00
294	227	227	SANTO TOMAS DE CASTILLA	TELERED	8900284	512	174.00
1040	228	2280001	SAT TORRE AZUL	TELERED	8900606	512	174.00
286	228	228	SAT ZONA 9	TELERED	8900260	512	174.00
521	231	231	SAN PABLO SAN MARCOS	TELERED	8900372	512	174.00
306	232	232	SAN JUAN SACATEPEQUEZ	TELERED	8900289	1024	370.00
307	233	233	ALMOLONGA	TELERED	8900288	512	174.00
1973	234	2340001	MINI MUNI VILLA HERMOSA	TELERED	8902006	512	174.00
2021	235	235	CENTRO COMERCIAL MONSERRAT	TELERED	8902012	512	174.00
315	237	237	BOCA DEL MONTE	TELERED	8900242	512	174.00
752	238	238	ZACUALPA	TELERED	8900530	512	174.00
1700	240	240	SANTA ANA HUISTA	TELERED	8901210	512	174.00
1039	241	241	RIO HONDO	TELERED	8900642	512	174.00
1611	242	242	SAT MAZATENANGO	TELERED	8901142	512	174.00
1173	242	2420001	RENAP MAZATENANGO	TELERED	8900671	512	174.00
333	244	244	HOSPITAL ROOSEVELT	TELERED	8900243	512	174.00
1860	249	2490001	ANEXO 249 MEGAPACA QUETZALTENANGO	TELERED	8901908	512	174.00
1459	251	251	LIVINGSTON	TELERED	8900811	512	174.00
403	256	256	USAC	TELERED	8900264	512	174.00
416	257	257	AUTOBANCO - PETAPA	TELERED	8900248	512	174.00
1792	259	2590001	ANEXO MUNICIPALIDAD DE SANTA CLARA LA LAGUNA	TELERED	8901830	512	174.00
411	260	260	MERCADO SAN JOSE MERCANTIL	TELERED	8900247	512	174.00
457	263	263	MERCADO LA PRESIDENTA	TELERED	8900265	512	174.00
1584	265	265	SAN FELIPE RETALHULEU	TELERED	8900924	512	174.00
1082	266	266	CONCEPCION LAS MINAS	TELERED	8900648	512	174.00
757	272	272	SANSARE	TELERED	8900532	512	174.00
1830	273	273	ESCUINTLA CENTRO	TELERED	8900583	512	174.00
1424	275	275	MAZATENANGO PLAZA AMERICA	TELERED	8900791	1024	370.00
456	276	276	MERCADO COLON	TELERED	8900266	512	174.00
465	279	279	MERCADO BETHANIA	TELERED	8901348	512	174.00
763	280	280	SAN ANDRES ITZAPA	TELERED	8900533	512	174.00
1399	283	283	AUTOBANCO ZACAPA TAMARINDAL	TELERED	8900778	1024	370.00
1403	284	284	ESTANZUELA	TELERED	8900780	512	174.00
1386	285	2850001	ANEXO CHIANTLA	TELERED	8900769	512	174.00
1720	285	285	CHIANTLA	TELERED	8902019	512	174.00
1654	286	286	SAN IDELFONSO IXTAHUACAN	TELERED	8901197	512	174.00
488	288	288	ORATORIO	TELERED	8900363	512	174.00
1793	289	2890001	MUNICIPALIDAD SANTA CRUZ VERAPAZ	TELERED	8901828	512	174.00
2005	292	292	NAHUALA	TELERED	8902040	512	174.00
1002	293	293	SANTA LUCIA UTATLAN	TELERED	8900603	512	174.00
484	294	294	MORAZAN	TELERED	8900358	512	174.00
2024	295	295	TACANA	TELERED	8902015	512	174.00
762	296	296	SAN JUAN OSTUNCALCO	TELERED	8900535	512	174.00
1057	297	297	PARRAMOS	TELERED	8900634	512	174.00
1644	298	298	EL FRUTAL	TELERED	8901153	512	174.00
516	300	300	INFOM	TELERED	8900273	512	174.00
487	301	301	ORGANISMO JUDICIAL QUETZALTENANGO	TELERED	8900302	512	174.00
1428	301	3010001	EMPRESA ELECTRICA XELA	TELERED	8900796	512	174.00
1045	302	302	QUEZADA	TELERED	8900610	512	174.00
501	303	303	SIBILIA	TELERED	8900370	256	174.00
1277	304	304	CANILLA	TELERED	8900712	512	174.00
1408	306	306	LA GOMERA	TELERED	8900786	512	174.00
504	308	308	DOLORES	TELERED	8900367	512	174.00
1917	312	3120001	UNIVERSIDAD DA VINCI	TELERED	8901965	512	174.00
569	314	314	PRADERA XELA	TELERED	8900443	512	174.00
508	315	315	DECAM	TELERED	8900510	512	174.00
1540	316	316	SAN JOSE POAQUIL	TELERED	8900851	512	174.00
1119	319	319	PLAZA JADE	TELERED	8900649	512	174.00
547	321	321	CIUDAD VIEJA	TELERED	8900384	512	174.00
545	324	324	JOCOTAN	TELERED	8900448	512	174.00
532	325	325	SAN JOSE	TELERED	8900424	512	174.00
1146	326	3260001	RENAP RETALHULEU	TELERED	8900652	512	174.00
583	326	326	AUTOBANCO TERMINAL RETALHULEU	TELERED	8900438	1024	370.00
1851	329	3290001	MUNICIPALIDAD COATEPEQUE	TELERED	8901969	512	174.00
665	329	329	AUTOBANCO COATEPEQUE	TELERED	8900440	512	174.00
1668	330	330	CASILLAS	TELERED	8901199	512	174.00
1669	332	332	AYARZA	TELERED	8901200	512	174.00
657	333	333	SEGUROS UNIVERSALES	TELERED	8900475	512	174.00
659	334	334	CENTRO COMERCIAL ZONA 4	TELERED	8901771	256	174.00
1279	335	335	USUMATLAN	TELERED	8900714	512	174.00
1052	336	336	CABANAS	TELERED	8900636	512	174.00
1059	337	337	SAN DIEGO	TELERED	8900637	512	174.00
1280	338	338	SAN ANTONIO ILOTENANGO	TELERED	8900715	512	174.00
581	339	339	CONTRALORIA GENERAL DE CUENTAS	TELERED	8900426	512	174.00
1809	340	3400001	MAYCOM 2A. CALLE ZONA 9	TELERED	8901818	512	174.00
844	340	340	2 CALLE ZONA 9	TELERED	8900571	1024	370.00
652	341	341	MERCADO CANDELARIA	TELERED	8900489	512	174.00
653	342	342	MERCADO JUSTO RUFINO BARRIOS	TELERED	8900479	512	174.00
1690	343	343	SAN MATEO IXTATAN	TELERED	8901211	512	174.00
1071	344	344	SAN CRISTOBAL ACASAGUASTLAN	TELERED	8900611	512	174.00
580	345	345	MINISTERIO PUBLICO FISCALIAS	TELERED	8900427	512	174.00
1561	348	348	MERCADO BARILLAS	TELERED	8900893	512	174.00
1686	349	349	SAN MARCOS HUISTA	TELERED	8901212	512	174.00
660	352	352	MINISTERIO DE RELACIONES EXTERIORES	TELERED	8900445	512	174.00
698	353	353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	TELERED	8900306	512	174.00
666	356	356	SAN AGUSTIN ACASAGUASTLAN	TELERED	8900447	512	174.00
669	357	357	DESPENSA LOMAS DEL NORTE	TELERED	8900497	512	174.00
694	358	358	DESPENSA SANTA CRUZ DEL QUICHE	TELERED	8900496	512	174.00
695	360	360	DESPENSA POPTUN	TELERED	8900498	512	174.00
686	361	361	CUBULCO CENTRO	TELERED	8900420	512	174.00
745	362	362	AVENIDA BOLIVAR	TELERED	8900517	512	174.00
1281	363	363	SAN JUAN COTZAL	TELERED	8900716	512	174.00
658	364	364	MIRAFLORES	TELERED	8900485	512	174.00
656	365	365	INTECAP	TELERED	8900481	512	174.00
663	366	366	MEGA TERMINAL ZONA 4	TELERED	8900491	512	174.00
809	367	367	AUTOBANCO JOYABAJ	TELERED	8900558	1024	370.00
1060	370	370	GUAZACAPAN	TELERED	8900638	512	174.00
760	376	376	CENTRO COMERCIAL PACIFIC CENTER	TELERED	8900519	512	174.00
705	378	378	AUTOBANCO JALAPA	TELERED	8900507	512	174.00
1651	379	379	SANTA MARIA VISITACION	TELERED	8901190	512	174.00
737	381	381	AUTOBANCO PUERTO BARRIOS	TELERED	8900516	512	174.00
749	382	382	SAYAXCHE PARQUE CENTRAL	TELERED	8900512	512	174.00
738	384	384	CENTRO COMERCIAL MONTUFAR	TELERED	8900515	1024	370.00
747	386	386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	TELERED	8900518	512	174.00
1047	389	389	SAN RAFAEL PIE DE LA CUESTA	TELERED	8900616	512	174.00
1487	390	390	PALESTINA DE LOS ALTOS	TELERED	8900833	512	174.00
813	391	391	MERCADO GUASTATOYA	TELERED	8900572	512	174.00
1701	395	395	SANTA CATARINA IXTAHUACAN	TELERED	8901213	512	174.00
1206	396	396	CERINAL	TELERED	8900679	512	174.00
1283	397	397	ZARAGOZA CHIMALTENANGO	TELERED	8900718	512	174.00
1067	398	398	CONCEPCION TUTUAPA	TELERED	8900612	512	174.00
1118	400	400	SAN JUAN CHAMELCO	TELERED	8900617	512	174.00
596	401	401	FRAIJANES	TELERED	8900552	512	174.00
1415	402	402	VISTA HERMOSA 2	TELERED	8900787	512	174.00
599	404	404	AVENIDA PETAPA	TELERED	8900548	512	174.00
664	405	405	NOVICENTRO	TELERED	8900476	512	174.00
601	406	406	VILLA DE GUADALUPE	TELERED	8900543	512	174.00
602	407	407	EL MUÑECON	TELERED	8900544	512	174.00
603	408	408	CALZADA AGUILAR BATRES	TELERED	8900545	2048	650.00
604	409	409	LOS PROCERES	TELERED	8900546	512	174.00
953	410	410	GEMINIS 10 NO. 2	TELERED	8900428	512	174.00
606	411	411	METAMERCADO SAN JUAN	TELERED	8900557	512	174.00
607	412	412	METATERMINAL DEL NORTE	TELERED	8900452	2048	650.00
608	413	413	SAN JOSE PINULA	TELERED	8900499	512	174.00
609	414	414	ROOSEVELT 2	TELERED	8900540	1024	370.00
1446	415	415	15 AVENIDA ZONA 6	TELERED	8900809	512	174.00
649	417	417	SANTA FE	TELERED	8900484	512	174.00
615	420	420	CENMA 2	TELERED	8900500	512	174.00
661	422	422	ALPASA	TELERED	8900486	512	174.00
618	425	425	MALACATAN 5A AVENIDA	TELERED	8900471	512	174.00
619	426	426	HUEHUETENANGO TORRE	TELERED	8900553	512	174.00
620	427	427	ASUNCION MITA BARRIO EL CENTRO	TELERED	8900554	512	174.00
623	430	430	SANTA ELENA 4A CALLE	TELERED	8900555	512	174.00
624	431	431	POPTUN 7A AVENIDA	TELERED	8900550	512	174.00
1578	432	432	MAZATENANGO 7A CALLE ZONA 2	TELERED	8900914	512	174.00
626	433	433	BARILLAS 2A AVENIDA	TELERED	8900508	512	174.00
850	434	434	LA MESILLA CARRETERA INTERAMERICANA	TELERED	8900569	512	174.00
1239	435	4350001	RENAP IPALA	TELERED	8900698	512	174.00
629	436	436	TECUN UMAN 3A AVENIDA	TELERED	8900551	512	174.00
631	438	438	SOLOMA ZONA 1	TELERED	8900509	512	174.00
634	441	441	COLOMBA	TELERED	8900467	512	174.00
636	443	443	SAN RAFAEL	TELERED	8900541	512	174.00
637	444	444	JACALTENANGO 2	TELERED	8900470	512	174.00
1043	446	446	FLORES COSTA CUCA	TELERED	8900613	512	174.00
799	447	447	LLANO LARGO	TELERED	8900559	512	174.00
1671	448	448	EL QUETZAL	TELERED	8901214	512	174.00
1438	449	449	SAN JOSE EL RODEO	TELERED	8900802	512	174.00
818	452	452	MERCADO SANTO TOMAS DE CASTILLA	TELERED	8900564	512	174.00
1284	455	455	MALACATANCITO HUEHUETENANGO	TELERED	8900719	512	174.00
1496	456	456	ORGANISMO JUDICIAL MIXCO	TELERED	8900840	512	174.00
1829	457	457	SIQUINALA	TELERED	8901876	512	174.00
1391	458	458	AUTOBANCO TECULUTAN	TELERED	8900770	512	174.00
1672	460	460	MONTERRICO	TELERED	8901201	512	174.00
1139	464	464	AUTOBANCO SAN JUAN SACATEPEQUEZ	TELERED	8900656	512	174.00
1780	467	4670001	MINI MUNI SAN FRANCISCO	TELERED	8901793	512	174.00
1070	467	467	SAN FRANCISCO PETEN	TELERED	8900620	512	174.00
1285	469	469	ORGANISMO JUDICIAL ESCUINTLA	TELERED	8900720	512	174.00
996	470	470	NIMASAC	TELERED	8900621	512	174.00
1612	471	471	POLOGUA	TELERED	8901241	512	174.00
1017	474	474	CENTRO COMERCIAL TIKAL	TELERED	8900602	512	174.00
1157	475	475	LOS AMATES CENTRO	TELERED	8900392	512	174.00
1525	476	476	AUTOBANCO ALDEA MARISCOS	TELERED	8900849	512	174.00
1216	477	477	AUTOBANCO LA RUIDOSA	TELERED	8900689	1024	370.00
926	478	478	MERCADO LOS AMATES	TELERED	8900587	512	174.00
1287	479	479	CEMEX AMATITLAN	TELERED	8900722	512	174.00
1288	480	480	CEMEX TECUM UMAN	TELERED	8900723	512	174.00
1824	482	482	GRACIAS A DIOS	TELERED	8901804	512	174.00
1687	483	483	SAN JUAN IXCOY	TELERED	8901217	512	174.00
1289	484	484	SAN JOSE CHACAYA	TELERED	8900724	512	174.00
1290	485	485	SAN JORGE ZACAPA	TELERED	8900725	512	174.00
1821	486	4860001	MAXIDESPENSA TRIGALES	TELERED	8901821	512	174.00
1291	487	487	CONCEPCION CHIQUIRICHAPA	TELERED	8900726	512	174.00
1634	488	488	CHUARRANCHO	TELERED	8901158	512	174.00
861	490	490	EL MILAGRO	TELERED	8900568	512	174.00
1772	491	4910001	MAXIDESPENSA HUEHUETENANGO	TELERED	8901792	512	174.00
703	494	494	COMISARIATO MORALES	TELERED	8900506	512	174.00
1467	496	496	CENTRAL DE MAYOREO ALMOLONGA	TELERED	8900822	1024	370.00
704	498	498	PARQUE JUTIAPA	TELERED	8900513	512	174.00
898	500	500	WAY ASUNCION MITA	TELERED	8900579	512	174.00
1267	503	503	EL AMATILLO	TELERED	8900905	512	174.00
1028	504	504	AUTOBANCO GASO JUTIAPA	TELERED	8900627	512	174.00
886	505	505	IGSS MONTUFAR	TELERED	8900580	512	174.00
1292	507	507	SAN RAFAEL LAS FLORES	TELERED	8900727	512	174.00
1506	507	774	SAN RAFAEL LAS FLORES	TELERED	8900853	512	174.00
870	508	508	DESPENSA SANTA ELENA	TELERED	8900578	512	174.00
878	509	509	CC SANTA AMELIA	TELERED	8900582	512	174.00
1293	510	510	SAN JOSE LA ARADA	TELERED	8900728	512	174.00
1691	512	512	UNION CANTINIL	TELERED	8901219	512	174.00
1084	515	515	UNIVERSITARIA JUTIAPA	TELERED	8900645	512	174.00
1674	517	517	CHINIQUE	TELERED	8901220	512	174.00
1633	518	518	MONTUFAR	TELERED	8901157	512	174.00
1661	520	520	SAN JUAN ATITAN	TELERED	8901169	512	174.00
1675	521	521	SANTIAGO CHIMALTENANGO	TELERED	8901221	512	174.00
967	522	522	SAN MARCOS ZACAPA	TELERED	8900593	512	174.00
941	523	523	GRAMEEN PANAJACHEL	TELERED	8900594	512	174.00
1448	525	525	SAN MIGUEL CHICAJ	TELERED	8900808	512	174.00
1756	527	527	AUTOBANCO CRUCE SAN LUIS 	TELERED	8901323	512	174.00
1982	530	5300002	MAXIDESPENSA CHIMALTENANGO	TELERED	8901989	512	174.00
911	531	531	MULTIMAYOREO	TELERED	8900585	256	174.00
915	532	532	PRADERA LINDA VISTA	TELERED	8900590	512	174.00
