Enlace	Oficina_Contable	Remoto	Descripcion	Proveedor	ID	AnchoBanda	Costo_Dolares
1495	633	633	PRADERA PUERTO BARRIOS	NAVEGA	30552	1024	190.40
1310	636	636	GRAMEEN SANTA LUCIA COTZUMALGUAPA	NAVEGA	30717	1024	190.40
1311	640	640	GRAMEEN SAN ANTONIO SUCHITEPEQUEZ	NAVEGA	30729	1024	190.40
496	641	641	IGSS CHICACAO	NAVEGA	4588	1024	190.40
1156	642	642	PROCURADURIA GENERAL DE LA NACION	NAVEGA	28284	1024	190.40
1252	647	647	GRAMEEN CIUDAD VIEJA	NAVEGA	30005	1024	190.40
1248	648	648	METAMERCADO COATEPEQUE	NAVEGA	30006	1024	190.40
1998	648	6480001	DIMACO COATEPEQUE	NAVEGA	1148	1024	190.40
1169	650	650	MEGAPACA PACIFIC VILLA HERMOSA	NAVEGA	28614	1024	190.40
1164	653	653	MEGAPACA 18 CALLE	NAVEGA	28618	1024	190.40
1163	655	655	MINISTERIO DE ENERGIA Y MINAS	NAVEGA	28285	1024	190.40
1332	658	658	SANTA CRUZ RIO HONDO	NAVEGA	30786	1024	190.40
1477	661	661	PLAZA FINACIERA CENTRA SUR	NAVEGA	41973	1024	190.40
1256	663	663	DEL MAESTRO ZONA 1	NAVEGA	30396	1024	190.40
1493	665	665	PASAPORTES MIGRACION	NAVEGA	43128	1024	190.40
1178	666	666	MUNICIPALIDAD SAN BERNARDINO	NAVEGA	28711	1024	190.40
1197	670	670	MUNICIPALIDAD EL PROGRESO JUTIAPA	NAVEGA	28655	1024	190.40
1189	672	672	MEGAPACA MIXCO	NAVEGA	28615	1024	190.40
1190	673	673	MEGAPACA AVENIDA PETAPA	NAVEGA	28616	1024	190.40
1191	674	674	MEGAPACA PRADERA EXPRESS VILLA NUEVA	NAVEGA	28617	1024	190.40
1865	676	676	SANTA ROSA DE LIMA	NAVEGA	30223	1024	190.40
2222	680	680	TAJUMULCO	NAVEGA	71709	1024	190.40
1251	682	682	GRAMEEN COATEPEQUE	NAVEGA	30009	1024	190.40
1334	686	686	CC PLAZA DEL LAGO AMATITLAN	NAVEGA	30737	1024	190.40
1364	688	688	MEGAPACA EL FARO	NAVEGA	31424	1024	190.40
1489	689	689	MEGAPACA EL CARMEN	NAVEGA	43056	1024	190.40
1376	694	694	MUNICIPALIDAD DE COBAN	NAVEGA	32676	1024	190.40
1304	701	701	AUTOBANCO JOCOTAN	NAVEGA	38462	1024	190.40
1389	702	702	SAN ANDRES PETEN	NAVEGA	37919	1024	190.40
1365	708	708	MEGAPACA PERIFERICO	NAVEGA	31509	1024	190.40
1366	709	709	MEGAPACA CALLE MARTI	NAVEGA	32962	1024	190.40
2031	710	710	CENTRO COMERCIAL LAS PUERTAS	NAVEGA	32624	1024	190.40
1369	711	711	MERCADO CARCHA	NAVEGA	32619	1024	190.40
1382	712	712	UNIVERSIDAD CUNORI	NAVEGA	32966	1024	190.40
1384	713	713	MINI MUNI MIXCO NUEVA MONTSERRAT	NAVEGA	32938	1024	190.40
1404	717	717	PLAZA EL AMATE	NAVEGA	37218	1024	190.40
1910	720	7200001	RENAP QUICHE CENTRO	NAVEGA	32937	1024	190.40
1405	724	724	MERCADO SANTA ELENA	NAVEGA	37635	1024	190.40
1436	729	729	GRAMEEN CHIQUIMULILLA	NAVEGA	38536	1024	190.40
2048	731	7310002	ANEXO CENTRA NORTE PRIMER NIVEL	NAVEGA	62230	1024	190.40
2007	733	733	CC PRADERA CONCEPCION	NAVEGA	38805	1024	190.40
1198	742	742	MUNICIPALIDAD DE VILLA CANALES	NAVEGA	28659	1024	190.40
2074	746	746	SAN MORORO	NAVEGA	38375	1024	190.40
2055	747	747	PACHALUM CALLE DE LAS FLORES	NAVEGA	62885	1024	190.40
576	748	748	NUEVA SANTA ROSA	NAVEGA	7520	1024	190.40
1471	759	759	CC SANTA CLARA VILLA NUEVA	NAVEGA	40598	1024	190.40
1478	760	760	MERCADO JALAPA	NAVEGA	43078	1024	190.40
1590	764	764	MERCADO MONJAS	NAVEGA	28660	1024	190.40
1969	784	784	GODINEZ	NAVEGA	61770	1024	190.40
1564	789	789	MERCADO COBAN	NAVEGA	30007	1024	190.40
1652	798	798	MUNICIPALIDAD ESQUIPULAS	NAVEGA	51671	1024	190.40
1591	800	800	PLAZA MEGAPACA ZONA 17	NAVEGA	46220	1024	190.40
1771	817	817	ECONOMATO MILITAR	NAVEGA	49149	1024	190.40
1624	818	818	MINISTERIO DE AMBIENTE	NAVEGA	50050	1024	190.40
1640	820	820	PARQUE CENTRAL EL TEJAR	NAVEGA	50952	1024	190.40
1623	821	821	LA BODEGONA CIUDAD VIEJA SACATEPEQUEZ	NAVEGA	50049	1024	190.40
2049	826	826	AUTOBANCO LAS VERAPACES	NAVEGA	37920	1024	190.40
2071	855	855	LA REYNITA SAYAXCHE	NAVEGA	29160	1024	190.40
2057	862	862	EL BOQUERON	NAVEGA	61768	1024	190.40
1818	867	867	MUNICIPALIDAD POPTUN	NAVEGA	54543	1024	190.40
1833	880	880	INTERAMERICAS	NAVEGA	55161	1024	190.40
1716	884	884	MINISTERIO DE GOBERNACION	NAVEGA	55201	1024	190.40
689	917	1999010	EEGSA	NAVEGA	1138	1024	112.00
1543	917	1999037	SAT	NAVEGA	39683	2048	280.00
677	917	1999007	MUNI GUATE	NAVEGA	3218	1024	112.00
1628	917	1999010	EEGSA	NAVEGA	47067	1024	112.00
676	917	1999006	COMCEL/TIGO	NAVEGA	825	1024	112.00
1630	917	1999006	COMCEL/TIGO	NAVEGA	47065	1024	112.00
1844	917	1999044	DATA CENTER MAYCOM	NAVEGA	55090	1024	190.40
2200	919	1999053	MIGRACION DATA CENTER	NAVEGA	68284	1024	190.40
675	920	1999005	TELNOR / NOC	NAVEGA	1957	1024	190.40
1572	920	1999038	SITIO ALTERNO LAS CHARCAS ZONA 11	NAVEGA	38730	51200	0.01
679	920	1999009	EDICIO BANRURAL - OFICINAS CENTRALES	NAVEGA	11988	1024	112.00
678	948	1999001	INTERNET	NAVEGA	11946	61440	3920.00
2288	948	1999001	INTERNET	NAVEGA	70220	61440	3920.00
2027	958	1999052	Agencia Virtual Data Center zona 11	NAVEGA	19191	1024	190.40
2299	1002	1002	MERCADO BARBERENA	NAVEGA	63955	1024	190.40
2194	1012	1012	PITZAL	NAVEGA	71720	1024	190.40
472	1016	1016	ANEXO 2 CHIANTLA	NAVEGA	3023	1024	190.40
1767	2086	2086	MAXI BODEGA ATANASIO TZUL	NAVEGA	53049	1024	190.40
1785	2092	2092	MAXIDESPENSA PLAZA SAN RAFAEL ZONA 18	NAVEGA	54541	1024	190.40
2070	400001	400001	EMRE PLAYA GRANDE	NAVEGA	25697	1024	190.40
