Enlace	Oficina_Contable	Remoto	Descripcion	Proveedor	ID	AnchoBanda	Costo_Dolares
1195	121	121	CHICHICASTENANGO	CLARO	8900673	2048	133.00
297	124	124	COBAN IMPERIAL	CLARO	8900303	2048	133.00
1650	124	1240001	RENAP COBAN	CLARO	8900695	2048	133.00
1212	125	125	CHISEC	CLARO	8900685	2048	133.00
759	126	126	SAN MANUEL CHAPARRON	CLARO	8900526	2048	133.00
2041	127	127	AUTOBANCO TELEMAN	CLARO	8900686	2048	133.00
1693	128	128	CONCEPCION HUISTA	CLARO	8901205	2048	133.00
2203	129	129	EL CHOL	CLARO	8901206	2048	133.00
1666	130	130	GRANADOS	CLARO	8901936	2048	133.00
1706	131	131	REFORMA SAN MARCOS	CLARO	8902376	2048	133.00
34	132	132	AGENCIA ZONA 6 (MARTI)	CLARO	8900272	2048	133.00
1192	133	133	C.C. PLAZA MAGDALENA	CLARO	8900299	2048	133.00
36	134	134	AGENCIA ZONA 7	CLARO	8900241	2048	133.00
37	135	135	AGENCIA ZONA 5	CLARO	8900239	2048	133.00
38	136	136	METRONORTE	CLARO	8900258	2048	133.00
2297	136	1360002	MAYCOM METRONORTE	CLARO	8902350	2048	133.00
2094	137	137	VILLA NUEVA	CLARO	8902062	2048	133.00
40	138	138	AGENCIA MIXCO	CLARO	8900240	2048	133.00
41	139	139	AGENCIA ZONA 19	CLARO	8900236	2048	133.00
246	140	140	SAT FLORES	CLARO	8900275	2048	133.00
45	141	141	TERMINAL HUEHUETENANGO	CLARO	8900301	2048	133.00
427	142	142	PLAZA PALMERAS	CLARO	8900295	2048	133.00
2302	144	1440001	ORGANISMO JUDICIAL SAN BENITO	CLARO	8902364	2048	133.00
573	146	146	INGUAT	CLARO	8900493	2048	133.00
1858	147	1470001	MUNICIPALIDAD DE ZACAPA	CLARO	8901917	2048	133.00
405	147	147	AGENCIA SAT ZACAPA	CLARO	8900292	2048	133.00
235	148	148	COLONIAL ANTIGUA	CLARO	8900310	2048	133.00
1276	149	149	SANTA EULALIA	CLARO	8900711	2048	133.00
510	150	150	SAT - CHIMALTENANGO	CLARO	8900305	2048	133.00
1027	151	151	SALAMA CENTRO	CLARO	8900639	2048	133.00
229	153	153	AUTOBANCO CIUDAD SAN CRISTOBAL	CLARO	8900244	2048	133.00
499	154	154	AGUA BLANCA	CLARO	8900366	2048	133.00
509	155	155	AUTOBANCO LAS MINAS ESQUIPULAS	CLARO	8900421	2048	133.00
60	156	156	PANAJACHEL	CLARO	8900490	2048	133.00
260	157	157	SAT - JALAPA	CLARO	8900281	2048	133.00
756	158	158	SAMAYAC	CLARO	8900527	2048	133.00
1051	159	159	SAN ANDRES SEMETABAJ	CLARO	8900633	2048	133.00
523	160	160	AUTOBANCO TEXACO CHIQUIMULA	CLARO	8900422	2048	133.00
1430	162	162	CAMOJA	CLARO	8900798	2048	133.00
2220	163	163	CUNEN	CLARO	8902274	2048	133.00
242	164	164	AMATITLAN	CLARO	8900344	2048	133.00
1749	164	3164	MUNICIPALIDAD DE AMATITLAN	CLARO	8901775	2048	133.00
291	165	165	XELAJU	CLARO	8900312	2048	133.00
1807	165	1650001	MAYCOM XELAJU	CLARO	8901839	2048	133.00
266	166	166	TECULUTAN	CLARO	8900397	2048	133.00
71	168	168	LA TORRE	CLARO	8900502	2048	133.00
451	169	169	EL PROGRESO	CLARO	8900409	2048	133.00
248	170	170	C.D.R.O	CLARO	8900274	2048	133.00
254	173	173	19 CALLE	CLARO	8900263	2048	133.00
758	174	174	PURULHA	CLARO	8900529	2048	133.00
78	175	175	ORGANISMO JUDICIAL	CLARO	8900269	2048	133.00
1199	177	177	LA DEMOCRACIA ESCUINTLA	CLARO	8900674	2048	133.00
2201	178	1780001	DIRECCION GENERAL DE AERONAUTICA CIVIL	CLARO	8902319	2048	133.00
1029	178	1780002	ARPTO. LA AURORA 3 NIVEL ANEXO AERONAUTICA	CLARO	8900745	2048	133.00
250	178	178	AEROPUERTO	CLARO	8900235	512	133.00
1936	179	1790001	MINI MUNI PALIN	CLARO	8901980	2048	133.00
310	180	180	SANARATE	CLARO	8900402	2048	133.00
1300	181	181	CHICAMAN	CLARO	8900741	2048	133.00
236	183	183	PRISA	CLARO	8900261	2048	133.00
2061	184	1840002	ANEXO TERMINAL JUTIAPA  CAMPO DE LA FERIA	CLARO	8902044	2048	133.00
428	184	184	TERMINAL JUTIAPA	CLARO	8900296	2048	133.00
204	185	185	IGSS CENTRAL	CLARO	8900251	2048	133.00
251	187	187	SAN ANTONIO SUCHITEPEQUEZ	CLARO	8900400	2048	133.00
213	188	188	IGSS ZONA 5	CLARO	8900252	2048	133.00
234	190	190	IGSS ZONA 11	CLARO	8900254	2048	133.00
199	192	192	IGSS MONTE REAL	CLARO	8900253	2048	133.00
454	193	193	IGSS RETALHULEU	CLARO	8900316	2048	133.00
261	194	194	IGSS PAMPLONA	CLARO	8900283	2048	133.00
811	195	195	TIQUISATE	CLARO	8900576	2048	133.00
1667	196	196	SAN MIGUEL POCHUTA	CLARO	8901209	2048	133.00
426	197	197	TACTIC	CLARO	8900364	2048	133.00
300	198	198	SIMON BOLIVAR MORALES	CLARO	8900405	2048	133.00
210	199	199	MERCADO QUETZALTENANGO	CLARO	8900309	2048	133.00
491	200	200	CHAJUL	CLARO	8900371	2048	133.00
258	201	201	SALCAJA	CLARO	8900280	2048	133.00
1839	201	2010001	ANEXO MUNICIPALIDAD DE SALCAJA	CLARO	8901926	2048	133.00
558	202	202	MERCADO SANTO TOMAS DE CASTILLA	CLARO	8900413	2048	133.00
446	203	203	PATULUL	CLARO	8900446	2048	133.00
1093	204	204	CHICACAO	CLARO	8900647	2048	133.00
216	206	206	MEGA PRIMMA	CLARO	8900492	2048	133.00
380	207	207	CHIQUIMULA CENTRO	CLARO	8900291	2048	133.00
1707	209	2090001	WAY EL NARANJO	CLARO	8902395	2048	133.00
1708	209	209	EL NARANJO	CLARO	8901222	2048	133.00
1097	210	210	MERCADO TERMINAL ZONA 4	CLARO	8900646	2048	133.00
401	211	211	MERCADO LA FLORIDA	CLARO	8900246	2048	133.00
402	213	213	MERCADO LA PARROQUIA	CLARO	8900245	2048	133.00
1203	216	216	MUNICIPALIDAD DE VILLA NUEVA	CLARO	8900657	2048	133.00
2022	219	219	LOS OLIVOS	CLARO	8902013	2048	133.00
265	220	220	MONJAS	CLARO	8900332	2048	133.00
2046	221	221	SANTA LUCIA COTZ	CLARO	8902021	8192	360.00
1414	222	222	SAN ANDRES SAJCABAJA	CLARO	8900812	2048	133.00
294	227	227	SANTO TOMAS DE CASTILLA	CLARO	8900284	2048	133.00
1040	228	2280001	SAT TORRE AZUL	CLARO	8900606	2048	133.00
286	228	228	SAT ZONA 9	CLARO	8900260	2048	133.00
521	231	231	SAN PABLO SAN MARCOS	CLARO	8900372	2048	133.00
306	232	232	SAN JUAN SACATEPEQUEZ	CLARO	8900289	2048	133.00
307	233	233	ALMOLONGA	CLARO	8900288	2048	133.00
2021	235	235	CENTRO COMERCIAL MONSERRAT	CLARO	8902012	2048	133.00
315	237	237	BOCA DEL MONTE	CLARO	8900242	2048	133.00
752	238	238	ZACUALPA	CLARO	8900530	2048	133.00
1700	240	240	SANTA ANA HUISTA	CLARO	8901210	2048	133.00
1039	241	241	RIO HONDO	CLARO	8900642	2048	133.00
1611	242	242	SAT MAZATENANGO	CLARO	8901142	2048	133.00
333	244	244	HOSPITAL ROOSEVELT	CLARO	8900243	2048	133.00
1459	251	251	LIVINGSTON	CLARO	8900811	2048	133.00
2314	252	252	CABRICAN	CLARO	8902379	2048	133.00
403	256	256	USAC	CLARO	8900264	2048	133.00
416	257	257	AUTOBANCO - PETAPA	CLARO	8900248	2048	133.00
1769	258	2580001	MINI MUNI LA LIBERTAD	CLARO	8902271	2048	133.00
1792	259	2590001	ANEXO MUNICIPALIDAD DE SANTA CLARA LA LAGUNA	CLARO	8901830	2048	133.00
411	260	260	MERCADO SAN JOSE MERCANTIL	CLARO	8900247	2048	133.00
457	263	263	MERCADO LA PRESIDENTA	CLARO	8900265	2048	133.00
1584	265	265	SAN FELIPE RETALHULEU	CLARO	8900924	2048	133.00
1082	266	266	CONCEPCION LAS MINAS	CLARO	8900648	2048	133.00
757	272	272	SANSARE	CLARO	8900532	2048	133.00
1830	273	273	ESCUINTLA CENTRO	CLARO	8900583	2048	133.00
1424	275	275	MAZATENANGO PLAZA AMERICA	CLARO	8900791	2048	133.00
456	276	276	MERCADO COLON	CLARO	8900266	2048	133.00
465	279	279	MERCADO BETHANIA	CLARO	8900357	2048	133.00
763	280	280	SAN ANDRES ITZAPA	CLARO	8900533	2048	133.00
1399	283	283	AUTOBANCO ZACAPA TAMARINDAL	CLARO	8900778	2048	133.00
1403	284	284	ESTANZUELA	CLARO	8900780	2048	133.00
1720	285	285	CHIANTLA	CLARO	8902019	2048	133.00
1654	286	286	SAN IDELFONSO IXTAHUACAN	CLARO	8901197	2048	133.00
488	288	288	ORATORIO	CLARO	8900363	2048	133.00
2005	292	292	NAHUALA	CLARO	8902040	2048	133.00
1002	293	293	SANTA LUCIA UTATLAN	CLARO	8900603	2048	133.00
484	294	294	MORAZAN	CLARO	8900358	2048	133.00
2024	295	295	TACANA	CLARO	8902015	2048	133.00
762	296	296	SAN JUAN OSTUNCALCO	CLARO	8900535	2048	133.00
1057	297	297	PARRAMOS	CLARO	8900634	2048	133.00
1644	298	298	EL FRUTAL	CLARO	8901153	2048	133.00
516	300	300	INFOM	CLARO	8900273	2048	133.00
1428	301	3010001	EMPRESA ELECTRICA XELA	CLARO	8900796	2048	133.00
487	301	301	ORGANISMO JUDICIAL QUETZALTENANGO	CLARO	8900302	2048	133.00
1045	302	302	QUEZADA	CLARO	8900610	2048	133.00
501	303	303	SIBILIA	CLARO	8900370	2048	133.00
1277	304	304	CANILLA	CLARO	8900712	2048	133.00
1408	306	306	LA GOMERA	CLARO	8900786	2048	133.00
504	308	308	DOLORES	CLARO	8900367	2048	133.00
1917	312	3120001	UNIVERSIDAD DA VINCI	CLARO	8901965	2048	133.00
2296	313	3130001	RENAP QUETZALTENANGO	CLARO	8902368	2048	133.00
569	314	314	PRADERA XELA	CLARO	8900443	2048	133.00
508	315	315	DECAM	CLARO	8900510	2048	133.00
1540	316	316	SAN JOSE POAQUIL	CLARO	8900536	2048	133.00
1119	319	319	PLAZA JADE	CLARO	8900649	2048	133.00
547	321	321	CIUDAD VIEJA	CLARO	8900384	2048	133.00
545	324	324	JOCOTAN	CLARO	8900448	2048	133.00
532	325	325	SAN JOSE	CLARO	8900424	2048	133.00
583	326	326	AUTOBANCO TERMINAL RETALHULEU	CLARO	8900438	2048	133.00
1146	326	3260001	RENAP RETALHULEU	CLARO	8900652	2048	133.00
665	329	329	AUTOBANCO COATEPEQUE	CLARO	8900440	2048	133.00
1851	329	3290001	MUNICIPALIDAD COATEPEQUE	CLARO	8901969	2048	133.00
2105	330	330	CASILLAS	CLARO	8902080	2048	133.00
1669	332	332	AYARZA	CLARO	8901200	2048	133.00
657	333	333	SEGUROS UNIVERSALES	CLARO	8900475	2048	133.00
659	334	334	CENTRO COMERCIAL ZONA 4	CLARO	8901771	2048	133.00
2100	335	335	USUMATLAN	CLARO	8902068	2048	133.00
1052	336	336	CABANAS	CLARO	8900636	2048	133.00
1059	337	337	SAN DIEGO	CLARO	8900637	2048	133.00
1280	338	338	SAN ANTONIO ILOTENANGO	CLARO	8900715	2048	133.00
581	339	339	CONTRALORIA GENERAL DE CUENTAS	CLARO	8900426	2048	133.00
1809	340	3400001	MAYCOM 2A. CALLE ZONA 9	CLARO	8901818	2048	133.00
844	340	340	2 CALLE ZONA 9	CLARO	8900571	2048	133.00
652	341	341	MERCADO CANDELARIA	CLARO	8900489	2048	133.00
653	342	342	MERCADO JUSTO RUFINO BARRIOS	CLARO	8900479	2048	133.00
2252	343	343	SAN MATEO IXTATAN	CLARO	8902366	2048	133.00
2410	344	344	SAN CRISTOBAL ACASAGUASTLAN	CLARO	8900611	2048	133.00
580	345	345	MINISTERIO PUBLICO FISCALIAS	CLARO	8902297	2048	133.00
1561	348	348	MERCADO BARILLAS	CLARO	8900893	2048	133.00
1686	349	349	SAN MARCOS HUISTA	CLARO	8901212	2048	133.00
660	352	352	MINISTERIO DE RELACIONES EXTERIORES	CLARO	8900445	512	133.00
698	353	353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	CLARO	8900306	2048	133.00
2155	354	354	CHAHAL	CLARO	8902331	512	133.00
666	356	3560001	ANEXO SAN AGUSTIN ACASAGUASTLAN	CLARO	8900447	2048	133.00
2045	356	356	SAN AGUSTIN ACASAGUASTLAN	CLARO	8902070	2048	133.00
669	357	357	DESPENSA LOMAS DEL NORTE	CLARO	8900497	2048	133.00
2211	358	358	MERCADO QUICHE ZONA 5	CLARO	8902292	2048	133.00
686	361	361	CUBULCO CENTRO	CLARO	8900420	2048	133.00
745	362	362	AVENIDA BOLIVAR	CLARO	8900517	2048	133.00
1281	363	363	SAN JUAN COTZAL	CLARO	8900716	2048	133.00
658	364	364	MIRAFLORES	CLARO	8900485	2048	133.00
656	365	365	INTECAP	CLARO	8900481	2048	133.00
663	366	366	MEGA TERMINAL ZONA 4	CLARO	8900491	2048	133.00
809	367	367	AUTOBANCO JOYABAJ	CLARO	8900558	2048	133.00
1060	370	370	GUAZACAPAN	CLARO	8900638	2048	133.00
760	376	376	CENTRO COMERCIAL PACIFIC CENTER	CLARO	8900519	2048	133.00
705	378	378	AUTOBANCO JALAPA	CLARO	8900507	2048	133.00
1651	379	379	SANTA MARIA VISITACION	CLARO	8901190	2048	133.00
737	381	381	AUTOBANCO PUERTO BARRIOS	CLARO	8900516	2048	133.00
749	382	382	SAYAXCHE PARQUE CENTRAL	CLARO	8900512	2048	133.00
2243	383	383	LAS ESCOBAS	CLARO	8902285	2048	133.00
738	384	384	CENTRO COMERCIAL MONTUFAR	CLARO	8900515	2048	133.00
747	386	386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	CLARO	8900518	2048	133.00
1047	389	389	SAN RAFAEL PIE DE LA CUESTA	CLARO	8900616	2048	133.00
1487	390	390	PALESTINA DE LOS ALTOS	CLARO	8900833	2048	133.00
813	391	391	MERCADO GUASTATOYA	CLARO	8900572	2048	133.00
2256	394	394	TERMINAL BAZARES	CLARO	8900491	2048	133.00
1701	395	395	SANTA CATARINA IXTAHUACAN	CLARO	8901213	2048	133.00
1206	396	396	CERINAL	CLARO	8900679	2048	133.00
1283	397	397	ZARAGOZA CHIMALTENANGO	CLARO	8900718	2048	133.00
1067	398	398	CONCEPCION TUTUAPA	CLARO	8900612	2048	133.00
1118	400	400	SAN JUAN CHAMELCO	CLARO	8900617	2048	133.00
2080	401	401	FRAIJANES	CLARO	8902051	2048	133.00
1415	402	402	VISTA HERMOSA 2	CLARO	8900787	2048	133.00
599	404	404	AVENIDA PETAPA	CLARO	8900548	2048	133.00
664	405	405	NOVICENTRO	CLARO	8900476	2048	133.00
601	406	406	VILLA DE GUADALUPE	CLARO	8900543	2048	133.00
2176	407	407	EL MUÑECON	CLARO	8902133	2048	133.00
603	408	408	CALZADA AGUILAR BATRES	CLARO	8900545	5120	360.00
604	409	409	LOS PROCERES	CLARO	8900546	2048	133.00
953	410	410	GEMINIS 10 NO. 2	CLARO	8900428	2048	133.00
606	411	411	METAMERCADO SAN JUAN	CLARO	8900557	2048	133.00
2221	412	4120002	BODEGA METATERMINAL DEL NORTE	CLARO	8900452	8192	360.00
608	413	413	SAN JOSE PINULA	CLARO	8900499	512	133.00
609	414	414	ROOSEVELT 2	CLARO	8900540	2048	133.00
1446	415	415	15 AVENIDA ZONA 6	CLARO	8900809	2048	133.00
649	417	417	SANTA FE	CLARO	8900484	2048	133.00
615	420	420	CENMA 2	CLARO	8900500	2048	133.00
661	422	422	ALPASA	CLARO	8900486	2048	133.00
617	424	424	VILLA NUEVA 2	CLARO	8900549	2048	133.00
618	425	425	MALACATAN 5A AVENIDA	CLARO	8900471	2048	133.00
619	426	426	HUEHUETENANGO TORRE	CLARO	8900553	2048	133.00
620	427	427	ASUNCION MITA BARRIO EL CENTRO	CLARO	8900554	2048	133.00
623	430	430	SANTA ELENA 4A CALLE	CLARO	8900555	2048	133.00
624	431	431	POPTUN 7A AVENIDA	CLARO	8900550	2048	133.00
1578	432	432	MAZATENANGO 7A CALLE ZONA 2	CLARO	8900914	2048	133.00
626	433	433	BARILLAS 2A AVENIDA	CLARO	8900508	2048	133.00
850	434	434	LA MESILLA CARRETERA INTERAMERICANA	CLARO	8900569	2048	133.00
2179	436	4360001	MINI MUNI DE TECUN UMAN	CLARO	8902130	2048	133.00
629	436	436	TECUN UMAN 3A AVENIDA	CLARO	8900551	2048	133.00
631	438	438	SOLOMA ZONA 1	CLARO	8900509	2048	133.00
634	441	441	COLOMBA	CLARO	8900467	2048	133.00
636	443	443	SAN RAFAEL	CLARO	8900541	2048	133.00
637	444	444	JACALTENANGO 2	CLARO	8900470	2048	133.00
1043	446	446	FLORES COSTA CUCA	CLARO	8900613	2048	133.00
799	447	447	LLANO LARGO	CLARO	8900559	2048	133.00
1671	448	448	EL QUETZAL	CLARO	8901214	2048	133.00
1438	449	449	SAN JOSE EL RODEO	CLARO	8900802	2048	133.00
818	452	452	MERCADO SANTO TOMAS DE CASTILLA	CLARO	8900564	2048	133.00
1284	455	455	MALACATANCITO HUEHUETENANGO	CLARO	8900719	2048	133.00
1496	456	456	ORGANISMO JUDICIAL MIXCO	CLARO	8900840	2048	133.00
1829	457	457	SIQUINALA	CLARO	8901876	2048	133.00
1391	458	458	AUTOBANCO TECULUTAN	CLARO	8900770	2048	133.00
1672	460	460	MONTERRICO	CLARO	8901201	2048	133.00
2236	461	461	TAXISCO	CLARO	8902288	2048	133.00
1139	464	464	AUTOBANCO SAN JUAN SACATEPEQUEZ	CLARO	8900656	2048	133.00
1698	465	465	CHANMAGUA	CLARO	8901215	2048	133.00
1070	467	467	SAN FRANCISCO PETEN	CLARO	8900620	2048	133.00
1285	469	469	ORGANISMO JUDICIAL ESCUINTLA	CLARO	8900720	2048	133.00
996	470	470	NIMASAC	CLARO	8900621	2048	133.00
1612	471	471	POLOGUA	CLARO	8901241	2048	133.00
1017	474	474	CENTRO COMERCIAL TIKAL	CLARO	8900602	2048	133.00
1157	475	475	LOS AMATES CENTRO	CLARO	8900392	2048	133.00
1525	476	476	AUTOBANCO ALDEA MARISCOS	CLARO	8900849	2048	133.00
1216	477	477	AUTOBANCO LA RUIDOSA	CLARO	8900689	2048	133.00
926	478	478	MERCADO LOS AMATES	CLARO	8900587	2048	133.00
2321	481	481	CENTRO COMERCIAL MINUTO	CLARO	8902396	2048	133.00
1824	482	482	GRACIAS A DIOS	CLARO	8900622	2048	133.00
1687	483	483	SAN JUAN IXCOY	CLARO	8901217	2048	133.00
1289	484	484	SAN JOSE CHACAYA	CLARO	8900724	2048	133.00
1290	485	485	SAN JORGE ZACAPA	CLARO	8900725	2048	133.00
1291	487	487	CONCEPCION CHIQUIRICHAPA	CLARO	8900726	2048	133.00
1634	488	488	CHUARRANCHO	CLARO	8901158	2048	133.00
861	490	490	EL MILAGRO	CLARO	8900568	2048	133.00
703	494	494	COMISARIATO MORALES	CLARO	8900506	2048	133.00
1467	496	496	CENTRAL DE MAYOREO ALMOLONGA	CLARO	8900822	2048	133.00
704	498	498	PARQUE JUTIAPA	CLARO	8900513	2048	133.00
898	500	500	WAY ASUNCION MITA	CLARO	8902392	2048	133.00
1267	503	503	EL AMATILLO	CLARO	8900905	2048	133.00
1028	504	504	AUTOBANCO GASO JUTIAPA	CLARO	8900627	2048	133.00
886	505	505	IGSS MONTUFAR	CLARO	8900580	2048	133.00
1292	507	507	SAN RAFAEL LAS FLORES	CLARO	8900727	2048	133.00
870	508	508	DESPENSA SANTA ELENA	CLARO	8900578	2048	133.00
878	509	509	CC SANTA AMELIA	CLARO	8900582	2048	133.00
1293	510	510	SAN JOSE LA ARADA	CLARO	8900728	2048	133.00
1691	512	512	UNION CANTINIL	CLARO	8901219	2048	133.00
1084	515	515	UNIVERSITARIA JUTIAPA	CLARO	8900645	2048	133.00
1674	517	517	CHINIQUE	CLARO	8901220	2048	133.00
1633	518	518	MONTUFAR	CLARO	8901157	2048	133.00
1661	520	520	SAN JUAN ATITAN	CLARO	8901169	2048	133.00
1675	521	521	SANTIAGO CHIMALTENANGO	CLARO	8901221	2048	133.00
2091	523	523	GRAMEEN PANAJACHEL	CLARO	8902064	512	133.00
1448	525	525	SAN MIGUEL CHICAJ	CLARO	8900808	2048	133.00
1756	527	527	AUTOBANCO CRUCE SAN LUIS 	CLARO	8901323	2048	133.00
