Enlace	Remoto	Descripcion	Proveedor	ID	AnchoBanda	Costo
493	65	RABINAL	TELERED	8900419	512	239.00
686	361	CUBULCO CENTRO	TELERED	8900420	512	239.00
509	155	AUTOBANCO LAS MINAS ESQUIPULAS	TELERED	8900421	512	239.00
523	160	AUTOBANCO TEXACO CHIQUIMULA	TELERED	8900422	2048	650.00
556	172	HUITE	TELERED	8900423	512	239.00
532	325	SAN JOSE	TELERED	8900424	512	239.00
668	1003	TELGUA ONLINE	TELERED	8900425	256	165.00
581	339	CONTRALORIA GENERAL DE CUENTAS	TELERED	8900426	512	174.00
580	345	MINISTERIO PUBLICO FISCALIAS	TELERED	8900427	512	174.00
953	410	GEMINIS 10 NO. 2	TELERED	8900428	512	174.00
584	235	SAT - MONSERRAT	TELERED	8900429	512	174.00
583	326	AUTOBANCO TERMINAL RETALHULEU	TELERED	8900438	512	239.00
665	329	AUTOBANCO COATEPEQUE	TELERED	8900440	512	239.00
135	57	SANTA CRUZ BARILLAS	TELERED	8900441	256	230.00
659	334	CENTRO COMERCIAL ZONA 4	TELERED	8900442	256	165.00
569	314	PRADERA XELA	TELERED	8900443	512	239.00
21	118	BOULEVAR LIBERACION	TELERED	8900444	512	174.00
660	352	MINISTERIO DE RELACIONES EXTERIORES	TELERED	8900445	512	174.00
446	203	PATULUL	TELERED	8900446	512	239.00
666	356	SAN AGUSTIN ACASAGUASTLAN	TELERED	8900447	512	239.00
545	324	JOCOTAN	TELERED	8900448	512	239.00
538	120	AUTOBANCO ASUNCION MITA	TELERED	8900449	256	230.00
607	412	METATERMINAL DEL NORTE	TELERED	8900452	2048	810.00
634	441	COLOMBA	TELERED	8900467	512	239.00
637	444	JACALTENANGO 2	TELERED	8900470	512	239.00
618	425	MALACATAN 5A AVENIDA	TELERED	8900471	512	239.00
657	333	SEGUROS UNIVERSALES	TELERED	8900475	512	174.00
664	405	NOVICENTRO	TELERED	8900476	512	174.00
548	73	AGUACATAN	TELERED	8900477	512	239.00
693	112	ADUANA LA MESILLA	TELERED	8900478	512	239.00
653	342	MERCADO JUSTO RUFINO BARRIOS	TELERED	8900479	512	174.00
656	365	INTECAP	TELERED	8900481	512	174.00
649	417	SANTA FE	TELERED	8900484	512	174.00
658	364	MIRAFLORES	TELERED	8900485	512	174.00
661	422	ALPASA	TELERED	8900486	256	165.00
450	72	RIO DULCE	TELERED	8900487	512	239.00
654	355	PLAZA INTERCONTINENTAL	TELERED	8900488	512	174.00
652	341	MERCADO CANDELARIA	TELERED	8900489	512	174.00
60	156	PANAJACHEL	TELERED	8900490	512	239.00
663	366	MEGA TERMINAL ZONA 4	TELERED	8900491	512	174.00
216	206	MEGA PRIMMA	TELERED	8900492	512	174.00
573	146	INGUAT	TELERED	8900493	512	174.00
694	358	DESPENSA SANTA CRUZ DEL QUICHE	TELERED	8900496	512	239.00
669	357	DESPENSA LOMAS DEL NORTE	TELERED	8900497	512	174.00
695	360	DESPENSA POPTUN	TELERED	8900498	512	239.00
608	413	SAN JOSE PINULA	TELERED	8900499	512	174.00
615	420	CENMA 2	TELERED	8900500	512	174.00
152	74	BANRURAL - SAT	TELERED	8900501	512	174.00
71	168	LA TORRE	TELERED	8900502	512	174.00
440	52	NEBAJ	TELERED	8900503	256	230.00
701	79	MOMOSTENANGO	TELERED	8900505	512	239.00
703	494	COMISARIATO MORALES	TELERED	8900506	512	239.00
705	378	AUTOBANCO JALAPA	TELERED	8900507	512	239.00
626	433	BARILLAS 2A AVENIDA	TELERED	8900508	512	239.00
631	438	SOLOMA ZONA 1	TELERED	8900509	512	239.00
508	315	DECAM	TELERED	8900510	512	174.00
749	382	SAYAXCHE PARQUE CENTRAL	TELERED	8900512	512	239.00
704	498	PARQUE JUTIAPA	TELERED	8900513	512	239.00
735	30	LA MAQUINA	TELERED	8900514	256	230.00
738	384	CENTRO COMERCIAL MONTUFAR	TELERED	8900515	512	174.00
737	381	AUTOBANCO PUERTO BARRIOS	TELERED	8900516	512	239.00
745	362	AVENIDA BOLIVAR	TELERED	8900517	512	174.00
747	386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	TELERED	8900518	256	230.00
760	376	CENTRO COMERCIAL PACIFIC CENTER	TELERED	8900519	256	165.00
750	399	MARIPOSA COATEPEQUE	TELERED	8900520	256	230.00
754	70	SAN PEDRO NECTA	TELERED	8900522	256	230.00
766	101	ADUANA SAN CRISTOBAL	TELERED	8900523	256	230.00
765	103	ADUANA EL CARMEN	TELERED	8900524	256	230.00
764	113	ADUANA MELCHOR DE MENCOS	TELERED	8900525	256	230.00
759	126	SAN MANUEL CHAPARRON	TELERED	8900526	256	230.00
756	158	SAMAYAC	TELERED	8900527	256	230.00
753	163	CUNEN	TELERED	8900528	256	230.00
758	174	PURULHA	TELERED	8900529	256	230.00
752	238	ZACUALPA	TELERED	8900530	256	230.00
757	272	SANSARE	TELERED	8900532	256	230.00
763	280	SAN ANDRES ITZAPA	TELERED	8900533	256	230.00
762	296	SAN JUAN OSTUNCALCO	TELERED	8900535	256	230.00
1499	770	MUNICIPALIDAD DE SAN JOSE POAQUIL	TELERED	8900536	256	230.00
96	25	MALACATAN	TELERED	8900538	512	239.00
609	414	ROOSEVELT 2	TELERED	8900540	512	174.00
636	443	SAN RAFAEL	TELERED	8900541	256	165.00
601	406	VILLA DE GUADALUPE	TELERED	8900543	256	165.00
602	407	EL MUÑECON	TELERED	8900544	256	165.00
603	408	CALZADA AGUILAR BATRES	TELERED	8900545	2048	480.00
604	409	LOS PROCERES	TELERED	8900546	256	165.00
599	404	AVENIDA PETAPA	TELERED	8900548	256	165.00
617	424	VILLA NUEVA 2	TELERED	8900549	512	174.00
624	431	POPTUN 7A AVENIDA	TELERED	8900550	256	230.00
629	436	TECUN UMAN 3A AVENIDA	TELERED	8900551	256	230.00
596	401	FRAIJANES	TELERED	8900552	256	230.00
619	426	HUEHUETENANGO TORRE	TELERED	8900553	512	239.00
620	427	ASUNCION MITA BARRIO EL CENTRO	TELERED	8900554	256	230.00
623	430	SANTA ELENA 4A CALLE	TELERED	8900555	512	239.00
331	99	OFICINA ZONA 1 (CENTRO)	TELERED	8900556	256	165.00
606	411	METAMERCADO SAN JUAN	TELERED	8900557	256	165.00
809	367	AUTOBANCO JOYABAJ	TELERED	8900558	256	230.00
799	447	LLANO LARGO	TELERED	8900559	256	165.00
800	745	COLONIA LOS ANGELES	TELERED	8900560	256	165.00
818	452	MERCADO SANTO TOMAS DE CASTILLA	TELERED	8900564	256	230.00
863	32	HUEHUETENANGO	TELERED	8900565	256	230.00
852	2225	ANEXO MERCADO EL GUARDA	TELERED	8900566	256	165.00
861	490	EL MILAGRO	TELERED	8900568	256	165.00
850	434	LA MESILLA CARRETERA INTERAMERICANA	TELERED	8900569	256	230.00
784	457	SIQUINALA	TELERED	8900570	256	230.00
844	340	2 CALLE ZONA 9	TELERED	8900571	256	165.00
813	391	MERCADO GUASTATOYA	TELERED	8900572	256	230.00
811	195	TIQUISATE	TELERED	8900576	512	239.00
870	508	DESPENSA SANTA ELENA	TELERED	8900578	256	230.00
898	500	WAY ASUNCION MITA	TELERED	8900579	256	230.00
886	505	IGSS MONTUFAR	TELERED	8900580	256	165.00
880	540	CC LA DOCE	TELERED	8900581	256	165.00
878	509	CC SANTA AMELIA	TELERED	8900582	256	165.00
919	273	ESCUINTLA CENTRO	TELERED	8900583	256	230.00
906	68	JALPATAGUA	TELERED	8900584	256	230.00
911	531	MULTIMAYOREO	TELERED	8900585	256	165.00
926	478	MERCADO LOS AMATES	TELERED	8900587	256	230.00
667	1002	INTERNET	TELERED	8900588	9216	2185.00
952	744	MUNICIPALIDAD ANTIGUA GUATEMALA	TELERED	8900589	256	230.00
915	532	PRADERA LINDA VISTA	TELERED	8900590	256	165.00
933	47	ALOTENANGO	TELERED	8900591	256	230.00
966	453	AGENCIAS WAY SOLOMA	TELERED	8900592	256	230.00
967	522	SAN MARCOS ZACAPA	TELERED	8900593	256	230.00
941	523	GRAMEEN PANAJACHEL	TELERED	8900594	256	230.00
984	2167	RENAP GALERIAS DEL SUR	TELERED	8900595	256	165.00
968	543	MERCADO ANTIGUA GUATEMALA	TELERED	8900600	256	230.00
969	35	SANTIAGO ATITLAN	TELERED	8900601	256	230.00
1017	474	CENTRO COMERCIAL TIKAL	TELERED	8900602	256	230.00
1002	293	SANTA LUCIA UTATLAN	TELERED	8900603	256	230.00
1032	577	DGAC MUNDO MAYA PETEN	TELERED	8900604	256	230.00
1024	572	RENAP SANTA CATARINA PINULA	TELERED	8900605	256	165.00
1040	2228	PORTUARIA QUETZAL ZONA 9	TELERED	8900606	256	165.00
1049	61	EL CHAL DOLORES	TELERED	8900608	256	400.00
1058	90	PACHALUM	TELERED	8900609	256	400.00
1045	302	QUEZADA	TELERED	8900610	256	400.00
1071	344	SAN CRISTOBAL ACASAGUASTLAN	TELERED	8900611	256	400.00
1067	398	CONCEPCION TUTUAPA	TELERED	8900612	256	400.00
1043	446	FLORES COSTA CUCA	TELERED	8900613	256	400.00
1054	698	GRAMEEN USPANTAN	TELERED	8900614	256	230.00
1055	117	NENTON	TELERED	8900615	256	230.00
1047	389	SAN RAFAEL PIE DE LA CUESTA	TELERED	8900616	256	230.00
1118	400	SAN JUAN CHAMELCO	TELERED	8900617	256	230.00
1070	467	SAN FRANCISCO PETEN	TELERED	8900620	256	230.00
996	470	NIMASAC	TELERED	8900621	256	230.00
1061	482	GRACIAS A DIOS	TELERED	8900622	256	230.00
1037	571	DIMACO PAJAPITA SAN MARCOS	TELERED	8900624	256	230.00
1036	585	WAY CENTENARIO MAZATENANGO	TELERED	8900625	256	230.00
1009	568	AUTOBANCO CC METRO PLAZA RETALHULEU	TELERED	8900626	256	230.00
1028	504	AUTOBANCO GASO JUTIAPA	TELERED	8900627	256	230.00
1063	11	PANZOS	TELERED	8900629	256	420.00
1056	60	SACAPULAS	TELERED	8900630	256	420.00
1064	82	CAMOTAN	TELERED	8900631	256	420.00
1051	159	SAN ANDRES SEMETABAJ	TELERED	8900633	256	420.00
1057	297	PARRAMOS	TELERED	8900634	256	420.00
1052	336	CABANAS	TELERED	8900636	256	420.00
1059	337	SAN DIEGO	TELERED	8900637	256	420.00
1060	370	GUAZACAPAN	TELERED	8900638	256	420.00
1027	151	SALAMA CENTRO	TELERED	8900639	256	230.00
1023	546	WAY ZONA 6 PARROQUIA 	TELERED	8900640	256	165.00
970	534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	TELERED	8900641	256	230.00
1039	241	RIO HONDO	TELERED	8900642	256	230.00
1041	662	PORTUARIA QUETZAL (PTO)	TELERED	8900643	256	230.00
1079	583	AUTOBANCO JAGUAR POPTUN	TELERED	8900644	256	230.00
1084	515	UNIVERSITARIA JUTIAPA	TELERED	8900645	256	230.00
1097	210	MERCADO TERMINAL ZONA 4	TELERED	8900646	256	165.00
1093	204	CHICACAO	TELERED	8900647	256	230.00
1082	266	CONCEPCION LAS MINAS	TELERED	8900648	256	230.00
1119	319	PLAZA JADE	TELERED	8900649	256	230.00
1099	569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	TELERED	8900650	256	230.00
1147	2426	RENAP HUEHUETENANGO	TELERED	8900651	256	230.00
1146	2326	RENAP RETALHULEU	TELERED	8900652	256	230.00
1145	2001	RENAP ANTIGUA GUATEMALA	TELERED	8900653	256	230.00
1144	634	SUPERDICASA LA DEMOCRACIA	TELERED	8900654	256	230.00
1139	464	AUTOBANCO SAN JUAN SACATEPEQUEZ	TELERED	8900656	256	230.00
1203	216	SAT - VILLA NUEVA	TELERED	8900657	256	230.00
1136	615	SAN JOSE DEL GOLFO	TELERED	8900658	256	230.00
1140	624	CENTRO COMERCIAL PASEO LAS PALMAS RETALHULEU	TELERED	8900659	256	230.00
1149	626	CEMACO QUETZALTENANGO	TELERED	8900660	256	230.00
1129	88	LA UNION	TELERED	8900661	256	230.00
1155	2404	RENAP PORTAL PETAPA	TELERED	8900662	256	165.00
1165	645	MEGAPACA BOLIVAR	TELERED	8900663	256	165.00
1167	644	MEGAPACA EL GUARDA	TELERED	8900664	256	165.00
1170	646	MEGAPACA VILLA NUEVA	TELERED	8900666	256	165.00
1138	622	UNIVERSIDAD PANAMERICANA	TELERED	8900667	256	165.00
1154	643	MEGAPACA PASEO SAN NICOLAS	TELERED	8900668	256	165.00
1162	536	TRAPICHE	TELERED	8900670	256	230.00
1173	2242	RENAP MAZATENANGO	TELERED	8900671	256	230.00
1161	119	SANTA MARIA IXHUATAN	TELERED	8900672	256	355.00
1195	121	CHICHICASTENANGO	TELERED	8900673	256	230.00
1199	177	LA DEMOCRACIA ESCUINTLA	TELERED	8900674	256	230.00
1196	659	C.C. ESKALA ROOSEVELT	TELERED	8900675	256	165.00
1152	590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	TELERED	8900676	256	165.00
1159	623	SANTA ANA PETEN	TELERED	8900677	256	230.00
1205	40	PLAYA GRANDE	TELERED	8900678	256	230.00
1206	396	CERINAL	TELERED	8900679	256	230.00
1207	44	LA TINTA	TELERED	8900680	256	425.00
1208	50	RAXRUJA	TELERED	8900681	256	230.00
1210	64	LAS CRUCES	TELERED	8900683	256	230.00
1211	116	TODOS SANTOS HUEHUETENANGO	TELERED	8900684	256	425.00
1212	125	CHISEC	TELERED	8900685	256	425.00
1213	127	TELEMAN	TELERED	8900686	256	425.00
1215	379	SANTA MARIA VISITACION	TELERED	8900688	256	230.00
1216	477	AUTOBANCO LA RUIDOSA	TELERED	8900689	256	230.00
1254	18	CHIMALTENANGO	TELERED	8900691	256	230.00
1150	639	GRAMEEN SACAPULAS	TELERED	8900692	256	390.00
1235	2007	RENAP CHIQUIMULA	TELERED	8900694	256	230.00
1236	2124	RENAP COBAN	TELERED	8900695	256	230.00
1238	2005	RENAP GUASTATOYA	TELERED	8900697	256	230.00
1239	2435	RENAP IPALA	TELERED	8900698	256	230.00
1246	595	CHINAUTLA	TELERED	8900699	256	230.00
1241	2095	RENAP SAN FRANCISCO EL ALTO	TELERED	8900700	256	230.00
1242	2092	RENAP SAN MARCOS	TELERED	8900701	256	230.00
1243	2049	RENAP SAN PEDRO CARCHA	TELERED	8900702	256	230.00
1245	2006	RENAP ZACAPA	TELERED	8900704	256	230.00
1221	669	PASEO DE LAS AMERICAS XELA	TELERED	8900705	256	230.00
1271	582	AUTOBANCO El TEJAR	TELERED	8900707	256	230.00
1273	80	ANEXO NUEVA SANTA ROSA 	TELERED	8900708	256	230.00
1275	87	OLOPA	TELERED	8900710	256	425.00
1276	149	SANTA EULALIA	TELERED	8900711	256	230.00
1277	304	CANILLA	TELERED	8900712	256	425.00
1279	335	USUMATLAN	TELERED	8900714	256	230.00
1280	338	SAN ANTONIO ILOTENANGO	TELERED	8900715	256	230.00
1281	363	SAN JUAN COTZAL	TELERED	8900716	256	425.00
1283	397	ZARAGOZA CHIMALTENANGO	TELERED	8900718	256	425.00
1284	455	MALACATANCITO HUEHUETENANGO	TELERED	8900719	256	230.00
1285	469	ORGANISMO JUDICIAL ESCUINTLA	TELERED	8900720	256	425.00
1286	471	POLOGUA	TELERED	8900721	256	425.00
1287	479	CEMEX AMATITLAN	TELERED	8900722	256	425.00
1288	480	CEMEX TECUM UMAN	TELERED	8900723	256	230.00
1289	484	SAN JOSE CHACAYA	TELERED	8900724	256	425.00
1290	485	SAN JORGE ZACAPA	TELERED	8900725	256	230.00
1291	487	CONCEPCION CHIQUIRICHAPA	TELERED	8900726	256	230.00
1292	507	SAN RAFAEL LAS FLORES	TELERED	8900727	256	425.00
1293	510	SAN JOSE LA ARADA	TELERED	8900728	256	230.00
1295	555	SAN ANTONIO AGUAS CALIENTES	TELERED	8900730	256	230.00
1296	560	SANTA APOLONIA	TELERED	8900731	256	425.00
1297	574	SANTA MARIA DE JESUS	TELERED	8900732	256	425.00
1298	589	ALDEA LA ERMITA	TELERED	8900733	256	230.00
1261	700	AUTOBANCO MULTIPLAZA EL SAUCE	TELERED	8900736	256	230.00
1257	629	MERCADO NUEVA CONCEPCION	TELERED	8900738	256	230.00
1247	681	SAN JOSE OJETENAM	TELERED	8900739	256	455.00
1300	181	CHICAMAN	TELERED	8900741	256	455.00
1272	36	MORALES	TELERED	8900742	256	230.00
1274	592	ZUNILITO	TELERED	8900743	256	230.00
1299	660	CC ALTAVISTA	TELERED	8900744	256	165.00
1029	2178	ARPTO. LA AURORA 3 NIV. ANEXO AERONAUTICA	TELERED	8900745	256	360.00
1302	2121	RENAP CHICHICASTENANGO	TELERED	8900746	256	230.00
1308	1020	UTILVALOR	TELERED	8900749	256	165.00
1303	749	MEGAPACA CHIQUIMULA	TELERED	8900750	256	230.00
1326	2491	RENAP HUEHUETENANGO CC PRADERA	TELERED	8900755	256	230.00
1329	720	RENAP SANTA CRUZ EL QUICHE	TELERED	8900757	256	230.00
1270	579	HOSPITAL LAS AMERICAS ZONA 14	TELERED	8900758	256	165.00
1346	542	OJ ANTIGUA GUATEMALA	TELERED	8900759	256	230.00
1331	705	MIX SAN CRISTOBAL	TELERED	8900761	256	165.00
1347	596	MEGAMEDICA ZACAPA	TELERED	8900762	256	230.00
1348	54	USPANTAN	TELERED	8900763	256	230.00
1361	656	GRAMEEN SANTA CLARA LA LAGUNA	TELERED	8900764	256	230.00
1362	703	GRAMEEN HUEHUETENANGO	TELERED	8900765	256	230.00
1354	706	CUYOTENANGO	TELERED	8900766	256	230.00
1356	649	ACATENANGO	TELERED	8900767	256	230.00
1355	693	CC PLAZA MANANTIAL	TELERED	8900768	256	230.00
1386	2285	RENAP CHIANTLA	TELERED	8900769	256	230.00
1391	458	AUTOBANCO TECULUTAN	TELERED	8900770	256	230.00
1373	557	MERCADO SANTA LUISA	TELERED	8900771	256	165.00
1379	613	COLONIA MAYA	TELERED	8900772	512	174.00
1388	677	CALZADA MOPAN DOLORES PETEN	TELERED	8900773	0	230.00
1397	699	MAGDALENA MILPAS ALTAS	TELERED	8900776	256	230.00
1394	20	MELCHOR DE MENCOS	TELERED	8900777	256	230.00
1399	283	AUTOBANCO ZACAPA TAMARINDAL	TELERED	8900778	256	230.00
1396	747	PACHALUM CALLE DE LAS FLORES	TELERED	8900779	256	230.00
1403	284	ESTANZUELA	TELERED	8900780	256	230.00
1409	580	AUTOBANCO JAGUAR SAN BENITO	TELERED	8900782	256	230.00
1406	722	AUTOBANCO CENTRAL TRANSURBANO	TELERED	8900784	256	165.00
1407	723	CC LOS PROCERES	TELERED	8900785	256	165.00
1408	306	LA GOMERA	TELERED	8900786	256	230.00
1415	402	VISTA HERMOSA 2	TELERED	8900787	256	165.00
1419	95	SAN FRANCISCO EL ALTO	TELERED	8900788	256	230.00
1420	2153	MINI MUNI SASCIM	TELERED	8900789	256	165.00
1422	726	SAT GALERIAS DEL SUR	TELERED	8900790	256	165.00
1424	275	MAZATENANGO PLAZA AMERICA	TELERED	8900791	256	230.00
1426	727	MUNICIPALIDAD SAN RAYMUNDO	TELERED	8900792	256	165.00
1253	683	SAN ANTONIO SACATEPEQUEZ	TELERED	8900793	256	230.00
1559	1032	GBM	TELERED	8900794	71680	3500.00
1427	728	CHINACA	TELERED	8900795	512	400.00
1428	2301	ANEXO ORGANISMO JUDICIAL QUETZALTENANGO	TELERED	8900796	512	400.00
1429	732	RENAP MOMOSTENANGO	TELERED	8900797	512	400.00
1430	162	CAMOJA	TELERED	8900798	512	400.00
1433	684	AUTOBANCO CHIQUIMULILLA	TELERED	8900800	512	370.00
1431	2140	RENAP FLORES PETEN	TELERED	8900801	256	230.00
1438	449	SAN JOSE EL RODEO	TELERED	8900802	256	230.00
1440	734	LA BLANCA OCOS	TELERED	8900803	512	305.00
1441	735	NUEVO PROGRESO	TELERED	8900804	512	239.00
1443	739	PLAZA MEDICA DEL NORTE	TELERED	8900805	512	174.00
1444	736	GRAMEEN LA DEMOCRACIA	TELERED	8900806	512	230.00
1445	737	GRAMEEN NEBAJ	TELERED	8900807	512	305.00
1448	525	SAN MIGUEL CHICAJ	TELERED	8900808	512	239.00
1446	415	15 AVENIDA ZONA 6	TELERED	8900809	512	174.00
1458	657	SAN PEDRO YEPOCAPA	TELERED	8900810	512	239.00
1459	251	LIVINGSTON	TELERED	8900811	512	239.00
1414	222	SAN ANDRES SAJCABAJA	TELERED	8900812	512	239.00
1464	1	ANTIGUA GUATEMALA	TELERED	8900813	2048	650.00
1465	679	SAN PEDRO SACATEPEQUEZ CENTRO	TELERED	8900814	2048	650.00
1452	690	MEGAPACA EL PUNTO	TELERED	8900815	512	174.00
1451	741	MEGAPACA VILLA LINDA	TELERED	8900816	512	174.00
1450	751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	TELERED	8900817	512	305.00
