rm_oficinacontable	descripcion	monto_USD$
126	SAN MANUEL CHAPARRON	14.50
127	AUTOBANCO TELEMAN	14.50
128	CONCEPCION HUISTA	14.50
129	EL CHOL	14.50
130	GRANADOS	14.50
131	REFORMA SAN MARCOS	14.50
132	AGENCIA ZONA 6 (MARTI)	14.50
133	C.C. PLAZA MAGDALENA	14.50
134	AGENCIA ZONA 7	14.50
135	AGENCIA ZONA 5	14.50
136	METRONORTE	29.00
137	VILLA NUEVA	14.50
138	AGENCIA MIXCO	14.50
139	AGENCIA ZONA 19	29.00
140	SAT FLORES	14.50
141	TERMINAL HUEHUETENANGO	14.50
142	PLAZA PALMERAS	14.50
144	SAN BENITO PETEN	14.50
146	INGUAT	14.50
147	AGENCIA SAT ZACAPA	29.00
148	COLONIAL ANTIGUA	14.50
149	SANTA EULALIA	14.50
151	SALAMA CENTRO	14.50
152	AUTOBANCO PROGRESO JUTIAPA	14.50
153	AUTOBANCO CIUDAD SAN CRISTOBAL	14.50
154	AGUA BLANCA	14.50
155	AUTOBANCO LAS MINAS ESQUIPULAS	14.50
156	PANAJACHEL	14.50
157	SAT - JALAPA	14.50
158	SAMAYAC	14.50
159	SAN ANDRES SEMETABAJ	14.50
160	AUTOBANCO TEXACO CHIQUIMULA	14.50
162	CAMOJA	14.50
163	CUNEN	14.50
164	AMATITLAN	29.00
165	XELAJU	29.00
166	TECULUTAN	14.50
168	LA TORRE	14.50
169	EL PROGRESO	14.50
170	C.D.R.O	14.50
173	19 CALLE	14.50
174	PURULHA	14.50
175	ORGANISMO JUDICIAL	14.50
177	LA DEMOCRACIA ESCUINTLA	14.50
178	AEROPUERTO	43.49
179	PALIN	14.50
180	SANARATE	14.50
181	CHICAMAN	14.50
183	PRISA	14.50
184	TERMINAL JUTIAPA	29.00
185	IGSS CENTRAL	14.50
187	SAN ANTONIO SUCHITEPEQUEZ	14.50
188	IGSS ZONA 5	14.50
189	19 AVENIDA ZONA 6	14.50
190	IGSS ZONA 11	14.50
192	IGSS MONTE REAL	14.50
193	IGSS RETALHULEU	14.50
194	IGSS PAMPLONA	14.50
195	TIQUISATE	14.50
196	SAN MIGUEL POCHUTA	14.50
197	TACTIC	14.50
198	SIMON BOLIVAR MORALES	14.50
199	MERCADO QUETZALTENANGO	14.50
200	CHAJUL	14.50
201	SALCAJA	29.00
202	MERCADO SANTO TOMAS DE CASTILLA	14.50
203	PATULUL	14.50
204	CHICACAO	14.50
205	IGSS ZONA 9	14.50
206	MEGA PRIMMA	29.00
207	CHIQUIMULA CENTRO	14.50
209	EL NARANJO	29.00
210	MERCADO TERMINAL ZONA 4	14.50
211	MERCADO LA FLORIDA	14.50
213	MERCADO LA PARROQUIA	14.50
216	MUNICIPALIDAD DE VILLA NUEVA	14.50
219	LOS OLIVOS	14.50
220	MONJAS	14.50
221	SANTA LUCIA COTZ	14.50
222	SAN ANDRES SAJCABAJA	14.50
225	MERCADO EL GUARDA	14.50
227	SANTO TOMAS DE CASTILLA	14.50
228	SAT ZONA 9	29.00
231	SAN PABLO SAN MARCOS	14.50
232	SAN JUAN SACATEPEQUEZ	14.50
233	ALMOLONGA	14.50
235	CENTRO COMERCIAL MONSERRAT	14.50
237	BOCA DEL MONTE	14.50
238	ZACUALPA	14.50
240	SANTA ANA HUISTA	14.50
241	RIO HONDO	14.50
242	SAT MAZATENANGO	14.50
244	HOSPITAL ROOSEVELT	14.50
249	AUTOBANCO - QUETZALTENANGO	14.50
251	LIVINGSTON	14.50
256	USAC	14.50
257	AUTOBANCO - PETAPA	14.50
260	MERCADO SAN JOSE MERCANTIL	14.50
263	MERCADO LA PRESIDENTA	14.50
265	SAN FELIPE RETALHULEU	14.50
266	CONCEPCION LAS MINAS	14.50
272	SANSARE	14.50
273	ESCUINTLA CENTRO	14.50
275	MAZATENANGO PLAZA AMERICA	14.50
276	MERCADO COLON	14.50
278	MERCADO LA REFORMITA	14.50
279	MERCADO BETHANIA	14.50
280	SAN ANDRES ITZAPA	14.50
283	AUTOBANCO ZACAPA TAMARINDAL	14.50
284	ESTANZUELA	14.50
285	CHIANTLA	14.50
286	SAN IDELFONSO IXTAHUACAN	14.50
288	ORATORIO	14.50
292	NAHUALA	14.50
293	SANTA LUCIA UTATLAN	14.50
294	MORAZAN	14.50
295	TACANA	14.50
296	SAN JUAN OSTUNCALCO	14.50
297	PARRAMOS	14.50
298	EL FRUTAL	14.50
300	INFOM	14.50
301	ORGANISMO JUDICIAL QUETZALTENANGO	29.00
302	QUEZADA	14.50
303	SIBILIA	14.50
304	CANILLA	14.50
306	LA GOMERA	14.50
308	DOLORES	14.50
309	IPM	14.50
312	ORGANISMO JUDICIAL HUEHUETENANGO	14.50
313	IGLESIA BETHANIA QUETZALTENANGO	14.50
314	PRADERA XELA	14.50
315	DECAM	14.50
316	SAN JOSE POAQUIL	14.50
319	PLAZA JADE	14.50
321	CIUDAD VIEJA	14.50
324	JOCOTAN	14.50
325	SAN JOSE	14.50
326	AUTOBANCO TERMINAL RETALHULEU	29.00
329	AUTOBANCO COATEPEQUE	29.00
330	CASILLAS	14.50
332	AYARZA	14.50
333	SEGUROS UNIVERSALES	14.50
334	CENTRO COMERCIAL ZONA 4	14.50
335	USUMATLAN	14.50
336	CABANAS	14.50
337	SAN DIEGO	14.50
338	SAN ANTONIO ILOTENANGO	14.50
339	CONTRALORIA GENERAL DE CUENTAS	29.00
340	2 CALLE ZONA 9	29.00
341	MERCADO CANDELARIA	14.50
342	MERCADO JUSTO RUFINO BARRIOS	14.50
343	SAN MATEO IXTATAN	14.50
344	SAN CRISTOBAL ACASAGUASTLAN	14.50
345	MINISTERIO PUBLICO FISCALIAS	14.50
348	MERCADO BARILLAS	14.50
349	SAN MARCOS HUISTA	14.50
352	MINISTERIO DE RELACIONES EXTERIORES	14.50
353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	14.50
354	CHAHAL	14.50
356	SAN AGUSTIN ACASAGUASTLAN	29.00
357	DESPENSA LOMAS DEL NORTE	14.50
358	MERCADO QUICHE ZONA 5	14.50
361	CUBULCO CENTRO	14.50
362	AVENIDA BOLIVAR	14.50
363	SAN JUAN COTZAL	14.50
364	MIRAFLORES	14.50
365	INTECAP	14.50
366	MEGA TERMINAL ZONA 4	14.50
367	AUTOBANCO JOYABAJ	14.50
369	CATARINA	14.50
370	GUAZACAPAN	14.50
376	CENTRO COMERCIAL PACIFIC CENTER	14.50
378	AUTOBANCO JALAPA	14.50
379	SANTA MARIA VISITACION	14.50
381	AUTOBANCO PUERTO BARRIOS	14.50
382	SAYAXCHE PARQUE CENTRAL	14.50
383	LAS ESCOBAS	14.50
384	CENTRO COMERCIAL MONTUFAR	14.50
386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	14.50
389	SAN RAFAEL PIE DE LA CUESTA	14.50
390	PALESTINA DE LOS ALTOS	14.50
391	MERCADO GUASTATOYA	14.50
394	TERMINAL BAZARES	14.50
395	SANTA CATARINA IXTAHUACAN	14.50
396	CERINAL	14.50
397	ZARAGOZA CHIMALTENANGO	14.50
398	CONCEPCION TUTUAPA	14.50
400	SAN JUAN CHAMELCO	14.50
401	FRAIJANES	14.50
402	VISTA HERMOSA 2	14.50
403	BOSQUES DE SAN NICOLAS	14.50
404	AVENIDA PETAPA	14.50
405	NOVICENTRO	14.50
406	VILLA DE GUADALUPE	14.50
407	EL MUÑECON	14.50
408	CALZADA AGUILAR BATRES	14.50
409	LOS PROCERES	14.50
410	GEMINIS 10 NO. 2	14.50
411	METAMERCADO SAN JUAN	14.50
412	METATERMINAL DEL NORTE	14.50
413	SAN JOSE PINULA	14.50
414	ROOSEVELT 2	14.50
415	15 AVENIDA ZONA 6	14.50
417	SANTA FE	14.50
420	CENMA 2	14.50
422	ALPASA	14.50
424	VILLA NUEVA 2	14.50
425	MALACATAN 5A AVENIDA	14.50
426	HUEHUETENANGO TORRE	14.50
427	ASUNCION MITA BARRIO EL CENTRO	14.50
428	SALAMA 5A AVENIDA	14.50
430	SANTA ELENA 4A CALLE	14.50
431	POPTUN 7A AVENIDA	14.50
432	MAZATENANGO 7A CALLE ZONA 2	29.00
433	BARILLAS 2A AVENIDA	14.50
434	LA MESILLA CARRETERA INTERAMERICANA	14.50
436	TECUN UMAN 3A AVENIDA	29.00
437	CHIQUIMULA 8A. AVENIDA	14.50
438	SOLOMA ZONA 1	14.50
440	ESCUINTLA 3A CALLE	14.50
441	COLOMBA	14.50
443	SAN RAFAEL	14.50
444	JACALTENANGO 2	14.50
446	FLORES COSTA CUCA	14.50
447	LLANO LARGO	14.50
448	EL QUETZAL	14.50
449	SAN JOSE EL RODEO	14.50
452	MERCADO SANTO TOMAS DE CASTILLA	14.50
453	C.C. PRADERA ZONA10	14.50
455	MALACATANCITO HUEHUETENANGO	14.50
456	ORGANISMO JUDICIAL MIXCO	14.50
457	SIQUINALA	14.50
458	AUTOBANCO TECULUTAN	29.00
460	MONTERRICO	14.50
461	TAXISCO	14.50
464	AUTOBANCO SAN JUAN SACATEPEQUEZ	14.50
465	CHANMAGUA	14.50
466	SALTAN	14.50
467	SAN FRANCISCO PETEN	14.50
469	ORGANISMO JUDICIAL ESCUINTLA	14.50
470	NIMASAC	14.50
471	POLOGUA	14.50
474	CENTRO COMERCIAL TIKAL	14.50
475	LOS AMATES CENTRO	14.50
476	AUTOBANCO ALDEA MARISCOS	14.50
477	AUTOBANCO LA RUIDOSA	14.50
478	MERCADO LOS AMATES	14.50
481	CENTRO COMERCIAL MINUTO	14.50
482	GRACIAS A DIOS	14.50
483	SAN JUAN IXCOY	14.50
484	SAN JOSE CHACAYA	14.50
485	SAN JORGE ZACAPA	14.50
487	CONCEPCION CHIQUIRICHAPA	14.50
488	CHUARRANCHO	14.50
490	EL MILAGRO	14.50
493	MERCADO VILLA NUEVA	14.50
494	COMISARIATO MORALES	14.50
496	CENTRAL DE MAYOREO ALMOLONGA	14.50
497	AUTOBANCO LAS CHAMPAS	14.50
498	PARQUE JUTIAPA	14.50
500	WAY ASUNCION MITA	14.50
503	EL AMATILLO	14.50
504	AUTOBANCO GASO JUTIAPA	14.50
505	IGSS MONTUFAR	14.50
506	HORCONES 	14.50
507	SAN RAFAEL LAS FLORES	14.50
509	CC SANTA AMELIA	14.50
510	SAN JOSE LA ARADA	14.50
512	UNION CANTINIL	14.50
514	SUPERMERCADO LA CASITA	14.50
515	UNIVERSITARIA JUTIAPA	14.50
517	CHINIQUE	14.50
518	MONTUFAR	14.50
520	SAN JUAN ATITAN	14.50
521	SANTIAGO CHIMALTENANGO	14.50
523	GRAMEEN PANAJACHEL	14.50
525	SAN MIGUEL CHICAJ	14.50
527	AUTOBANCO CRUCE SAN LUIS 	14.50
528	LA CONCHA	14.50
530	AUTOBANCO CHIMALTENANGO	14.50
531	MULTIMAYOREO	14.50
532	PRADERA LINDA VISTA	14.50
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	14.50
535	TIERRA BLANCA	14.50
536	TRAPICHE	14.50
537	GRAN KARMEL	14.50
540	CC LA DOCE	14.50
542	OJ ANTIGUA GUATEMALA	14.50
543	MERCADO ANTIGUA GUATEMALA	14.50
545	PRADERA CHIQUIMULA	14.50
546	WAY ZONA 6 PARROQUIA 	14.50
551	CENTRO COMERCIAL EL JAULON	14.50
554	HUITAN QUETZALTENANGO	14.50
555	SAN ANTONIO AGUAS CALIENTES	14.50
557	MERCADO SANTA LUISA	14.50
558	SAN MARTIN SACATEPEQUEZ	14.50
560	SANTA APOLONIA	14.50
562	AUTOBANCO ESCUINTLA	14.50
568	AUTOBANCO CC METRO PLAZA RETALHULEU	14.50
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	14.50
571	DIMACO PAJAPITA SAN MARCOS	14.50
572	RENAP SANTA CATARINA PINULA	29.00
574	SANTA MARIA DE JESUS	14.50
575	COLOTENANGO	14.50
576	TANQUE LA UNION ANTIGUA	14.50
577	DGAC MUNDO MAYA PETEN	14.50
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	14.50
580	AUTOBANCO JAGUAR SAN BENITO	14.50
581	EL ADELANTO	14.50
582	AUTOBANCO El TEJAR	29.00
583	AUTOBANCO JAGUAR POPTUN	14.50
589	ALDEA LA ERMITA	14.50
590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	14.50
591	LA MAQUINA 2	14.50
592	ZUNILITO	14.50
593	SAN FRANCISCO ZAPOTITLAN 	14.50
594	CABALLO BLANCO	14.50
595	CHINAUTLA	14.50
596	MEGAMEDICA ZACAPA	14.50
601	AUTOBANCO ENTRE RIOS	14.50
613	COLONIA MAYA	14.50
614	SANTA ELENA BARILLAS	14.50
622	UNIVERSIDAD PANAMERICANA	14.50
623	SANTA ANA PETEN	14.50
624	C.C. PASEO LAS PALMAS RETALHULEU	14.50
629	MERCADO NUEVA CONCEPCION	14.50
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	14.50
634	SUPERDICASA LA DEMOCRACIA	14.50
635	SAN SEBASTIAN COATAN	14.50
637	SAN JUAN ERMITA CHIQUIMULA	14.50
638	SAN JACINTO	14.50
639	GRAMEEN SACAPULAS	14.50
643	MEGAPACA PASEO SAN NICOLAS	14.50
646	MEGAPACA VILLA NUEVA	14.50
649	ACATENANGO	14.50
652	SAT CUILAPA	14.50
654	SAN VICENTE PACAYA	29.00
656	GRAMEEN SANTA CLARA LA LAGUNA	14.50
657	SAN PEDRO YEPOCAPA	14.50
659	C.C. ESKALA ROOSEVELT	14.50
660	CC ALTAVISTA	14.50
661	PLAZA FINACIERA CENTRA SUR	14.50
662	PORTUARIA QUETZAL (PTO)	14.50
663	DEL MAESTRO ZONA 1	14.50
664	SANTA CRUZ NARANJO	14.50
667	GUINEALES	14.50
669	PASEO DE LAS AMERICAS XELA	14.50
671	MUNICIPALIDAD FRAIJANES	14.50
675	SAN JOSE ACATEMPA	14.50
677	CALZADA MOPAN DOLORES PETEN	14.50
679	SAN PEDRO SACATEPEQUEZ CENTRO	14.50
681	SAN JOSE OJETENAM	14.50
683	SAN ANTONIO SACATEPEQUEZ	14.50
684	AUTOBANCO CHIQUIMULILLA	14.50
687	LLANO GRANDE SALAMA	14.50
690	MEGAPACA EL PUNTO	14.50
691	SAN RAFAEL LA INDEPENDENCIA	14.50
692	SAN GASPAR IXCHIL	14.50
693	CC PLAZA MANANTIAL	14.50
695	MINI MUNI CUBIL	14.50
696	MINI MUNI CAMPO DE AVIACION COBAN	14.50
697	SANYUYO	14.50
698	GRAMEEN USPANTAN	14.50
699	MAGDALENA MILPAS ALTAS	14.50
700	AUTOBANCO MULTIPLAZA EL SAUCE	14.50
703	GRAMEEN HUEHUETENANGO	14.50
704	MIXCO PARQUE	14.50
705	MIX SAN CRISTOBAL	29.00
706	CUYOTENANGO	14.50
707	AUTOBANCO MEGAFERRO	14.50
714	AUTOBANCO VILLAS DEL SUR	29.00
716	SAN JUAN TECUACO	14.50
718	 SAN FRANCISCO DE ASIS	14.50
719	SANTA LUCIA CENTRO	14.50
720	QUICHE ZONA 3	14.50
721	TERMINAL QUICHE	14.50
723	CC LOS PROCERES	14.50
724	MERCADO SANTA ELENA	14.50
725	SAN VICENTE BUENABAJ	14.50
726	GALERIAS DEL SUR	14.50
727	MUNICIPALIDAD SAN RAYMUNDO	14.50
728	CHINACA	14.50
730	GRAMEEN SAN PABLO	14.50
731	CENTRA NORTE	14.50
732	SAN BARTOLO AGUAS CALIENTES	14.50
733	CC PRADERA CONCEPCION	14.50
734	LA BLANCA SAN MARCOS	14.50
735	NUEVO PROGRESO	14.50
737	GRAMEEN NEBAJ	14.50
739	PLAZA MEDICA DEL NORTE	29.00
740	MUNICIPALIDAD DE CHIMALTENANGO	14.50
741	MEGAPACA VILLA LINDA	14.50
743	OCRET	14.50
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	14.50
745	COLONIA LOS ANGELES	14.50
747	PACHALUM CALLE DE LAS FLORES	14.50
749	MEGAPACA VIP CHIQUIMULA	29.00
750	CENTRO COMERCIAL MAJADAS	14.50
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	14.50
752	UNISUPER NIMAJUYU	14.50
753	LAS CABEZAS ORATORIO	14.50
754	CALLE MARTI 12 AVENIDA	14.50
755	UNISUPER LA BRIGADA	14.50
756	UNISUPER LO DE FUENTES	14.50
757	CENTRO COMERCIAL PLAZA METROFERIA	14.50
758	GASO MOYUTA	14.50
761	PARQUE CENTRAL SAN ANTONIO HUISTA	14.50
762	MEGAPACA XELA	14.50
763	GUATELINDA SAN DIEGO	14.50
765	MUNICIPALIDAD DE SANTA CATARINA BARAHONA	14.50
766	CONTRALORIA GENERAL DE CUENTAS ZONA 13	14.50
767	MINISTERIO DE SALUD PUBLICA ZONA 9	14.50
769	CIUDAD QUETZAL	14.50
770	MUNICIPALIDAD DE SAN JOSE POAQUIL	14.50
771	SAN SEBASTIAN RETALHULEU	14.50
772	CASAS VIEJAS	14.50
773	CENTRO COMERCIAL MAYA MALL	14.50
774	EL JICARO	14.50
776	JOCOTENANGO	14.50
777	AUTOBANCO SAN MARCOS	14.50
779	KILOMETRO 11 SAN JUAN DOLORES	14.50
780	LOS ESCUDOS CHIMALTENANGO	14.50
781	CENTRO COMERCIAL SAN FRANCISCO ZONA 6 MIXCO	14.50
782	MUNICIPALIDAD DE MASAGUA	14.50
783	REGISTRO GENERAL DE LA PROPIEDAD	14.50
785	CENTRO COMERCIAL LAS FLORES AMATITLAN	14.50
786	CEALSA	14.50
787	CENTRO COMERCIAL SAN FRANCISCO	14.50
788	SAN JOSE DE LA COMUNIDAD	14.50
789	MERCADO COBAN	14.50
791	AUTOBANCO MEGAPLAZA	29.00
792	COMERCIAL PLAZA LA LIBERTAD PETEN	14.50
793	MERCADO PRIMERO DE JULIO	14.50
795	LICEO ROCA DE AYUDA	14.50
799	MUNICIPALIDAD DE QUETZALTENANGO	14.50
801	MUNICIPALIDAD RETALHULEU	14.50
802	JUMAYTEPEQUE	14.50
803	AUTOBANCO BARBERENA	14.50
804	COLIS	14.50
805	ESQUIPULAS 6A. AVENIDA	14.50
806	TZOLOJYA	14.50
808	AUTOBANCO SAMAYAC	14.50
809	EVENTOS CATOLICOS	14.50
811	LO DE REYES SAN PEDRO AYAMPUC	14.50
812	CALLE REAL SAN JOSE DEL GOLFO	29.00
813	CONGUACO	14.50
814	RENAP KOREA CENTER	14.50
815	SUPER DEL BARRIO CIUDAD REAL	14.50
819	PANORAMA EXPRESS	14.50
822	COMAPA	14.50
823	GENOVA COSTA CUCA	14.50
824	SANTA MARIA CHIQUIMULA	14.50
825	CUNOC QUETZALTENANGO	14.50
827	CORPORATIVA QUETZALTENANGO	14.50
828	RABINAL CENTRO	14.50
829	CIUDAD SATELITE	14.50
830	LAS BRISAS	14.50
831	C.C. MOLINO DE LAS FLORES	14.50
832	CENTRO COMERCIAL LA TRINIDAD COATEPEQUE	29.00
833	LAS PALMAS COATEPEQUE	14.50
834	SAN SEBASTIAN HUEHUETENANGO	14.50
836	MEGAPACA CENTRAL	14.50
837	PARQUE CENTRAL RETALHULEU (VIP)	14.50
838	LAS POZAS RIO HONDO	14.50
839	SAN ANTONIO LA PAZ	14.50
841	MULTIMAYOREO ESCUINTLA	14.50
842	COLEGIO DE PROFESIONALES	14.50
843	SAN MIGUEL TOTONICAPAN	14.50
844	AUTOBANCO PALENCIA	14.50
845	CENTRO COMERCIAL REAL AMERICA	14.50
847	CUNOROC	14.50
848	RIO SAN JUAN AGUACATAN	14.50
849	CENTRO COMERCIAL LA ISLA	14.50
850	AUTOBANCO SAN RAFAEL LAS FLORES	14.50
852	MUNICIPALIDAD SAN PABLO JOCOPILAS	14.50
853	MUNICIPALIDAD DE SAN GABRIEL	14.50
854	MUNICIPALIDAD DE SAN MIGUEL PANAN SUCHITEPEQ	14.50
855	LA REYNITA SAYAXCHE	14.50
856	CONTEPEQUE ATESCATEMPA JUTIAPA	14.50
858	TECTITAN	14.50
859	LA TERMINAL USPANTAN	14.50
860	AUTOBANCO SAN MARTIN JILOTEPEQUE	14.50
861	SAN PEDRO JOCOPILAS	14.50
863	PATZITE	14.50
864	EL INJERTO LA LIBERTAD	14.50
865	AUTOBANCO CALZADA ASTURIAS	14.50
869	PANORAMA XELA	14.50
870	MORALES CENTRO	14.50
871	LA BARRANCA GRANDE	14.50
872	BUENOS AIRES	14.50
875	AUTOBANCO AMBERES	14.50
876	SIPACAPA SAN MARCOS	14.50
877	AUTOBANCO MAYUELAS	14.50
878	AUTOBANCO PLAYITAS	14.50
879	MUNICIPALIDAD SAN PEDRO AYAMPUC	14.50
881	SAN MIGUEL SIGUILA	14.50
882	OLINTEPEQUE	14.50
883	ARGUETA	14.50
884	MINISTERIO DE GOBERNACION	14.50
885	MERCADO LA DEMOCRACIA XELA	14.50
886	LA ESPERANZA	14.50
887	AUTOBANCO CONDADO SAN CRISTOBAL TOTONICAPAN	14.50
888	MUXBAL	29.00
889	MUNICIPALIDAD DE JALAPA	14.50
890	PUERTO DE IZTAPA	14.50
891	GUANAGAZAPA	14.50
892	PASACO	14.50
893	PALESTINA LAS CRUCES	14.50
895	ALDEA EL OBRAJUELO AGUA BLANCA	14.50
896	TIUCAL ASUNCION MITA JUTIAPA	14.50
906	 	14.50
1000	Mercado Sipacate	14.50
1001	AUTOBANCO CIUDAD QUETZAL	14.50
1003	AUTOBANCO EL PORVENIR / EL CARMEN	14.50
1004	2do. REGISTRO DE LA PROPIEDAD	14.50
1005	AUTOBANCO PLAZA MINERVA CHIQUIMULA	14.50
1006	AUTOBANCO PLAZA LOS PINOS QUETZALTEPEQUE	14.50
1007	MERCADO SANTA CATARINA	14.50
1008	MANZANOTES	14.50
1009	PLAZA CENTRA SUR	14.50
1010	Autobanco La Democracia Escuintla	14.50
1013	CIUDAD PERONIA	14.50
1014	AUTOBANCO FALLABON	14.50
1015	EL CALVARIO	14.50
1017	MERCADO SAN BENITO	14.50
1019	PLAZA SAN FRANCISCO	14.50
1020	CENTRO COMERCIAL PORTALES ZONA 17	14.50
1021	COLEGIO DE INGENIEROS DE GUATEMALA	14.50
1022	Atlantis	14.50
1023	Naranjo Mall	29.00
1024	RENAP TOTONICAPAN	14.50
1025	ESMERALDA	14.50
1026	SEGUNDO REGISTRO DE LA PROPIEDAD	14.50
1029	CENTRO COMERCIAL TIKAL FUTURA	14.50
2083	MAXIDESPENSA VILLA NUEVA	14.50
2084	MAXI DESPENSA ROOSEVELT	14.50
2085	MAXI BODEGA AGENCIA ANEXO NO. 221	14.50
2087	MAXIDESPENSA ATLANTIDA	14.50
2088	MAXIDESPENSA TRIGALES	14.50
2089	CENTRO COMERCIAL PRADERA HUEHUTENANGO	14.50
2090	MAXIDESPENSA CHIMALTENANGO	14.50
9369	 	14.50
