Enlace	Oficina_Contable	Remoto	Descripcion	Proveedor	ID	AnchoBanda	Costo_Dolares
1541	109	1090003	CANAL 27	TIGO	26162	1024	190.40
740	110	110	ADUANA PEDRO DE ALVARADO	TIGO	13541	1024	190.40
2317	114	114	PUERTO QUETZAL	TIGO	87265	1024	190.40
2257	122	122	CAHABON	TIGO	71717	1024	190.40
2229	123	123	TUCURU	TIGO	71716	1024	190.40
943	143	143	NUEVO SAN CARLOS	TIGO	25698	1024	190.40
467	144	144	SAN BENITO PETEN	TIGO	2810	1024	190.40
57	152	152	AUTOBANCO PROGRESO JUTIAPA	TIGO	4708	1024	190.40
460	161	161	SAN PEDRO CARCHA	TIGO	2525	1024	190.40
1401	164	1640001	RENAP AMATITLAN	TIGO	29161	1024	190.40
1993	167	167	TRANSITO GALERIAS DEL SUR	TIGO	764	1024	190.40
685	171	171	CUBULCO	TIGO	12516	1024	190.40
592	176	176	YUPILTEPEQUE	TIGO	24856	1024	190.40
1001	179	179	PALIN	TIGO	2108	1024	190.40
2223	182	182	SAN MIGUEL ACATAN	TIGO	71712	1024	190.40
1447	186	186	CENTENARIO MAZATENANGO	TIGO	39903	1024	190.40
1975	198	1980002	OFIBODEGAS DEL NORTE	TIGO	61679	1024	190.40
1228	202	2020001	RENAP COATEPEQUE	TIGO	29171	1024	190.40
313	205	205	IGSS ZONA 9	TIGO	756	1024	190.40
431	208	208	ADUANA PUERTO FRONTERIZO - TECUN UMAN	TIGO	2106	1024	190.40
2334	209	209	EL NARANJO	TIGO	87266	1024	190.40
396	212	212	MERCADO CENTRAL ZONA 1	TIGO	1533	1024	190.40
421	218	218	PLAZA HELVETIA ROOSEVELT	TIGO	2299	1024	190.40
1370	221	221	SANTA LUCIA COTZ	TIGO	31956	1024	190.40
395	223	223	MERCADO EL GRANERO	TIGO	1532	1024	190.40
303	224	224	MERCADO LA PALMITA	TIGO	733	1024	190.40
292	225	225	MERCADO EL GUARDA	TIGO	722	1024	190.40
420	226	226	OJ ZONA 9	TIGO	2145	1024	190.40
871	227	2270001	ANEXO SANTO TOMAS DE CASTILLA	TIGO	17524	1024	190.40
314	229	229	SAN MIGUEL PETAPA	TIGO	719	1024	190.40
2053	232	232	SAN JUAN SACATEPEQUEZ	TIGO	62564	1024	190.40
1970	232	2320001	RENAP SAN JUAN SACATEPEQUEZ	TIGO	29174	1024	190.40
298	234	234	VILLA HERMOSA	TIGO	721	1024	190.40
390	236	236	REGISTRO MERCANTIL	TIGO	1460	1024	190.40
2215	243	243	LANQUIN	TIGO	71707	1024	190.40
389	245	245	MINISTERIO PUBLICO	TIGO	1459	1024	190.40
419	246	246	LOS ENCUENTROS	TIGO	2107	1024	190.40
323	247	247	ZONA FRANCA	TIGO	1198	1024	190.40
505	248	2480001	DISTRIBUIDORA EL QUICHE	TIGO	4751	1024	190.40
423	248	248	AUTOBANCO - QUICHE	TIGO	2110	1024	190.40
360	249	249	AUTOBANCO - QUETZALTENANGO	TIGO	1236	2048	280.00
320	250	250	AUTOBANCO - ROOSEVELT	TIGO	1134	1024	190.40
568	252	252	CABRICAN	TIGO	9595	1024	190.40
455	253	253	AUTOBANCO - COBAN	TIGO	2524	1024	190.40
2082	254	254	SENAHU	TIGO	63115	1024	190.40
453	258	258	LA LIBERTAD	TIGO	26620	1024	190.40
638	259	259	SANTA CLARA LA LAGUNA	TIGO	7622	1024	190.40
406	261	261	MERCADO SUR 2	TIGO	1797	1024	190.40
417	262	262	MERCADO SAN MARTIN	TIGO	2724	1024	190.40
418	264	264	AUTOBANCO - CIUDAD VIEJA	TIGO	2153	1024	190.40
442	267	267	AUTOBANCO - VILLA CLARITA	TIGO	2320	1024	190.40
434	268	268	SAN RAYMUNDO	TIGO	2321	1024	190.40
435	269	269	SAN PEDRO PINULA	TIGO	28713	1024	190.40
497	270	270	EL JOCOTILLO VILLA CANALES	TIGO	4589	1024	190.40
463	271	271	SANTIAGO SACATEPEQUEZ	TIGO	2318	1024	190.40
2019	273	2730001	RENAP ESCUINTLA	TIGO	52225	1024	190.40
462	274	274	SAN LUIS JILOTEPEQUE	TIGO	2732	1024	190.40
474	277	277	MERCADO ROOSEVELT	TIGO	2723	1024	190.40
591	281	281	SUMPANGO	TIGO	11713	1024	190.40
2459	282	282	PERIROOSEVELT	TIGO	2637	1024	190.40
476	287	287	VILLA CANALES	TIGO	3024	1024	190.40
1380	289	289	SANTA CRUZ VERAPAZ	TIGO	9610	1024	190.40
1400	290	290	SAN MIGUEL IXTAHUACAN	TIGO	30037	1024	190.40
490	291	291	PAJAPITA	TIGO	3723	1024	190.40
498	292	2920001	ANEXO NAHUALA	TIGO	4590	1024	190.40
2058	307	307	SAN LUCAS TOLIMAN	TIGO	4706	1024	190.40
2196	309	3090002	OJ CENTRO DE JUSTICIA DE FAMILIA	TIGO	69852	1024	190.40
1046	312	312	ORGANISMO JUDICIAL HUEHUETENANGO	TIGO	4710	1024	190.40
2465	313	313	UTZ ULEW MALL	TIGO	6051	1024	190.40
519	322	322	PLAZA ATANAZIO TZUL	TIGO	5403	1024	190.40
2054	326	326	AUTOBANCO TERMINAL RETALHULEU	TIGO	62565	1024	190.40
956	327	327	MERCADO LA VILLA	TIGO	23629	1024	190.40
1953	328	328	LA LIBERTAD HUEHUETENANGO	TIGO	61769	1024	190.40
563	331	331	SAT SOLOLA	TIGO	6693	1024	190.40
642	347	347	SAN PEDRO SACATEPEQUEZ	TIGO	11635	1024	190.40
590	350	350	SANTRA CRUZ BALANYA	TIGO	9606	1024	190.40
670	359	359	DESPENSA CUYOTENANGO	TIGO	12271	1024	190.40
1660	360	360	DESPENSA POPTUN	TIGO	51001	1024	190.40
802	368	368	MERCADO VENEZUELA	TIGO	16866	1024	190.40
1476	369	369	CATARINA	TIGO	12527	1024	190.40
748	371	371	AUTOBANCO CENTRO COMERCIAL EL NARANJO	TIGO	13336	1024	190.40
769	372	372	AUTOBANCO MERCADO CUILAPA	TIGO	13347	1024	190.40
697	374	374	AUTOBANCO  TECPAN	TIGO	12649	1024	190.40
2197	375	375	21 CALLE ZONA 1	TIGO	26441	1024	190.40
692	377	377	SALA DE CONTEO	TIGO	12648	1024	190.40
2333	382	382	SAYAXCHE PARQUE CENTRAL	TIGO	87267	1024	190.40
746	385	385	10 CALLE ZONA 01	TIGO	13335	1024	190.40
716	392	392	WAY VILLA NUEVA	TIGO	13157	1024	190.40
717	393	393	WAY AMATITLAN	TIGO	13154	1024	190.40
1316	403	403	BOSQUES DE SAN NICOLAS	TIGO	30809	1024	190.40
2207	409	4090001	SAT BOULEVARD LOS PROCERES	TIGO	30017	1024	190.40
2434	410	4100001	SAT DUBAI	TIGO	50049	1024	190.40
607	412	412	METATERMINAL DEL NORTE	TIGO	13911	5120	504.00
611	416	416	PUERTA PARADA	TIGO	13147	1024	190.40
1795	418	418	CORPICO	TIGO	88781	1024	190.40
2025	419	419	SAN JOSE LA VI?A	TIGO	61684	1024	190.40
1834	421	421	EUROPLAZA	TIGO	55160	1024	190.40
1715	423	423	MUNICIPALIDAD DE SAN JUAN SACATEPEQUEZ	TIGO	52156	1024	190.40
1231	428	4280002	RENAP SALAMA	TIGO	29173	1024	190.40
621	428	428	SALAMA 5A AVENIDA	TIGO	13145	1024	190.40
2401	430	4300001	UPANA PETEN	TIGO	23936	1024	190.40
973	435	435	IPALA 3A CALLE	TIGO	13100	1024	190.40
520	437	320	CHIQUIMULA 8A. AVENIDA	TIGO	5876	1024	190.40
633	440	440	ESCUINTLA 3A CALLE	TIGO	13098	1024	190.40
936	442	442	AUTOBANCO NEBAJ 2	TIGO	13097	1024	190.40
2225	450	450	SAN CARLOS ALZATATE	TIGO	71715	1024	190.40
2092	451	451	RIO BLANCO	TIGO	30038	1024	190.40
786	454	454	SUZUKI LA CASTELLANA	TIGO	16407	1024	190.40
812	459	459	PATZICIA	TIGO	17028	1024	190.40
1100	462	462	MERCADO LA ASUNCION	TIGO	26604	1024	190.40
900	463	463	AUTOBANCO GUALAN	TIGO	18546	1024	190.40
2469	466	466	SALTAN	TIGO	137	750	80.00
2039	468	468	LOS GIRASOLES PATZUN	TIGO	61685	1024	190.40
1011	472	472	ZUNIL	TIGO	25591	1024	190.40
1006	486	486	MERCADO TRIGALES	TIGO	25529	1024	190.40
947	489	489	AUTOBANCO SANARATE	TIGO	23934	1024	190.40
1008	491	491	AUTOBANCO PRADERA HUEHUETENANGO	TIGO	90124	1024	190.40
820	492	492	AUTOBANCO PATULUL	TIGO	17393	1024	190.40
845	493	493	MERCADO VILLA NUEVA	TIGO	17394	2048	280.00
639	495	495	OASIS EXPRESS CHIQUIMULA	TIGO	6754	1024	190.40
1123	497	497	AUTOBANCO LAS CHAMPAS	TIGO	27447	1024	190.40
939	511	511	XELA CENTER	TIGO	23938	1024	190.40
934	513	513	SAN JERONIMO	TIGO	23935	1024	190.40
1909	519	519	CC EL TRIANGULO	TIGO	18160	1024	190.40
930	526	526	SAN MIGUEL DUE?AS	TIGO	2808	1024	190.40
2224	529	529	TAMAHU	TIGO	71713	1024	190.40
931	530	530	AUTOBANCO CHIMALTENANGO	TIGO	19106	1024	190.40
2063	533	533	AUTOBANCO PLAYA GRANDE	TIGO	62567	1024	190.40
1012	538	538	TERMINAL CHIQUIMULA	TIGO	25514	1024	190.40
975	539	539	CHAMPERICO	TIGO	23933	1024	190.40
913	541	541	PRADERA PALIN	TIGO	18582	1024	190.40
945	548	548	WAY SAN PEDRO SACATEPEQUEZ SAN MARCOS	TIGO	23931	1024	190.40
946	549	549	WAY EL FRUTAL	TIGO	23937	1024	190.40
2059	553	553	EL CHAL II	TIGO	33403	1024	190.40
1007	556	556	AUTOBANCO LAS AMERICAS XELA	TIGO	25988	1024	190.40
1081	559	559	AUTOBANCO LA ARENERA	TIGO	26374	1024	190.40
1000	561	561	AUTOBANCO SAN JOSE PINULA	TIGO	25756	1024	190.40
1005	562	562	AUTOBANCO ESCUINTLA	TIGO	25476	1024	190.40
982	563	563	GRAMEEN SAN LUCAS TOLIMAN	TIGO	23939	1024	190.40
983	565	565	GRAMEEN PATZICIA	TIGO	23940	1024	190.40
2170	566	566	GRAMEEN EL QUICHE	TIGO	24894	1024	190.40
993	567	567	GRAMEEN TOTONICAPAN	TIGO	25978	1024	190.40
1109	570	570	SAN JOSE EL IDOLO	TIGO	26835	1024	190.40
1035	573	573	SAN ISABEL CORP	TIGO	25528	1024	190.40
1410	578	578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	TIGO	27915	1024	190.40
1491	582	5820001	ANEXO AUTOBANCO EL TEJAR	TIGO	43373	1024	190.40
1042	586	586	MEGA FRATER	TIGO	25775	1024	190.40
1048	587	587	USAC - FARMACIA Z 1	TIGO	25990	1024	190.40
1073	588	588	TACTIC SAN JACINTO	TIGO	26051	1024	190.40
1585	597	597	SANTA BARBARA	TIGO	26791	1024	190.40
1492	598	598	GRAMEEN CHIMALTENANGO	TIGO	26272	1024	190.40
1803	600	600	GRAMEEN JOYABAJ	TIGO	26273	1024	190.40
1101	603	603	AUTOBANCO EL ENCINAL	TIGO	26637	1024	190.40
1102	604	604	AUTOBANCO SAN RAFAEL ZONA 18	TIGO	26605	1024	190.40
1800	605	605	EL PALMAR QUETZALTENANGO	TIGO	63957	1024	190.40
1112	606	606	SANTO DOMINGO	TIGO	26832	1024	190.40
1103	607	607	PASEO VILLA HERMOSA	TIGO	26606	1024	190.40
2237	607	6070001	SAT PACIFIC VILLA HERMOSA	TIGO	74290	1024	190.40
1126	608	608	COMITANCILLO	TIGO	57222	1024	190.40
2216	609	609	EL ASINTAL	TIGO	71710	1024	190.40
1116	610	610	JUZGADO DE TURNO ESCUINTLA	TIGO	26903	1024	190.40
1124	611	611	RIO BRAVO	TIGO	27838	1024	190.40
1357	612	612	IGLESIA EL CALVARIO	TIGO	31519	1024	190.40
1127	616	616	MINEDUC	TIGO	27143	1024	190.40
2217	617	617	SANTA LUCIA LA REFORMA	TIGO	71708	1024	190.40
2152	618	618	FRATER ROOSEVELT	TIGO	27258	1024	190.40
1135	619	619	VERBO EL NARANJO	TIGO	27259	1024	190.40
2056	620	620	LOS CIMIENTOS	TIGO	61767	1024	190.40
1137	621	621	LIGA NACIONAL CONTRA EL CANCER	TIGO	27284	1024	190.40
1140	624	624	C.C. PASEO LAS PALMAS RETALHULEU	TIGO	49112	1024	190.40
1141	625	625	GRAMEEN SAN MARCOS	TIGO	27286	1024	190.40
2051	626	626	MUNICIPALIDAD DE CHIQUIMULA	TIGO	61683	1024	190.40
2455	627	627	LA PARROQUIA ZONA REYNA	TIGO	404530	1024	190.40
1757	628	628	SAN JOSE VILLA NUEVA	TIGO	52873	1024	190.40
1176	631	631	MERCADO RETALHULEU	TIGO	30685	1024	190.40
2219	632	632	ZAPOTITLAN	TIGO	71711	1024	190.40
1495	633	633	PRADERA PUERTO BARRIOS	TIGO	30552	1024	190.40
1310	636	636	GRAMEEN SANTA LUCIA COTZUMALGUAPA	TIGO	30717	1024	190.40
1311	640	640	GRAMEEN SAN ANTONIO SUCHITEPEQUEZ	TIGO	30729	1024	190.40
496	641	641	IGSS CHICACAO	TIGO	4588	1024	190.40
1252	647	647	GRAMEEN CIUDAD VIEJA	TIGO	30005	1024	190.40
1248	648	648	METAMERCADO COATEPEQUE	TIGO	30006	1024	190.40
1998	648	6480001	DIMACO COATEPEQUE	TIGO	1148	1024	190.40
1169	650	650	MEGAPACA PACIFIC VILLA HERMOSA	TIGO	28614	1024	190.40
1164	653	653	MEGAPACA 18 CALLE	TIGO	28618	1024	190.40
1163	655	655	MINISTERIO DE ENERGIA Y MINAS	TIGO	28285	1024	190.40
1332	658	658	SANTA CRUZ RIO HONDO	TIGO	30786	1024	190.40
1477	661	661	PLAZA FINACIERA CENTRA SUR	TIGO	41973	1024	190.40
1256	663	663	DEL MAESTRO ZONA 1	TIGO	30396	1024	190.40
1493	665	665	PASAPORTES MIGRACION	TIGO	43128	1024	190.40
1178	666	666	MUNICIPALIDAD SAN BERNARDINO	TIGO	28711	1024	190.40
1197	670	670	MUNICIPALIDAD EL PROGRESO JUTIAPA	TIGO	28655	1024	190.40
1190	673	673	MEGAPACA AVENIDA PETAPA	TIGO	28616	1024	190.40
1865	676	676	SANTA ROSA DE LIMA	TIGO	30223	1024	190.40
2222	680	680	TAJUMULCO	TIGO	71709	1024	190.40
1251	682	682	GRAMEEN COATEPEQUE	TIGO	30009	1024	190.40
2456	685	685	ADUANA EL CEIBO	TIGO	405170	1024	190.40
1334	686	686	CC PLAZA DEL LAGO AMATITLAN	TIGO	30737	1024	190.40
1364	688	688	MEGAPACA EL FARO	TIGO	31424	1024	190.40
1489	689	689	MEGAPACA EL CARMEN	TIGO	43056	1024	190.40
1376	694	694	MUNICIPALIDAD DE COBAN	TIGO	32676	1024	190.40
1304	701	701	AUTOBANCO JOCOTAN	TIGO	38462	1024	190.40
1389	702	702	SAN ANDRES PETEN	TIGO	37919	1024	190.40
1365	708	708	MEGAPACA PERIFERICO	TIGO	31509	1024	190.40
1366	709	709	MEGAPACA CALLE MARTI	TIGO	32962	1024	190.40
2031	710	710	CENTRO COMERCIAL LAS PUERTAS	TIGO	32624	1024	190.40
1369	711	711	MERCADO CARCHA	TIGO	32619	1024	190.40
1382	712	712	UNIVERSIDAD CUNORI	TIGO	32966	1024	190.40
1384	713	713	MINI MUNI MIXCO NUEVA MONTSERRAT	TIGO	32938	1024	190.40
1404	717	717	PLAZA EL AMATE	TIGO	37218	1024	190.40
1910	720	7200001	RENAP QUICHE CENTRO	TIGO	32937	1024	190.40
1405	724	724	MERCADO SANTA ELENA	TIGO	37635	1024	190.40
1436	729	729	GRAMEEN CHIQUIMULILLA	TIGO	38536	1024	190.40
2326	732	732	SAN BARTOLO AGUAS CALIENTES	TIGO	87268	1024	190.40
2007	733	733	CC PRADERA CONCEPCION	TIGO	38805	1024	190.40
1198	742	742	MUNICIPALIDAD DE VILLA CANALES	TIGO	28659	1024	190.40
2055	747	747	PACHALUM CALLE DE LAS FLORES	TIGO	62885	1024	190.40
576	748	748	NUEVA SANTA ROSA	TIGO	7520	1024	190.40
1471	759	759	CC SANTA CLARA VILLA NUEVA	TIGO	40598	1024	190.40
1478	760	760	MERCADO JALAPA	TIGO	43078	1024	190.40
1590	764	764	MERCADO MONJAS	TIGO	28660	1024	190.40
1969	784	784	GODINEZ	TIGO	61770	1024	190.40
1564	789	789	MERCADO COBAN	TIGO	30007	1024	190.40
1652	798	798	MUNICIPALIDAD ESQUIPULAS	TIGO	51671	1024	190.40
1591	800	800	PLAZA MEGAPACA ZONA 17	TIGO	46220	1024	190.40
2458	818	818	MINISTERIO DE AMBIENTE	TIGO	50050	1024	190.40
1640	820	820	PARQUE CENTRAL EL TEJAR	TIGO	50952	1024	190.40
2049	826	826	AUTOBANCO LAS VERAPACES	TIGO	37920	1024	190.40
2461	840	840	TAJUMUCO	TIGO	405172	1024	190.40
2071	855	855	LA REYNITA SAYAXCHE	TIGO	29160	1024	190.40
2057	862	862	EL BOQUERON	TIGO	61768	1024	190.40
2466	864	864	EL INJERTO LA LIBERTAD	TIGO	405173	1024	190.40
2339	883	883	ARGUETA	TIGO	61771	1024	170.00
1716	884	884	MINISTERIO DE GOBERNACION	TIGO	55201	1024	190.40
1630	917	1999006	COMCEL/TIGO	TIGO	47065	1024	112.00
1844	917	1999044	DATA CENTER MAYCOM	TIGO	55090	1024	190.40
689	917	1999010	EEGSA	TIGO	1138	1024	112.00
1543	917	1999037	SAT	TIGO	39683	2048	280.00
677	917	1999007	MUNI GUATE	TIGO	3218	1024	112.00
1628	917	1999010	EEGSA	TIGO	47067	1024	112.00
676	917	1999006	COMCEL/TIGO	TIGO	825	1024	112.00
2200	919	1999053	MIGRACION DATA CENTER	TIGO	68284	1024	190.40
675	920	1999005	TELNOR / NOC	TIGO	1957	512	190.40
1572	920	1999038	SITIO ALTERNO LAS CHARCAS ZONA 11	TIGO	38730	51200	0.01
679	920	1999009	TORRE BANRURAL	TIGO	11988	1024	112.00
678	948	1999001	INTERNET	TIGO	11946	61440	3920.00
2288	948	1999001	INTERNET	TIGO	70220	61440	3920.00
2027	958	1999052	Agencia Virtual Data Center zona 11	TIGO	19191	1024	190.40
2299	1002	1002	MERCADO BARBERENA	TIGO	63955	1024	190.40
2194	1012	1012	PITZAL	TIGO	71720	1024	190.40
472	1016	1016	ANEXO 2 CHIANTLA	TIGO	3023	1024	190.40
2433	1030	1030	PLAZA KALU	TIGO	38375	1024	190.40
2457	1032	1032	CENTRO COMERCIAL OAKLAND MALL	TIGO		1024	0.00
2462	1033	1033	SANTO DOMINGO XENACOJ	TIGO	1163	2048	0.00
1767	2086	2086	MAXI BODEGA ATANASIO TZUL	TIGO	53049	1024	190.40
1785	2092	2092	MAXIDESPENSA PLAZA SAN RAFAEL ZONA 18	TIGO	54541	1024	190.40
