rm_oficinacontable	descripcion	monto_USD$
182	SAN MIGUEL ACATAN	10.32
183	PRISA	10.32
184	TERMINAL JUTIAPA	20.64
185	IGSS CENTRAL	10.32
186	CENTENARIO MAZATENANGO	10.32
187	SAN ANTONIO SUCHITEPEQUEZ	10.32
188	IGSS ZONA 5	10.32
189	19 AVENIDA ZONA 6	10.32
190	IGSS ZONA 11	10.32
192	IGSS MONTE REAL	10.32
193	IGSS RETALHULEU	10.32
194	IGSS PAMPLONA	10.32
195	TIQUISATE	10.32
196	SAN MIGUEL POCHUTA	10.32
197	TACTIC	10.32
198	SIMON BOLIVAR MORALES	20.64
199	MERCADO QUETZALTENANGO	10.32
200	CHAJUL	10.32
201	SALCAJA	20.64
202	MERCADO SANTO TOMAS DE CASTILLA	20.64
203	PATULUL	10.32
204	CHICACAO	10.32
205	IGSS ZONA 9	20.64
206	MEGA PRIMMA	20.64
207	CHIQUIMULA CENTRO	10.32
208	ADUANA PUERTO FRONTERIZO - TECUN UMAN	10.32
209	EL NARANJO	20.64
210	MERCADO TERMINAL ZONA 4	10.32
211	MERCADO LA FLORIDA	10.32
212	MERCADO CENTRAL ZONA 1	10.32
213	MERCADO LA PARROQUIA	10.32
216	MUNICIPALIDAD DE VILLA NUEVA	10.32
218	PLAZA HELVETIA ROOSEVELT	10.32
219	LOS OLIVOS	10.32
220	MONJAS	10.32
221	SANTA LUCIA COTZ	10.32
222	SAN ANDRES SAJCABAJA	10.32
223	MERCADO EL GRANERO	10.32
224	MERCADO LA PALMITA	10.32
225	MERCADO EL GUARDA	20.64
226	OJ ZONA 9	10.32
227	SANTO TOMAS DE CASTILLA	20.64
228	SAT ZONA 9	20.64
229	SAN MIGUEL PETAPA	10.32
231	SAN PABLO SAN MARCOS	10.32
232	SAN JUAN SACATEPEQUEZ	20.64
233	ALMOLONGA	10.32
234	VILLA HERMOSA	10.32
235	CENTRO COMERCIAL MONSERRAT	10.32
236	REGISTRO MERCANTIL	10.32
237	BOCA DEL MONTE	10.32
238	ZACUALPA	10.32
240	SANTA ANA HUISTA	10.32
241	RIO HONDO	10.32
242	SAT MAZATENANGO	10.32
243	LANQUIN	10.32
244	HOSPITAL ROOSEVELT	10.32
245	MINISTERIO PUBLICO	10.32
246	LOS ENCUENTROS	10.32
247	ZONA FRANCA	10.32
248	AUTOBANCO - QUICHE	20.64
249	AUTOBANCO - QUETZALTENANGO	10.32
250	AUTOBANCO - ROOSEVELT	10.32
251	LIVINGSTON	10.32
252	CABRICAN	10.32
253	AUTOBANCO - COBAN	10.32
254	SENAHU	10.32
256	USAC	10.32
257	AUTOBANCO - PETAPA	10.32
258	LA LIBERTAD	20.64
259	SANTA CLARA LA LAGUNA	20.64
260	MERCADO SAN JOSE MERCANTIL	10.32
261	MERCADO SUR 2	10.32
262	MERCADO SAN MARTIN	10.32
263	MERCADO LA PRESIDENTA	10.32
264	AUTOBANCO - CIUDAD VIEJA	10.32
265	SAN FELIPE RETALHULEU	10.32
266	CONCEPCION LAS MINAS	10.32
267	AUTOBANCO - VILLA CLARITA	10.32
268	SAN RAYMUNDO	10.32
269	SAN PEDRO PINULA	10.32
270	EL JOCOTILLO VILLA CANALES	10.32
271	SANTIAGO SACATEPEQUEZ	10.32
272	SANSARE	10.32
273	ESCUINTLA CENTRO	20.64
274	SAN LUIS JILOTEPEQUE	10.32
275	MAZATENANGO PLAZA AMERICA	10.32
276	MERCADO COLON	10.32
277	MERCADO ROOSEVELT	10.32
278	MERCADO LA REFORMITA	10.32
279	MERCADO BETHANIA	10.32
280	SAN ANDRES ITZAPA	10.32
281	SUMPANGO	10.32
282	PERIROOSEVELT	10.32
283	AUTOBANCO ZACAPA TAMARINDAL	10.32
284	ESTANZUELA	10.32
285	CHIANTLA	10.32
286	SAN IDELFONSO IXTAHUACAN	10.32
287	VILLA CANALES	10.32
288	ORATORIO	10.32
289	SANTA CRUZ VERAPAZ	10.32
290	SAN MIGUEL IXTAHUACAN	10.32
291	PAJAPITA	10.32
292	NAHUALA	20.64
293	SANTA LUCIA UTATLAN	10.32
294	MORAZAN	10.32
295	TACANA	10.32
296	SAN JUAN OSTUNCALCO	10.32
297	PARRAMOS	10.32
298	EL FRUTAL	10.32
300	INFOM	10.32
301	ORGANISMO JUDICIAL QUETZALTENANGO	20.64
302	QUEZADA	10.32
303	SIBILIA	10.32
304	CANILLA	10.32
306	LA GOMERA	10.32
307	SAN LUCAS TOLIMAN	10.32
308	DOLORES	10.32
309	IPM	20.64
312	ORGANISMO JUDICIAL HUEHUETENANGO	20.64
313	IGLESIA BETHANIA QUETZALTENANGO	20.64
314	PRADERA XELA	10.32
315	DECAM	10.32
316	SAN JOSE POAQUIL	10.32
319	PLAZA JADE	10.32
320	AUTOBANCO TERMINAL SANTA ELENA	10.32
321	CIUDAD VIEJA	10.32
322	PLAZA ATANAZIO TZUL	10.32
324	JOCOTAN	10.32
325	SAN JOSE	10.32
326	AUTOBANCO TERMINAL RETALHULEU	20.64
327	MERCADO LA VILLA	10.32
328	LA LIBERTAD HUEHUETENANGO	10.32
329	AUTOBANCO COATEPEQUE	20.64
330	CASILLAS	10.32
331	SAT SOLOLA	10.32
332	AYARZA	10.32
333	SEGUROS UNIVERSALES	10.32
334	CENTRO COMERCIAL ZONA 4	10.32
335	USUMATLAN	10.32
336	CABANAS	10.32
337	SAN DIEGO	10.32
338	SAN ANTONIO ILOTENANGO	10.32
339	CONTRALORIA GENERAL DE CUENTAS	20.64
340	2 CALLE ZONA 9	20.64
341	MERCADO CANDELARIA	10.32
342	MERCADO JUSTO RUFINO BARRIOS	10.32
343	SAN MATEO IXTATAN	10.32
344	SAN CRISTOBAL ACASAGUASTLAN	10.32
345	MINISTERIO PUBLICO FISCALIAS	10.32
347	SAN PEDRO SACATEPEQUEZ	10.32
348	MERCADO BARILLAS	10.32
349	SAN MARCOS HUISTA	10.32
350	SANTRA CRUZ BALANYA	10.32
352	MINISTERIO DE RELACIONES EXTERIORES	10.32
353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	10.32
354	CHAHAL	10.32
356	SAN AGUSTIN ACASAGUASTLAN	20.64
357	DESPENSA LOMAS DEL NORTE	10.32
358	MERCADO QUICHE ZONA 5	10.32
359	DESPENSA CUYOTENANGO	10.32
360	DESPENSA POPTUN	10.32
361	CUBULCO CENTRO	10.32
362	AVENIDA BOLIVAR	10.32
363	SAN JUAN COTZAL	10.32
364	MIRAFLORES	10.32
365	INTECAP	10.32
366	MEGA TERMINAL ZONA 4	10.32
367	AUTOBANCO JOYABAJ	10.32
368	MERCADO VENEZUELA	10.32
369	CATARINA	10.32
370	GUAZACAPAN	10.32
371	AUTOBANCO CENTRO COMERCIAL EL NARANJO	10.32
372	AUTOBANCO MERCADO CUILAPA	10.32
374	AUTOBANCO  TECPAN	10.32
375	21 CALLE ZONA 1	10.32
376	CENTRO COMERCIAL PACIFIC CENTER	10.32
377	SALA DE CONTEO	10.32
378	AUTOBANCO JALAPA	10.32
379	SANTA MARIA VISITACION	10.32
381	AUTOBANCO PUERTO BARRIOS	10.32
382	SAYAXCHE PARQUE CENTRAL	20.64
383	LAS ESCOBAS	10.32
384	CENTRO COMERCIAL MONTUFAR	10.32
385	10 CALLE ZONA 01	10.32
386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	10.32
389	SAN RAFAEL PIE DE LA CUESTA	10.32
390	PALESTINA DE LOS ALTOS	10.32
391	MERCADO GUASTATOYA	10.32
392	WAY VILLA NUEVA	10.32
393	WAY AMATITLAN	10.32
394	TERMINAL BAZARES	10.32
395	SANTA CATARINA IXTAHUACAN	10.32
396	CERINAL	10.32
397	ZARAGOZA CHIMALTENANGO	10.32
398	CONCEPCION TUTUAPA	10.32
400	SAN JUAN CHAMELCO	10.32
401	FRAIJANES	10.32
402	VISTA HERMOSA 2	10.32
403	BOSQUES DE SAN NICOLAS	20.64
404	AVENIDA PETAPA	10.32
405	NOVICENTRO	10.32
406	VILLA DE GUADALUPE	10.32
407	EL MUÑECON	10.32
408	CALZADA AGUILAR BATRES	10.32
409	LOS PROCERES	20.64
410	GEMINIS 10 NO. 2	20.64
411	METAMERCADO SAN JUAN	10.32
412	METATERMINAL DEL NORTE	20.64
413	SAN JOSE PINULA	10.32
414	ROOSEVELT 2	10.32
415	15 AVENIDA ZONA 6	10.32
416	PUERTA PARADA	10.32
417	SANTA FE	10.32
418	CORPICO	10.32
419	SAN JOSE LA VI?A	10.32
420	CENMA 2	10.32
421	EUROPLAZA	10.32
422	ALPASA	10.32
423	MUNICIPALIDAD DE SAN JUAN SACATEPEQUEZ	10.32
424	VILLA NUEVA 2	10.32
425	MALACATAN 5A AVENIDA	10.32
426	HUEHUETENANGO TORRE	10.32
427	ASUNCION MITA BARRIO EL CENTRO	10.32
428	SALAMA 5A AVENIDA	20.64
429	COATEPEQUE 5A AVENIDA	10.32
430	SANTA ELENA 4A CALLE	20.64
431	POPTUN 7A AVENIDA	10.32
432	MAZATENANGO 7A CALLE ZONA 2	20.64
433	BARILLAS 2A AVENIDA	10.32
434	LA MESILLA CARRETERA INTERAMERICANA	10.32
435	IPALA 3A CALLE	10.32
436	TECUN UMAN 3A AVENIDA	20.64
437	CHIQUIMULA 8A. AVENIDA	10.32
438	SOLOMA ZONA 1	10.32
440	ESCUINTLA 3A CALLE	10.32
441	COLOMBA	10.32
442	AUTOBANCO NEBAJ 2	10.32
443	SAN RAFAEL	10.32
444	JACALTENANGO 2	10.32
446	FLORES COSTA CUCA	10.32
447	LLANO LARGO	10.32
448	EL QUETZAL	10.32
449	SAN JOSE EL RODEO	10.32
450	SAN CARLOS ALZATATE	10.32
451	RIO BLANCO	10.32
452	MERCADO SANTO TOMAS DE CASTILLA	10.32
453	C.C. PRADERA ZONA10	10.32
454	SUZUKI LA CASTELLANA	10.32
455	MALACATANCITO HUEHUETENANGO	10.32
456	ORGANISMO JUDICIAL MIXCO	10.32
457	SIQUINALA	10.32
458	AUTOBANCO TECULUTAN	20.64
459	PATZICIA	10.32
460	MONTERRICO	10.32
461	TAXISCO	10.32
462	MERCADO LA ASUNCION	10.32
463	AUTOBANCO GUALAN	10.32
464	AUTOBANCO SAN JUAN SACATEPEQUEZ	10.32
465	CHANMAGUA	10.32
466	SALTAN	10.32
467	SAN FRANCISCO PETEN	10.32
468	LOS GIRASOLES PATZUN	10.32
469	ORGANISMO JUDICIAL ESCUINTLA	10.32
470	NIMASAC	10.32
471	POLOGUA	10.32
472	ZUNIL	10.32
474	CENTRO COMERCIAL TIKAL	10.32
475	LOS AMATES CENTRO	10.32
476	AUTOBANCO ALDEA MARISCOS	10.32
477	AUTOBANCO LA RUIDOSA	10.32
478	MERCADO LOS AMATES	10.32
481	CENTRO COMERCIAL MINUTO	10.32
482	GRACIAS A DIOS	10.32
483	SAN JUAN IXCOY	10.32
484	SAN JOSE CHACAYA	10.32
485	SAN JORGE ZACAPA	10.32
486	MERCADO TRIGALES	10.32
487	CONCEPCION CHIQUIRICHAPA	10.32
488	CHUARRANCHO	10.32
489	AUTOBANCO SANARATE	10.32
490	EL MILAGRO	10.32
491	AUTOBANCO PRADERA HUEHUETENANGO	10.32
492	AUTOBANCO PATULUL	10.32
493	MERCADO VILLA NUEVA	10.32
494	COMISARIATO MORALES	10.32
495	OASIS EXPRESS CHIQUIMULA	10.32
496	CENTRAL DE MAYOREO ALMOLONGA	10.32
497	AUTOBANCO LAS CHAMPAS	10.32
498	PARQUE JUTIAPA	10.32
499	ANEXO PANAJACHEL	10.32
500	WAY ASUNCION MITA	10.32
503	EL AMATILLO	10.32
504	AUTOBANCO GASO JUTIAPA	10.32
505	IGSS MONTUFAR	10.32
506	HORCONES 	10.32
507	SAN RAFAEL LAS FLORES	10.32
508	DESPENSA SANTA ELENA	10.32
509	CC SANTA AMELIA	10.32
510	SAN JOSE LA ARADA	10.32
511	XELA CENTER	10.32
512	UNION CANTINIL	10.32
513	SAN JERONIMO	10.32
514	SUPERMERCADO LA CASITA	10.32
515	UNIVERSITARIA JUTIAPA	10.32
517	CHINIQUE	10.32
518	MONTUFAR	10.32
519	CC EL TRIANGULO	10.32
520	SAN JUAN ATITAN	10.32
521	SANTIAGO CHIMALTENANGO	10.32
523	GRAMEEN PANAJACHEL	10.32
525	SAN MIGUEL CHICAJ	10.32
526	SAN MIGUEL DUE?AS	10.32
527	AUTOBANCO CRUCE SAN LUIS 	10.32
528	LA CONCHA	10.32
529	TAMAHU	10.32
530	AUTOBANCO CHIMALTENANGO	10.32
531	MULTIMAYOREO	10.32
532	PRADERA LINDA VISTA	10.32
533	AUTOBANCO PLAYA GRANDE	10.32
534	AUTOBANCO FRAY BARTOLOME DE LAS CASAS	10.32
535	TIERRA BLANCA	10.32
536	TRAPICHE	10.32
537	GRAN KARMEL	10.32
538	TERMINAL CHIQUIMULA	10.32
539	CHAMPERICO	10.32
540	CC LA DOCE	10.32
541	PRADERA PALIN	10.32
542	OJ ANTIGUA GUATEMALA	10.32
543	MERCADO ANTIGUA GUATEMALA	10.32
545	PRADERA CHIQUIMULA	10.32
546	WAY ZONA 6 PARROQUIA 	10.32
548	WAY SAN PEDRO SACATEPEQUEZ SAN MARCOS	10.32
549	WAY EL FRUTAL	10.32
551	CENTRO COMERCIAL EL JAULON	10.32
553	EL CHAL II	10.32
554	HUITAN QUETZALTENANGO	10.32
555	SAN ANTONIO AGUAS CALIENTES	10.32
556	AUTOBANCO LAS AMERICAS XELA	10.32
557	MERCADO SANTA LUISA	10.32
558	SAN MARTIN SACATEPEQUEZ	10.32
559	AUTOBANCO LA ARENERA	10.32
560	SANTA APOLONIA	10.32
561	AUTOBANCO SAN JOSE PINULA	10.32
562	AUTOBANCO ESCUINTLA	20.64
563	GRAMEEN SAN LUCAS TOLIMAN	10.32
565	GRAMEEN PATZICIA	10.32
566	GRAMEEN EL QUICHE	10.32
567	GRAMEEN TOTONICAPAN	10.32
568	AUTOBANCO CC METRO PLAZA RETALHULEU	10.32
569	SANTO TOMAS LA UNION SUCHITEPEQUEZ	10.32
570	SAN JOSE EL IDOLO	10.32
571	DIMACO PAJAPITA SAN MARCOS	10.32
572	RENAP SANTA CATARINA PINULA	20.64
573	SAN ISABEL CORP	10.32
574	SANTA MARIA DE JESUS	10.32
575	COLOTENANGO	10.32
576	TANQUE LA UNION ANTIGUA	10.32
577	DGAC MUNDO MAYA PETEN	10.32
578	AUTOBANCO JAGUAR AEROPUERTO MUNDO MAYA	10.32
580	AUTOBANCO JAGUAR SAN BENITO	10.32
581	EL ADELANTO	10.32
582	AUTOBANCO El TEJAR	30.95
583	AUTOBANCO JAGUAR POPTUN	10.32
584	JEREZ	10.32
586	MEGA FRATER	10.32
587	USAC - FARMACIA Z 1	10.32
588	TACTIC SAN JACINTO	10.32
589	ALDEA LA ERMITA	10.32
590	SUPER DEL BARRIO CARRETERA AL ATLANTICO	10.32
591	LA MAQUINA 2	10.32
592	ZUNILITO	10.32
593	SAN FRANCISCO ZAPOTITLAN 	10.32
594	CABALLO BLANCO	10.32
595	CHINAUTLA	10.32
596	MEGAMEDICA ZACAPA	10.32
597	SANTA BARBARA	10.32
598	GRAMEEN CHIMALTENANGO	10.32
600	GRAMEEN JOYABAJ	10.32
601	AUTOBANCO ENTRE RIOS	10.32
603	AUTOBANCO EL ENCINAL	10.32
604	AUTOBANCO SAN RAFAEL ZONA 18	10.32
605	EL PALMAR QUETZALTENANGO	10.32
606	SANTO DOMINGO	10.32
607	PASEO VILLA HERMOSA	20.64
608	COMITANCILLO	10.32
609	EL ASINTAL	10.32
610	JUZGADO DE TURNO ESCUINTLA	10.32
611	RIO BRAVO	10.32
612	IGLESIA EL CALVARIO	10.32
613	COLONIA MAYA	10.32
614	SANTA ELENA BARILLAS	10.32
615	MERCADO SAN JOSE DEL GOLFO	20.64
616	MINEDUC	10.32
617	SANTA LUCIA LA REFORMA	10.32
618	FRATER ROOSEVELT	10.32
619	VERBO EL NARANJO	10.32
620	LOS CIMIENTOS	10.32
621	LIGA NACIONAL CONTRA EL CANCER	10.32
622	UNIVERSIDAD PANAMERICANA	10.32
623	SANTA ANA PETEN	10.32
624	C.C. PASEO LAS PALMAS RETALHULEU	20.64
625	GRAMEEN SAN MARCOS	10.32
626	MUNICIPALIDAD DE CHIQUIMULA	10.32
627	LA PARROQUIA ZONA REYNA	10.32
628	SAN JOSE VILLA NUEVA	10.32
629	MERCADO NUEVA CONCEPCION	10.32
630	CENTRO COMERCIAL CATALINA VILLA NUEVA	10.32
631	MERCADO RETALHULEU	10.32
632	ZAPOTITLAN	10.32
633	PRADERA PUERTO BARRIOS	10.32
634	SUPERDICASA LA DEMOCRACIA	10.32
635	SAN SEBASTIAN COATAN	10.32
636	GRAMEEN SANTA LUCIA COTZUMALGUAPA	10.32
637	SAN JUAN ERMITA CHIQUIMULA	10.32
638	SAN JACINTO	10.32
639	GRAMEEN SACAPULAS	10.32
640	GRAMEEN SAN ANTONIO SUCHITEPEQUEZ	10.32
641	IGSS CHICACAO	10.32
643	MEGAPACA PASEO SAN NICOLAS	10.32
644	MEGAPACA EL GUARDA	10.32
646	MEGAPACA VILLA NUEVA	10.32
647	GRAMEEN CIUDAD VIEJA	10.32
648	METAMERCADO COATEPEQUE	20.64
649	ACATENANGO	10.32
650	MEGAPACA PACIFIC VILLA HERMOSA	10.32
652	SAT CUILAPA	10.32
653	MEGAPACA 18 CALLE	10.32
654	SAN VICENTE PACAYA	20.64
655	MINISTERIO DE ENERGIA Y MINAS	10.32
656	GRAMEEN SANTA CLARA LA LAGUNA	10.32
657	SAN PEDRO YEPOCAPA	10.32
658	SANTA CRUZ RIO HONDO	10.32
659	C.C. ESKALA ROOSEVELT	10.32
660	CC ALTAVISTA	10.32
661	PLAZA FINACIERA CENTRA SUR	20.64
662	PORTUARIA QUETZAL (PTO)	10.32
663	DEL MAESTRO ZONA 1	20.64
664	SANTA CRUZ NARANJO	10.32
665	PASAPORTES MIGRACION	10.32
666	MUNICIPALIDAD SAN BERNARDINO	10.32
667	GUINEALES	10.32
669	PASEO DE LAS AMERICAS XELA	10.32
670	MUNICIPALIDAD EL PROGRESO JUTIAPA	10.32
671	MUNICIPALIDAD FRAIJANES	10.32
672	MEGAPACA MIXCO	10.32
673	MEGAPACA AVENIDA PETAPA	10.32
675	SAN JOSE ACATEMPA	10.32
676	SANTA ROSA DE LIMA	10.32
677	CALZADA MOPAN DOLORES PETEN	10.32
679	SAN PEDRO SACATEPEQUEZ CENTRO	10.32
680	TAJUMULCO	10.32
681	SAN JOSE OJETENAM	10.32
682	GRAMEEN COATEPEQUE	10.32
683	SAN ANTONIO SACATEPEQUEZ	10.32
684	AUTOBANCO CHIQUIMULILLA	10.32
685	ADUANA EL CEIBO	10.32
686	CC PLAZA DEL LAGO AMATITLAN	10.32
687	LLANO GRANDE SALAMA	10.32
688	MEGAPACA EL FARO	10.32
689	MEGAPACA EL CARMEN	10.32
690	MEGAPACA EL PUNTO	10.32
691	SAN RAFAEL LA INDEPENDENCIA	10.32
692	SAN GASPAR IXCHIL	10.32
693	CC PLAZA MANANTIAL	10.32
694	MUNICIPALIDAD DE COBAN	10.32
695	MINI MUNI CUBIL	10.32
696	MINI MUNI CAMPO DE AVIACION COBAN	10.32
697	SANYUYO	10.32
698	GRAMEEN USPANTAN	10.32
699	MAGDALENA MILPAS ALTAS	10.32
700	AUTOBANCO MULTIPLAZA EL SAUCE	10.32
701	AUTOBANCO JOCOTAN	10.32
702	SAN ANDRES PETEN	10.32
703	GRAMEEN HUEHUETENANGO	10.32
704	MIXCO PARQUE	10.32
705	MIX SAN CRISTOBAL	20.64
706	CUYOTENANGO	10.32
707	AUTOBANCO MEGAFERRO	10.32
708	MEGAPACA PERIFERICO	10.32
709	MEGAPACA CALLE MARTI	10.32
710	CENTRO COMERCIAL LAS PUERTAS	10.32
711	MERCADO CARCHA	10.32
712	UNIVERSIDAD CUNORI	10.32
713	MINI MUNI MIXCO NUEVA MONTSERRAT	10.32
714	AUTOBANCO VILLAS DEL SUR	20.64
716	SAN JUAN TECUACO	10.32
717	PLAZA EL AMATE	10.32
718	 SAN FRANCISCO DE ASIS	10.32
719	SANTA LUCIA CENTRO	10.32
720	QUICHE ZONA 3	20.64
721	TERMINAL QUICHE	10.32
723	CC LOS PROCERES	10.32
724	MERCADO SANTA ELENA	10.32
725	SAN VICENTE BUENABAJ	10.32
726	GALERIAS DEL SUR	10.32
727	MUNICIPALIDAD SAN RAYMUNDO	10.32
728	CHINACA	10.32
729	GRAMEEN CHIQUIMULILLA	10.32
730	GRAMEEN SAN PABLO	10.32
731	CENTRA NORTE	20.64
732	SAN BARTOLO AGUAS CALIENTES	20.64
733	CC PRADERA CONCEPCION	10.32
734	LA BLANCA SAN MARCOS	10.32
735	NUEVO PROGRESO	10.32
737	GRAMEEN NEBAJ	10.32
739	PLAZA MEDICA DEL NORTE	20.64
740	MUNICIPALIDAD DE CHIMALTENANGO	10.32
741	MEGAPACA VILLA LINDA	10.32
742	MUNICIPALIDAD DE VILLA CANALES	10.32
743	OCRET	10.32
744	CENTRO COMERCIAL METRO PLAZA JUTIAPA	10.32
745	COLONIA LOS ANGELES	10.32
747	PACHALUM CALLE DE LAS FLORES	10.32
748	NUEVA SANTA ROSA	10.32
749	MEGAPACA VIP CHIQUIMULA	20.64
750	CENTRO COMERCIAL MAJADAS	10.32
751	CENTRO COMERCIAL LA TRINIDAD MALACATAN	10.32
752	UNISUPER NIMAJUYU	10.32
753	LAS CABEZAS ORATORIO	10.32
754	CALLE MARTI 12 AVENIDA	10.32
755	UNISUPER LA BRIGADA	10.32
