en_proveedor	en_remoto	en_estado	en_nagios	rm_descripcion	rm_region	en_codigo_proveedor	en_fecha_activacion	sl_uptime	sl_downtime	sl_unreachable	sl_undetermined	en_costo_mensual
CLARO	175	7	age175	ORGANISMO JUDICIAL	29	8900269	2000-10-10 00:00:00	95.741	4.259	0	0	133.00
TIGO	176	7	age176	YUPILTEPEQUE	4	24856	2006-11-14 00:00:00	100	0	0	0	190.40
CLARO	177	7	age177	LA DEMOCRACIA ESCUINTLA	43	8900674	2009-06-15 00:00:00	97.65	2.35	0	0	133.00
CLARO	178	7	age178	AEROPUERTO	28	8900235	2001-09-18 00:00:00	99.966	0.034	0	0	133.00
CLARO	1780002	7	age178b	ARPTO. LA AURORA 3 NIVEL ANEXO AERONAUTICA	28	8900745	2008-08-13 00:00:00	99.865	0.135	0	0	133.00
CLARO	1780001	7	age178c	DIRECCION GENERAL DE AERONAUTICA CIVIL	28	8902319	2014-08-18 00:00:00	99.948	0.052	0	0	133.00
TIGO	179	7	age179	PALIN	35	2108	2008-09-05 00:00:00	98.792	1.208	0	0	190.40
CLARO	180	7	age180	SANARATE	41	8900402	2002-11-14 00:00:00	99.979	0.021	0	0	133.00
CLARO	181	7	age181	CHICAMAN	12	8900741	2009-10-13 00:00:00	100	0	0	0	133.00
TIGO	182	7	age182	SAN MIGUEL ACATAN	40	71712	2015-01-02 00:00:00	99.458	0.542	0	0	190.40
CLARO	183	7	age183	PRISA	24	8900261	2001-08-24 00:00:00	99.972	0.028	0	0	133.00
CLARO	184	7	age184	TERMINAL JUTIAPA	4	8900296	2003-12-20 00:00:00	99.908	0.092	0	0	133.00
CLARO	185	7	age185	IGSS CENTRAL	29	8900251	2001-05-08 00:00:00	99.755	0.245	0	0	133.00
LOCAL	2185	7	age185	ANEXO IGSS CENTRAL	29		2007-11-08 00:00:00	99.755	0.245	0	0	0.00
TIGO	186	7	age186	CENTENARIO MAZATENANGO	16	39903	2010-12-27 00:00:00	99.968	0.032	0	0	190.40
CLARO	187	7	age187	SAN ANTONIO SUCHITEPEQUEZ	16	8900400	2001-09-22 00:00:00	99.791	0.209	0	0	133.00
CLARO	188	7	age188	IGSS ZONA 5	23	8900252	2001-05-30 00:00:00	99.898	0.102	0	0	133.00
COLUMBUS	189	7	age189	19 AVENIDA ZONA 6	1	5001303	2013-01-22 00:00:00	57.713	42.287	0	0	201.60
CLARO	190	7	age190	IGSS ZONA 11	28	8900254	2001-08-17 00:00:00	100	0	0	0	133.00
CLARO	192	7	age192	IGSS MONTE REAL	20	8900253	2001-04-09 00:00:00	99.65	0.35	0	0	133.00
CLARO	193	7	age193	IGSS RETALHULEU	34	8900316	2004-03-09 00:00:00	93.198	6.802	0	0	133.00
CLARO	194	7	age194	IGSS PAMPLONA	19	8900283	2001-10-26 00:00:00	100	0	0	0	133.00
CLARO	195	7	age195	TIQUISATE	43	8900576	2007-12-19 00:00:00	95.363	4.637	0	0	133.00
CLARO	196	7	age196	SAN MIGUEL POCHUTA	43	8901209	2012-07-20 00:00:00	98.634	1.366	0	0	133.00
CLARO	197	7	age197	TACTIC	11	8900364	2003-12-20 00:00:00	99.665	0.335	0	0	133.00
CLARO	198	7	age198	SIMON BOLIVAR MORALES	8	8900405	2002-09-26 00:00:00	99.904	0.096	0	0	133.00
CLARO	199	7	age199	MERCADO QUETZALTENANGO	18	8900309	2001-05-14 00:00:00	99.721	0.279	0	0	133.00
CLARO	200	7	age200	CHAJUL	12	8900371	2005-06-03 00:00:00	99.017	0.983	0	0	133.00
CLARO	201	7	age201	SALCAJA	39	8900280	2001-10-19 00:00:00	99.918	0.082	0	0	133.00
CLARO	202	7	age202	MERCADO SANTO TOMAS DE CASTILLA	33	8900413	2006-04-21 00:00:00	99.966	0.034	0	0	133.00
TIGO	2020001	7	age202b	RENAP COATEPEQUE	33	29171	2009-09-22 00:00:00	99.731	0.269	0	0	190.40
CLARO	203	7	age203	PATULUL	43	8900446	2004-02-25 00:00:00	100	0	0	0	133.00
CLARO	204	7	age204	CHICACAO	16	8900647	2008-12-11 00:00:00	62.006	37.994	0	0	133.00
TIGO	205	7	age205	IGSS ZONA 9	27	756	2002-12-02 00:00:00	100	0	0	0	190.40
COLUMBUS	206	7	age206	MEGA PRIMMA	25	5001468	2013-07-05 00:00:00	99.207	0.793	0	0	308.00
CLARO	207	7	age207	CHIQUIMULA CENTRO	6	8900291	2003-03-26 00:00:00	99.351	0.649	0	0	133.00
TIGO	208	7	age208	ADUANA PUERTO FRONTERIZO - TECUN UMAN	33	2106	2004-01-13 00:00:00	97.737	2.263	0	0	190.40
CLARO	209	7	age209	EL NARANJO	42	8901222	2012-06-01 00:00:00	99.641	0.359	0	0	133.00
CLARO	210	7	age210	MERCADO TERMINAL ZONA 4	27	8900646	2008-12-17 00:00:00	100	0	0	0	133.00
CLARO	211	7	age211	MERCADO LA FLORIDA	20	8900246	2003-06-20 00:00:00	99.881	0.119	0	0	133.00
TIGO	212	7	age212	MERCADO CENTRAL ZONA 1	23	1533	2003-05-12 00:00:00	100	0	0	0	190.40
CLARO	213	7	age213	MERCADO LA PARROQUIA	1	8900245	2003-06-20 00:00:00	51.662	48.338	0	0	133.00
MUNI	214	7	age214	MINI MUNI GALERIAS DEL SUR	29	610	2005-12-16 00:00:00	99.297	0.703	0	0	0.00
CLARO	216	7	age216	MUNICIPALIDAD DE VILLA NUEVA	22	8900657	2009-04-20 00:00:00	99.973	0.027	0	0	133.00
TIGO	218	7	age218	PLAZA HELVETIA ROOSEVELT	25	2299	2003-12-12 00:00:00	100	0	0	0	190.40
CLARO	219	7	age219	LOS OLIVOS	1	8902013	2013-08-07 00:00:00	99.391	0.609	0	0	133.00
CLARO	220	7	age220	MONJAS	5	8900332	2001-11-09 00:00:00	99.841	0.159	0	0	133.00
CLARO	221	7	age221	SANTA LUCIA COTZ	43	8902021	2013-09-12 00:00:00	99.86	0.14	0	0	360.00
CLARO	222	7	age222	SAN ANDRES SAJCABAJA	31	8900812	2010-12-21 00:00:00	99.154	0.846	0	0	133.00
TIGO	223	7	age223	MERCADO EL GRANERO	27	1532	2003-05-12 00:00:00	99.931	0.069	0	0	190.40
TIGO	224	7	age224	MERCADO LA PALMITA	23	733	2002-10-22 00:00:00	100	0	0	0	190.40
TIGO	225	7	age225	MERCADO EL GUARDA	28	722	2002-07-15 00:00:00	98.888	1.112	0	0	190.40
COLUMBUS	2250001	7	age225b	ANEXO MERCADO EL GUARDA	28	5001473	2013-03-15 00:00:00	57.634	42.366	0	0	201.60
TIGO	226	7	age226	OJ ZONA 9	27	2145	2003-12-12 00:00:00	99.42	0.58	0	0	190.40
CLARO	227	7	age227	SANTO TOMAS DE CASTILLA	8	8900284	2002-08-02 00:00:00	99.933	0.067	0	0	133.00
TIGO	2270001	7	age227b	ANEXO SANTO TOMAS DE CASTILLA	8	17524	2008-01-09 00:00:00	0	100	0	0	190.40
CLARO	228	7	age228	SAT ZONA 9	27	8900260	2002-05-20 00:00:00	99.975	0.025	0	0	133.00
CLARO	2280001	7	age228b	SAT TORRE AZUL	27	8900606	2008-09-19 00:00:00	99.824	0.176	0	0	133.00
TIGO	229	7	age229	SAN MIGUEL PETAPA	19	719	2002-12-04 00:00:00	99.881	0.119	0	0	190.40
CLARO	231	7	age231	SAN PABLO SAN MARCOS	15	8900372	2005-12-16 00:00:00	99.968	0.032	0	0	133.00
CLARO	232	7	age232	SAN JUAN SACATEPEQUEZ	20	8900289	2002-11-08 00:00:00	100	0	0	0	133.00
TIGO	2320001	7	age232b	RENAP SAN JUAN SACATEPEQUEZ	20	29174	2013-06-04 00:00:00	99.889	0.111	0	0	190.40
CLARO	233	7	age233	ALMOLONGA	18	8900288	2002-11-12 00:00:00	98.964	1.036	0	0	133.00
TIGO	234	7	age234	VILLA HERMOSA	19	721	2002-09-18 00:00:00	99.334	0.666	0	0	190.40
CLARO	235	7	age235	CENTRO COMERCIAL MONSERRAT	25	8902012	2013-08-06 00:00:00	98.82	1.18	0	0	133.00
TIGO	236	7	age236	REGISTRO MERCANTIL	27	1460	2003-04-15 00:00:00	94.159	5.841	0	0	190.40
CLARO	237	7	age237	BOCA DEL MONTE	19	8900242	2002-12-05 00:00:00	99.694	0.306	0	0	133.00
CLARO	238	7	age238	ZACUALPA	31	8900530	2007-10-03 00:00:00	99.962	0.038	0	0	133.00
CLARO	240	7	age240	SANTA ANA HUISTA	14	8901210	2012-07-20 00:00:00	99.582	0.418	0	0	133.00
CLARO	241	7	age241	RIO HONDO	7	8900642	2008-09-09 00:00:00	99.905	0.095	0	0	133.00
TIGO	243	7	age243	LANQUIN	10	71707	2014-12-16 00:00:00	99.354	0.646	0	0	190.40
CLARO	244	7	age244	HOSPITAL ROOSEVELT	28	8900243	2003-01-21 00:00:00	99.585	0.415	0	0	133.00
TIGO	245	7	age245	MINISTERIO PUBLICO	27	1459	2003-04-15 00:00:00	99.78	0.22	0	0	190.40
TIGO	246	7	age246	LOS ENCUENTROS	17	2107	2003-12-12 00:00:00	99.357	0.643	0	0	190.40
TIGO	247	7	age247	ZONA FRANCA	22	1198	2003-01-14 00:00:00	99.932	0.068	0	0	190.40
TIGO	248	7	age248	AUTOBANCO - QUICHE	12	2110	2003-12-12 00:00:00	99.591	0.409	0	0	190.40
COLUMBUS	249	7	age249	AUTOBANCO - QUETZALTENANGO	18	5001755	2013-06-28 00:00:00	99.62	0.38	0	0	526.40
TIGO	250	7	age250	AUTOBANCO - ROOSEVELT	25	1134	2002-12-17 00:00:00	100	0	0	0	190.40
CLARO	251	7	age251	LIVINGSTON	8	8900811	2010-12-20 00:00:00	100	0	0	0	133.00
TIGO	252	7	age252	CABRICAN	39	9595	2006-08-10 00:00:00	99.308	0.692	0	0	190.40
TIGO	253	7	age253	AUTOBANCO - COBAN	10	2524	2004-03-11 00:00:00	98.75	1.25	0	0	190.40
TIGO	254	7	age254	SENAHU	30	63115	2014-02-28 00:00:00	97.376	2.624	0	0	190.40
CLARO	256	7	age256	USAC	19	8900264	2003-06-24 00:00:00	92.761	7.239	0	0	133.00
LOCAL	2560001	7	age256b	EDIFICIO T-4 INGENIERIA USAC	19		2008-07-22 00:00:00	50.436	49.564	0	0	0.00
CLARO	257	7	age257	AUTOBANCO - PETAPA	19	8900248	2003-10-27 00:00:00	99.702	0.298	0	0	133.00
TIGO	258	7	age258	LA LIBERTAD	42	26620	2004-03-03 00:00:00	99.521	0.479	0	0	190.40
TIGO	259	7	age259	SANTA CLARA LA LAGUNA	17	7622	2006-11-17 00:00:00	99.226	0.774	0	0	190.40
CLARO	260	7	age260	MERCADO SAN JOSE MERCANTIL	25	8900247	2003-09-23 00:00:00	66.446	33.554	0	0	133.00
TIGO	261	7	age261	MERCADO SUR 2	29	1797	2003-08-06 00:00:00	99.908	0.092	0	0	190.40
TIGO	262	7	age262	MERCADO SAN MARTIN	1	2724	2003-10-27 00:00:00	99.936	0.064	0	0	190.40
CLARO	263	7	age263	MERCADO LA PRESIDENTA	29	8900265	2004-03-11 00:00:00	99.779	0.221	0	0	133.00
TIGO	264	7	age264	AUTOBANCO - CIUDAD VIEJA	28	2153	2003-11-14 00:00:00	99.734	0.266	0	0	190.40
CLARO	265	7	age265	SAN FELIPE RETALHULEU	34	8900924	2011-10-28 00:00:00	99.756	0.244	0	0	133.00
CLARO	266	7	age266	CONCEPCION LAS MINAS	44	8900648	2009-02-11 00:00:00	97.521	2.479	0	0	133.00
TIGO	267	7	age267	AUTOBANCO - VILLA CLARITA	24	2320	2004-02-25 00:00:00	100	0	0	0	190.40
TIGO	268	7	age268	SAN RAYMUNDO	20	2321	2004-02-09 00:00:00	99.606	0.394	0	0	190.40
TIGO	269	7	age269	SAN PEDRO PINULA	5	28713	2004-02-09 00:00:00	59.329	40.671	0	0	190.40
TIGO	270	7	age270	EL JOCOTILLO VILLA CANALES	32	4589	2005-06-06 00:00:00	98.4	1.6	0	0	190.40
TIGO	271	7	age271	SANTIAGO SACATEPEQUEZ	35	2318	2004-05-03 00:00:00	71.042	28.958	0	0	190.40
CLARO	272	7	age272	SANSARE	41	8900532	2007-09-28 00:00:00	93.527	6.473	0	0	133.00
CLARO	273	7	age273	ESCUINTLA CENTRO	3	8900583	2012-09-08 00:00:00	99.15	0.85	0	0	133.00
TIGO	2730001	7	age273b	RENAP ESCUINTLA	3	52225	2013-11-26 00:00:00	39.825	60.175	0	0	190.40
TIGO	274	7	age274	SAN LUIS JILOTEPEQUE	6	2732	2004-05-03 00:00:00	98.979	1.021	0	0	190.40
COLUMBUS	275	7	age275	MAZATENANGO PLAZA AMERICA	16	5001278	2013-01-25 00:00:00	99.485	0.515	0	0	526.40
CLARO	276	7	age276	MERCADO COLON	23	8900266	2004-03-11 00:00:00	100	0	0	0	133.00
TIGO	277	7	age277	MERCADO ROOSEVELT	28	2723	2004-10-27 00:00:00	98.586	1.414	0	0	190.40
COLUMBUS	278	7	age278	MERCADO LA REFORMITA	19	5001489	2013-03-15 00:00:00	100	0	0	0	201.60
CLARO	279	7	age279	MERCADO BETHANIA	23	8900357	2004-06-04 00:00:00	99.968	0.032	0	0	133.00
CLARO	280	7	age280	SAN ANDRES ITZAPA	2	8900533	2007-08-22 00:00:00	98.594	1.406	0	0	133.00
TIGO	281	7	age281	SUMPANGO	35	11713	2006-11-07 00:00:00	99.781	0.219	0	0	190.40
TIGO	282	7	age282	PERIROOSEVELT	25	2637	2017-10-28 00:00:00	100	0	0	0	190.40
COLUMBUS	283	7	age283	AUTOBANCO ZACAPA TAMARINDAL	7	5001289	2013-01-25 00:00:00	100	0	0	0	526.40
CLARO	284	7	age284	ESTANZUELA	7	8900780	2010-05-12 00:00:00	99.439	0.561	0	0	133.00
CLARO	285	7	age285	CHIANTLA	13	8902019	2013-09-27 00:00:00	99.609	0.391	0	0	133.00
TIGO	1016	7	age285	ANEXO 2 CHIANTLA	13	3023	2004-06-23 00:00:00	99.609	0.391	0	0	190.40
CLARO	286	7	age286	SAN IDELFONSO IXTAHUACAN	14	8901197	2012-05-18 00:00:00	98.779	1.221	0	0	133.00
TIGO	287	7	age287	VILLA CANALES	19	3024	2004-10-27 00:00:00	99.786	0.214	0	0	190.40
CLARO	288	7	age288	ORATORIO	32	8900363	2004-12-23 00:00:00	98.385	1.615	0	0	133.00
TIGO	289	7	age289	SANTA CRUZ VERAPAZ	11	9610	2010-02-20 00:00:00	94.357	5.643	0	0	190.40
TIGO	290	7	age290	SAN MIGUEL IXTAHUACAN	15	30037	2010-05-07 00:00:00	99.328	0.672	0	0	190.40
TIGO	291	7	age291	PAJAPITA	33	3723	2005-01-21 00:00:00	64.73	35.27	0	0	190.40
CLARO	292	7	age292	NAHUALA	17	8902040	2013-11-06 00:00:00	99.524	0.476	0	0	133.00
CLARO	293	7	age293	SANTA LUCIA UTATLAN	17	8900603	2008-08-11 00:00:00	99.924	0.076	0	0	133.00
CLARO	294	7	age294	MORAZAN	41	8900358	2004-11-16 00:00:00	97.578	2.422	0	0	133.00
CLARO	295	7	age295	TACANA	15	8902015	2013-08-07 00:00:00	99.449	0.551	0	0	133.00
CLARO	296	7	age296	SAN JUAN OSTUNCALCO	18	8900535	2007-10-01 00:00:00	99.418	0.582	0	0	133.00
CLARO	297	7	age297	PARRAMOS	2	8900634	2008-09-23 00:00:00	99.07	0.93	0	0	133.00
CLARO	298	7	age298	EL FRUTAL	19	8901153	2012-01-20 00:00:00	97.113	2.887	0	0	133.00
CLARO	300	7	age300	INFOM	28	8900273	2005-10-24 00:00:00	99.981	0.019	0	0	133.00
CLARO	301	7	age301	ORGANISMO JUDICIAL QUETZALTENANGO	18	8900302	2004-12-23 00:00:00	99.774	0.226	0	0	133.00
CLARO	3010001	7	age301b	EMPRESA ELECTRICA XELA	18	8900796	2010-09-03 00:00:00	100	0	0	0	133.00
CLARO	302	7	age302	QUEZADA	4	8900610	2008-09-10 00:00:00	51.234	48.766	0	0	133.00
CLARO	303	7	age303	SIBILIA	39	8900370	2005-06-20 00:00:00	96.713	3.287	0	0	133.00
CLARO	304	7	age304	CANILLA	31	8900712	2009-10-26 00:00:00	99.715	0.285	0	0	133.00
MUNI	305	7	age305	CENTRO CIVICO	27	610	2005-12-16 00:00:00	99.75	0.25	0	0	0.00
CLARO	306	7	age306	LA GOMERA	43	8900786	2010-05-14 00:00:00	99.885	0.115	0	0	133.00
TIGO	307	7	age307	SAN LUCAS TOLIMAN	17	4706	2013-12-23 00:00:00	99.966	0.034	0	0	190.40
CLARO	308	7	age308	DOLORES	9	8900367	2005-07-13 00:00:00	99.205	0.795	0	0	133.00
COLUMBUS	309	7	age309	IPM	23	5001280	2013-01-22 00:00:00	99.348	0.652	0	0	201.60
MUNI	310	7	age310	MINI MUNI PLAZUELA ESPAÑA	28	610	2005-12-16 00:00:00	100	0	0	0	0.00
MUNI	311	7	age311	MINI MUNI C.C. LOS ALAMOS	1		2013-01-07 00:00:00	99.265	0.735	0	0	0.00
TIGO	312	7	age312	ORGANISMO JUDICIAL HUEHUETENANGO	13	4710	2008-10-07 00:00:00	99.818	0.182	0	0	190.40
TIGO	313	7	age313	UTZ ULEW MALL	18	6051	NULL	97.581	2.419	0	0	190.40
CLARO	314	7	age314	PRADERA XELA	18	8900443	2006-08-24 00:00:00	99.788	0.212	0	0	133.00
CLARO	315	7	age315	DECAM	23	8900510	2005-08-04 00:00:00	88.382	11.618	0	0	133.00
CLARO	316	7	age316	SAN JOSE POAQUIL	2	8900536	2012-05-02 00:00:00	99.602	0.398	0	0	133.00
CLARO	319	7	age319	PLAZA JADE	9	8900649	2009-01-19 00:00:00	99.391	0.609	0	0	133.00
TIGO	320	7	age320	CHIQUIMULA 8A. AVENIDA	6	5876	2005-12-16 00:00:00	99.08	0.92	0	0	190.40
CLARO	321	7	age321	CIUDAD VIEJA	35	8900384	2006-01-20 00:00:00	62.871	37.129	0	0	133.00
TIGO	322	7	age322	PLAZA ATANAZIO TZUL	19	5403	2005-12-16 00:00:00	100	0	0	0	190.40
MUNI	323	7	age323	MINI MUNI PLAZA ATNASIO TZUL	19	610	2006-03-29 00:00:00	99.519	0.481	0	0	0.00
CLARO	324	7	age324	JOCOTAN	44	8900448	2006-01-11 00:00:00	99.32	0.68	0	0	133.00
CLARO	325	7	age325	SAN JOSE	42	8900424	2005-12-16 00:00:00	97.592	2.408	0	0	133.00
CLARO	326	7	age326	AUTOBANCO TERMINAL RETALHULEU	34	8900438	2006-09-25 00:00:00	100	0	0	0	133.00
CLARO	3260001	7	age326b	RENAP RETALHULEU	34	8900652	2009-08-24 00:00:00	96.009	3.991	0	0	133.00
TIGO	327	7	age327	MERCADO LA VILLA	24	23629	2008-06-09 00:00:00	96.362	3.638	0	0	190.40
TIGO	328	7	age328	LA LIBERTAD HUEHUETENANGO	14	61769	2013-09-25 00:00:00	98.534	1.466	0	0	190.40
COLUMBUS	329	7	age329	AUTOBANCO COATEPEQUE	33	5001302	2013-01-25 00:00:00	99.166	0.834	0	0	526.40
CLARO	330	7	age330	CASILLAS	32	8902080	2014-02-17 00:00:00	99.003	0.997	0	0	133.00
TIGO	331	7	age331	SAT SOLOLA	17	6693	2006-05-15 00:00:00	99.133	0.867	0	0	190.40
CLARO	332	7	age332	AYARZA	32	8901200	2012-05-24 00:00:00	99.717	0.283	0	0	133.00
CLARO	333	7	age333	SEGUROS UNIVERSALES	27	8900475	2006-12-20 00:00:00	100	0	0	0	133.00
CLARO	334	7	age334	CENTRO COMERCIAL ZONA 4	27	8901771	2006-12-20 00:00:00	99.958	0.042	0	0	133.00
CLARO	335	7	age335	USUMATLAN	41	8902068	2014-01-29 00:00:00	99.824	0.176	0	0	133.00
CLARO	336	7	age336	CABANAS	41	8900636	2008-09-26 00:00:00	51.166	48.834	0	0	133.00
CLARO	337	7	age337	SAN DIEGO	41	8900637	2008-09-25 00:00:00	99.923	0.077	0	0	133.00
CLARO	338	7	age338	SAN ANTONIO ILOTENANGO	12	8900715	2009-10-23 00:00:00	99.625	0.375	0	0	133.00
CLARO	339	7	age339	CONTRALORIA GENERAL DE CUENTAS	23	8900426	2006-09-25 00:00:00	99.924	0.076	0	0	133.00
COLUMBUS	340	7	age340	2 CALLE ZONA 9	27	5001298	2013-01-23 00:00:00	99.009	0.991	0	0	308.00
CLARO	341	7	age341	MERCADO CANDELARIA	1	8900489	2006-12-20 00:00:00	93.87	6.13	0	0	133.00
CLARO	342	7	age342	MERCADO JUSTO RUFINO BARRIOS	19	8900479	2006-12-20 00:00:00	99.967	0.033	0	0	133.00
CLARO	343	7	age343	SAN MATEO IXTATAN	40	8902366	2016-05-16 00:00:00	97.211	2.789	0	0	133.00
CLARO	344	7	age344	SAN CRISTOBAL ACASAGUASTLAN	41	8900611	2017-01-16 00:00:00	99.241	0.759	0	0	133.00
CLARO	345	7	age345	MINISTERIO PUBLICO FISCALIAS	23	8902297	2006-09-25 00:00:00	99.884	0.116	0	0	133.00
TIGO	347	7	age347	SAN PEDRO SACATEPEQUEZ	20	11635	2006-11-17 00:00:00	98.87	1.13	0	0	190.40
CLARO	348	7	age348	MERCADO BARILLAS	40	8900893	2011-06-09 00:00:00	99.526	0.474	0	0	133.00
CLARO	349	7	age349	SAN MARCOS HUISTA	40	8901212	2012-05-15 00:00:00	99.683	0.317	0	0	133.00
TIGO	350	7	age350	SANTRA CRUZ BALANYA	2	9606	2006-10-17 00:00:00	98.492	1.508	0	0	190.40
CLARO	352	7	age352	MINISTERIO DE RELACIONES EXTERIORES	28	8900445	2006-12-20 00:00:00	100	0	0	0	133.00
CLARO	353	7	age353	MUNICIPALIDAD SANTA LUCIA COTZUMALGUAPA	43	8900306	2007-04-11 00:00:00	99.788	0.212	0	0	133.00
CLARO	354	7	age354	CHAHAL	30	8902331	2014-09-11 00:00:00	98.926	1.074	0	0	133.00
LOCAL	355	7	age355	PLAZA INTERCONTINENTAL	21		2012-06-07 00:00:00	99.546	0.454	0	0	0.00
CLARO	356	7	age356	SAN AGUSTIN ACASAGUASTLAN	41	8902070	2014-01-29 00:00:00	98.778	1.222	0	0	133.00
CLARO	357	7	age357	DESPENSA LOMAS DEL NORTE	1	8900497	2007-02-01 00:00:00	100	0	0	0	133.00
CLARO	358	7	age358	MERCADO QUICHE ZONA 5	12	8902292	2015-03-16 00:00:00	99.969	0.031	0	0	133.00
TIGO	359	7	age359	DESPENSA CUYOTENANGO	34	12271	2007-02-01 00:00:00	99.947	0.053	0	0	190.40
TIGO	360	7	age360	DESPENSA POPTUN	30	51001	2012-06-01 00:00:00	99.505	0.495	0	0	190.40
CLARO	361	7	age361	CUBULCO CENTRO	11	8900420	2007-02-26 00:00:00	99.301	0.699	0	0	133.00
CLARO	362	7	age362	AVENIDA BOLIVAR	28	8900517	2007-08-16 00:00:00	99.955	0.045	0	0	133.00
CLARO	363	7	age363	SAN JUAN COTZAL	12	8900716	2009-10-21 00:00:00	96.182	3.818	0	0	133.00
COLUMBUS	364	7	age364	MIRAFLORES	25	5001504	2013-06-18 00:00:00	99.772	0.228	0	0	201.60
CLARO	365	7	age365	INTECAP	27	8900481	2006-12-20 00:00:00	100	0	0	0	133.00
CLARO	366	7	age366	MEGA TERMINAL ZONA 4	27	8900491	2006-12-21 00:00:00	100	0	0	0	133.00
CLARO	367	7	age367	AUTOBANCO JOYABAJ	31	8900558	2007-11-08 00:00:00	99.368	0.632	0	0	133.00
TIGO	368	7	age368	MERCADO VENEZUELA	19	16866	2007-11-14 00:00:00	98.682	1.318	0	0	190.40
COLUMBUS	369	7	age369	CATARINA	33	5021680	2016-10-07 00:00:00	98.413	1.587	0	0	252.00
COLUMBUS	370	7	age370	GUAZACAPAN	3	5021649	2016-10-07 00:00:00	99.406	0.594	0	0	252.00
TIGO	371	7	age371	AUTOBANCO CENTRO COMERCIAL EL NARANJO	20	13336	2007-08-16 00:00:00	99.952	0.048	0	0	190.40
TIGO	372	7	age372	AUTOBANCO MERCADO CUILAPA	32	13347	2007-10-31 00:00:00	99.203	0.797	0	0	190.40
TIGO	374	7	age374	AUTOBANCO  TECPAN	2	12649	2007-04-11 00:00:00	99.975	0.025	0	0	190.40
TIGO	375	7	age375	21 CALLE ZONA 1	29	26441	2009-02-14 00:00:00	100	0	0	0	190.40
CLARO	376	7	age376	CENTRO COMERCIAL PACIFIC CENTER	29	8900519	2007-08-23 00:00:00	85.965	14.035	0	0	133.00
TIGO	377	7	age377	SALA DE CONTEO	19	12648	2007-03-14 00:00:00	50.384	49.616	0	0	190.40
CLARO	378	7	age378	AUTOBANCO JALAPA	5	8900507	2007-05-29 00:00:00	100	0	0	0	133.00
CLARO	379	7	age379	SANTA MARIA VISITACION	17	8901190	2012-02-24 00:00:00	99.456	0.544	0	0	133.00
CLARO	381	7	age381	AUTOBANCO PUERTO BARRIOS	8	8900516	2008-02-02 00:00:00	99.607	0.393	0	0	133.00
CLARO	382	7	age382	SAYAXCHE PARQUE CENTRAL	42	8900512	2007-08-16 00:00:00	99.946	0.054	0	0	133.00
TIGO	382	7	age382	SAYAXCHE PARQUE CENTRAL	42	87267	NULL	99.946	0.054	0	0	190.40
CLARO	383	7	age383	LAS ESCOBAS	2	8902285	2015-05-21 00:00:00	97.65	2.35	0	0	133.00
COLUMBUS	384	7	age384	CENTRO COMERCIAL MONTUFAR	28	5001300	2013-01-23 00:00:00	100	0	0	0	308.00
TIGO	385	7	age385	10 CALLE ZONA 01	23	13335	2007-09-03 00:00:00	99.701	0.299	0	0	190.40
CLARO	386	7	age386	AUTOBANCO SAN LUCAS SACATEPEQUEZ	35	8900518	2007-08-16 00:00:00	73.516	26.484	0	0	133.00
CLARO	389	7	age389	SAN RAFAEL PIE DE LA CUESTA	15	8900616	2008-09-10 00:00:00	98.686	1.314	0	0	133.00
CLARO	390	7	age390	PALESTINA DE LOS ALTOS	15	8900833	2011-02-24 00:00:00	99.428	0.572	0	0	133.00
CLARO	391	7	age391	MERCADO GUASTATOYA	41	8900572	2007-11-27 00:00:00	99.804	0.196	0	0	133.00
TIGO	392	7	age392	WAY VILLA NUEVA	22	13157	2003-03-27 00:00:00	99.6	0.4	0	0	190.40
TIGO	393	7	age393	WAY AMATITLAN	22	13154	2007-05-29 00:00:00	99.9	0.1	0	0	190.40
CLARO	395	7	age395	SANTA CATARINA IXTAHUACAN	17	8901213	2012-09-18 00:00:00	98.789	1.211	0	0	133.00
CLARO	396	7	age396	CERINAL	32	8900679	2009-07-30 00:00:00	99.9	0.1	0	0	133.00
CLARO	397	7	age397	ZARAGOZA CHIMALTENANGO	2	8900718	2009-12-23 00:00:00	90.746	9.254	0	0	133.00
CLARO	398	7	age398	CONCEPCION TUTUAPA	15	8900612	2008-10-27 00:00:00	97.313	2.687	0	0	133.00
CLARO	400	7	age400	SAN JUAN CHAMELCO	10	8900617	2008-12-05 00:00:00	98.225	1.775	0	0	133.00
CLARO	401	7	age401	FRAIJANES	24	8902051	2013-12-23 00:00:00	97.432	2.568	0	0	133.00
CLARO	402	7	age402	VISTA HERMOSA 2	24	8900787	2010-05-22 00:00:00	99.297	0.703	0	0	133.00
TIGO	403	7	age403	BOSQUES DE SAN NICOLAS	20	30809	2009-10-07 00:00:00	100	0	0	0	190.40
COLUMBUS	4030001	7	age403b	ANEXO PASEO DE LOS CAMPEONES	20	5002250	2014-01-16 00:00:00	99.667	0.333	0	0	201.60
COLUMBUS	404	7	age404	AVENIDA PETAPA	19	5001288	2013-01-22 00:00:00	96.424	3.576	0	0	308.00
CLARO	405	7	age405	NOVICENTRO	29	8900476	2006-12-26 00:00:00	100	0	0	0	133.00
COLUMBUS	406	7	age406	VILLA DE GUADALUPE	24	5001269	2013-01-23 00:00:00	99.805	0.195	0	0	308.00
CLARO	407	7	age407	EL MUÑECON	23	8902133	2014-06-12 00:00:00	99.824	0.176	0	0	133.00
